player_id,season,player_name,position,team,n_teams,games,targets,receptions,rec_yards,rec_tds,rec_air_yards,rec_yac,rec_first_downs,rec_epa,carries,rush_yards,rush_tds,ppr,tm_targets,tm_air_yards,tm_pass_att,tm_carries,tm_targets_full,tm_air_yards_full,tm_carries_full,tm_games,snap_games,off_snaps,tm_off_snaps,snap_pct_mean,st_snaps,off_plays_on_field,dropbacks_on_field,rushes_on_field,tm_off_plays,tm_dropbacks,tm_rushes,pfr_tgt,pfr_rec,pfr_adot,pfr_ybc,pfr_ybc_per_rec,pfr_yac,pfr_yac_per_rec,pfr_broken_tackles,pfr_rec_per_broken_tackle,pfr_drops,pfr_first_downs,ngs_avg_cushion,ngs_avg_separation,ngs_avg_intended_air_yards,ngs_percent_share_of_intended_air_yards,ngs_avg_yac,ngs_avg_expected_yac,ngs_avg_yac_above_expectation,ngs_catch_percentage,pbp_targets,rz_targets,i10_targets,ez_targets,deep_targets,third_down_targets,third_down_conv,target_epa_total,target_share,air_yards_share,target_share_full,air_yards_share_full,carry_share,carry_share_full,games_played_rate,wopr,racr,adot_nflverse,catch_rate,rec_epa_per_target,ypc,ypr,snap_share,off_snaps_pg,pass_snap_share,run_snap_share,play_share_part,targets_pg,rec_pg,rec_yards_pg,rec_tds_pg,air_yards_pg,ppr_pg,carries_pg,rush_yards_pg,rush_tds_pg,routes_proxy,routes_proxy_pg,tprr_proxy,yprr_proxy,pfr_drop_pct,target_epa,rz_targets_pg,i10_targets_pg,ez_targets_pg,deep_targets_pg,third_down_targets_pg,deep_target_rate,rz_target_share_of_own,third_down_conv_rate
00-0034653,2019,Deontay Burnett,WR,PHI,1,1,4,2,48,0,88,6,1,1.41923150105868,0,0,0,6.8,40,301,40,31,604,4917,454,16,1.0,15.0,74.0,0.2,0.0,16.0,11.0,4.0,1186.0,677.0,428.0,4.0,2.0,22.0,42.0,21.0,6.0,3.0,0.0,,0.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,2.0,1.0,0.0,1.4192315010586753,0.1,0.292358803986711,0.006622516556291391,0.017897091722595078,0.0,0.0,0.0625,0.3546511627906977,0.5454545454545454,22.0,0.5,0.35480787526467,,24.0,0.20270270270270271,15.0,0.01624815361890694,0.009345794392523364,0.013490725126475547,4.0,2.0,48.0,0.0,88.0,6.8,0.0,0.0,0.0,11.0,11.0,0.36363636363636365,4.363636363636363,0.0,0.35480787526466884,0.0,0.0,0.0,2.0,1.0,0.5,0.0,0.0
00-0034922,2019,Ishmael Hyman,WR,TB,1,2,4,2,34,0,58,1,2,-0.32037907477934,0,0,0,5.3999999999999995,88,1091,90,50,607,6493,409,16,2.0,59.0,148.0,0.4,0.0,59.0,40.0,16.0,1170.0,711.0,368.0,4.0,2.0,14.5,33.0,16.5,1.0,0.5,0.0,,1.0,2.0,,,,,,,,,4.0,0.0,0.0,0.0,1.0,2.0,1.0,-0.32037907477933913,0.045454545454545456,0.05316223648029331,0.006589785831960461,0.008932696750346527,0.0,0.0,0.125,0.10539538371802348,0.5862068965517241,14.5,0.5,-0.080094768694835,,17.0,0.39864864864864863,29.5,0.05625879043600562,0.043478260869565216,0.05042735042735043,2.0,1.0,17.0,0.0,29.0,2.6999999999999997,0.0,0.0,0.0,40.0,20.0,0.1,0.85,0.25,-0.08009476869483478,0.0,0.0,0.0,0.5,1.0,0.25,0.0,0.5
00-0035104,2019,Alexander Hollins,WR,MIN,1,2,4,2,46,0,75,6,2,1.09036460127466,0,0,0,6.6,49,342,51,65,442,3535,476,16,5.0,71.0,294.0,0.27,12.0,69.0,33.0,33.0,1038.0,506.0,463.0,4.0,2.0,18.8,40.0,20.0,6.0,3.0,0.0,,1.0,2.0,,,,,,,,,4.0,1.0,0.0,0.0,2.0,3.0,1.0,1.0903646012746537,0.08163265306122448,0.21929824561403508,0.00904977375565611,0.021216407355021217,0.0,0.0,0.125,0.27595775152166124,0.6133333333333333,18.75,0.5,0.272591150318665,,23.0,0.24149659863945577,14.2,0.06521739130434782,0.07127429805615551,0.06647398843930635,2.0,1.0,23.0,0.0,37.5,3.3,0.0,0.0,0.0,33.0,16.5,0.12121212121212122,1.393939393939394,0.25,0.27259115031866343,0.5,0.0,0.0,1.0,1.5,0.5,0.25,0.3333333333333333
00-0035645,2019,Gunner Olszewski,WR,NE,1,8,4,2,34,0,24,16,1,0.563571011880412,0,0,0,5.4,297,2213,314,236,587,4651,447,16,5.0,79.0,589.0,0.1225,95.0,79.0,43.0,33.0,1168.0,652.0,437.0,4.0,2.0,6.0,18.0,9.0,16.0,8.0,0.0,,0.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5635710118804127,0.013468013468013467,0.010845006778129237,0.0068143100511073255,0.005160180606321221,0.0,0.0,0.5,0.027793524946710665,1.4166666666666667,6.0,0.5,0.140892752970103,,17.0,0.13412563667232597,15.8,0.06595092024539877,0.07551487414187644,0.06763698630136987,0.5,0.25,4.25,0.0,3.0,0.675,0.0,0.0,0.0,43.0,5.375,0.09302325581395349,0.7906976744186046,0.0,0.14089275297010317,0.0,0.0,0.0,0.125,0.125,0.25,0.0,0.0
00-0029319,2019,Josh Bellamy,WR,NYJ,1,5,3,2,20,0,23,10,1,0.8723856026190349,0,0,0,4.0,147,901,150,98,492,4213,383,16,5.0,63.0,421.0,0.14142857142857143,124.0,68.0,33.0,23.0,1034.0,583.0,368.0,3.0,2.0,7.7,10.0,5.0,10.0,5.0,0.0,,1.0,1.0,,,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8723856026190333,0.02040816326530612,0.025527192008879023,0.006097560975609756,0.005459292665558984,0.0,0.0,0.3125,0.04848127930417449,0.8695652173913043,7.666666666666667,0.6666666666666666,0.29079520087301164,,10.0,0.1496437054631829,12.6,0.05660377358490566,0.0625,0.06576402321083172,0.6,0.4,4.0,0.0,4.6,0.8,0.0,0.0,0.0,33.0,6.6,0.09090909090909091,0.6060606060606061,0.3333333333333333,0.2907952008730111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
00-0031023,2019,Quincy Enunwa,WR,NYJ,1,1,3,1,-4,0,35,-4,0,-0.631674739997834,0,0,0,0.6,41,223,41,21,492,4213,383,16,1.0,65.0,71.0,0.92,0.0,65.0,44.0,18.0,1034.0,583.0,368.0,3.0,1.0,11.7,0.0,0.0,-4.0,-4.0,0.0,,0.0,,,,,,,,,,3.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.631674739997834,0.07317073170731707,0.15695067264573992,0.006097560975609756,0.008307619273676715,0.0,0.0,0.0625,0.21962156841299352,-0.11428571428571428,11.666666666666666,0.3333333333333333,-0.21055824666594466,,-4.0,0.9154929577464789,65.0,0.07547169811320754,0.04891304347826087,0.06286266924564797,3.0,1.0,-4.0,0.0,35.0,0.6,0.0,0.0,0.0,44.0,44.0,0.06818181818181818,-0.09090909090909091,0.0,-0.21055824666594466,0.0,0.0,0.0,1.0,1.0,0.3333333333333333,0.0,0.0
00-0031035,2019,Xavier Grimble,TE,PIT,1,2,3,1,3,0,9,2,0,-1.7828769002808231,0,0,0,1.3,60,417,61,38,485,4026,395,16,3.0,60.0,176.0,0.36999999999999994,19.0,60.0,30.0,27.0,1022.0,559.0,372.0,3.0,1.0,3.0,1.0,1.0,2.0,2.0,0.0,,1.0,,,,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7828769002808258,0.05,0.02158273381294964,0.006185567010309278,0.0022354694485842027,0.0,0.0,0.125,0.09010791366906476,0.3333333333333333,3.0,0.3333333333333333,-0.5942923000936077,,3.0,0.3409090909090909,20.0,0.05366726296958855,0.07258064516129033,0.05870841487279843,1.5,0.5,1.5,0.0,4.5,0.65,0.0,0.0,0.0,30.0,15.0,0.1,0.1,0.3333333333333333,-0.5942923000936086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
00-0031953,2019,Geremy Davis,WR,LAC,1,6,3,3,38,0,36,2,1,3.7376915367785903,0,0,0,6.8,219,2005,226,121,576,5079,366,16,6.0,83.0,446.0,0.19142857142857145,98.0,85.0,53.0,27.0,1083.0,635.0,360.0,3.0,3.0,12.0,36.0,12.0,2.0,0.7,0.0,,0.0,1.0,,,,,,,,,3.0,0.0,0.0,0.0,0.0,1.0,1.0,3.737691536778584,0.0136986301369863,0.017955112219451373,0.005208333333333333,0.0070880094506792675,0.0,0.0,0.375,0.03311652375909541,1.0555555555555556,12.0,1.0,1.2458971789261968,,12.666666666666666,0.1860986547085202,13.833333333333334,0.08346456692913386,0.075,0.07848568790397045,0.5,0.5,6.333333333333333,0.0,6.0,1.1333333333333333,0.0,0.0,0.0,53.0,8.833333333333334,0.05660377358490566,0.7169811320754716,0.0,1.2458971789261948,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,1.0
00-0032139,2019,Ben Koyack,TE,JAX,1,3,3,1,9,0,5,3,0,-1.571914956904948,0,0,0,1.9,134,1189,142,51,563,4470,389,16,11.0,260.0,747.0,0.33818181818181814,10.0,264.0,97.0,141.0,1115.0,690.0,342.0,3.0,1.0,1.7,6.0,6.0,3.0,3.0,0.0,,1.0,,,,,,,,,,3.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.5719149569049478,0.022388059701492536,0.004205214465937763,0.0053285968028419185,0.0011185682326621924,0.0,0.0,0.1875,0.03652573967839524,1.8,1.6666666666666667,0.3333333333333333,-0.5239716523016493,,9.0,0.34805890227576974,23.636363636363637,0.14057971014492754,0.41228070175438597,0.2367713004484305,1.0,0.3333333333333333,3.0,0.0,1.6666666666666667,0.6333333333333333,0.0,0.0,0.0,97.0,32.333333333333336,0.030927835051546393,0.09278350515463918,0.3333333333333333,-0.5239716523016492,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0
00-0033258,2019,Darrell Daniels,TE,ARI,1,7,3,1,4,0,22,0,1,0.39654170325956917,0,0,0,1.4,207,1620,214,177,529,4195,396,16,8.0,47.0,712.0,0.06363636363636363,223.0,54.0,9.0,30.0,1073.0,633.0,361.0,3.0,1.0,7.3,4.0,4.0,0.0,0.0,0.0,,0.0,1.0,,,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3965417032595724,0.014492753623188406,0.013580246913580247,0.005671077504725898,0.005244338498212158,0.0,0.0,0.4375,0.03124530327428878,0.18181818181818182,7.333333333333333,0.3333333333333333,0.13218056775318973,,4.0,0.06601123595505617,5.875,0.014218009478672985,0.08310249307479224,0.05032618825722274,0.42857142857142855,0.14285714285714285,0.5714285714285714,0.0,3.142857142857143,0.19999999999999998,0.0,0.0,0.0,9.0,1.2857142857142858,0.3333333333333333,0.4444444444444444,0.0,0.1321805677531908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
00-0033338,2019,Cethan Carter,TE,CIN,1,7,3,2,13,1,8,5,2,2.33868166204775,0,0,0,9.3,272,2451,286,184,589,5022,385,16,7.0,96.0,1033.0,0.09066666666666666,304.0,104.0,32.0,58.0,1130.0,674.0,366.0,3.0,2.0,2.7,8.0,4.0,5.0,2.5,0.0,,0.0,2.0,,,,,,,,,3.0,1.0,1.0,0.0,0.0,1.0,1.0,2.3386816620477475,0.011029411764705883,0.0032639738882088943,0.0050933786078098476,0.0015929908403026682,0.0,0.0,0.4375,0.01882889936880505,1.625,2.6666666666666665,0.6666666666666666,0.7795605540159167,,6.5,0.09293320425943853,13.714285714285714,0.04747774480712166,0.15846994535519127,0.0920353982300885,0.42857142857142855,0.2857142857142857,1.8571428571428572,0.14285714285714285,1.1428571428571428,1.3285714285714287,0.0,0.0,0.0,32.0,4.571428571428571,0.09375,0.40625,0.0,0.7795605540159158,0.14285714285714285,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,0.3333333333333333,1.0
00-0033421,2019,Antony Auclair,TE,TB,1,5,3,1,11,0,2,8,1,-0.5184534048894417,0,0,0,2.1,171,1925,176,141,607,6493,409,16,8.0,172.0,572.0,0.29875,134.0,184.0,60.0,106.0,1170.0,711.0,368.0,3.0,1.0,0.7,3.0,3.0,8.0,8.0,0.0,,0.0,1.0,,,,,,,,,3.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.518453404889442,0.017543859649122806,0.001038961038961039,0.004942339373970346,0.00030802402587401816,0.0,0.0,0.3125,0.027043062200956935,5.5,0.6666666666666666,0.3333333333333333,-0.1728178016298139,,11.0,0.3006993006993007,21.5,0.08438818565400844,0.28804347826086957,0.15726495726495726,0.6,0.2,2.2,0.0,0.4,0.42000000000000004,0.0,0.0,0.0,60.0,12.0,0.05,0.18333333333333332,0.0,-0.172817801629814,0.2,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,
00-0033439,2019,Pharaoh Brown,TE,CLE,1,7,3,2,27,0,27,14,1,1.119176368869375,0,0,0,4.699999999999999,223,2011,232,158,517,4633,393,16,8.0,174.0,588.0,0.30222222222222217,134.0,182.0,55.0,107.0,1075.0,597.0,379.0,3.0,2.0,9.0,13.0,6.5,14.0,7.0,1.0,2.0,0.0,1.0,,,,,,,,,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.1191763688693754,0.013452914798206279,0.013426156141223273,0.005802707930367505,0.005827757392618174,0.0,0.0,0.4375,0.02957768149616571,1.0,9.0,0.6666666666666666,0.373058789623125,,13.5,0.29591836734693877,21.75,0.09212730318257957,0.28232189973614774,0.16930232558139535,0.42857142857142855,0.2857142857142857,3.857142857142857,0.0,3.857142857142857,0.6714285714285714,0.0,0.0,0.0,55.0,7.857142857142857,0.05454545454545454,0.4909090909090909,0.0,0.37305878962312516,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,
00-0033576,2019,Eric Saubert,TE,CHI,1,2,3,2,21,0,9,18,1,-1.565978838916637,0,0,0,4.1,68,489,71,56,566,4538,395,16,2.0,47.0,138.0,0.33999999999999997,22.0,49.0,27.0,19.0,1101.0,647.0,372.0,3.0,2.0,3.0,3.0,1.5,18.0,9.0,0.0,,1.0,1.0,,,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5659788389166351,0.04411764705882353,0.018404907975460124,0.00530035335689046,0.001983252534156016,0.0,0.0,0.125,0.07905990617105738,2.3333333333333335,3.0,0.6666666666666666,-0.5219929463055456,,10.5,0.34057971014492755,23.5,0.04173106646058733,0.051075268817204304,0.04450499545867393,1.5,1.0,10.5,0.0,4.5,2.05,0.0,0.0,0.0,27.0,13.5,0.1111111111111111,0.7777777777777778,0.3333333333333333,-0.521992946305545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
00-0033994,2019,Fred Brown,WR,DEN,1,6,3,2,21,0,34,0,1,0.024023602949455047,0,0,0,4.1,159,1213,171,150,481,3522,409,16,,,,,,106.0,42.0,52.0,1036.0,566.0,391.0,3.0,2.0,11.3,21.0,10.5,0.0,0.0,0.0,,1.0,1.0,,,,,,,,,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.02402360294945538,0.018867924528301886,0.028029678483099753,0.006237006237006237,0.009653605905735378,0.0,0.0,0.375,0.04792266173062266,0.6176470588235294,11.333333333333334,0.6666666666666666,0.008007867649818349,,10.5,,,0.07420494699646643,0.1329923273657289,0.10231660231660232,0.5,0.3333333333333333,3.5,0.0,5.666666666666667,0.6833333333333332,0.0,0.0,0.0,42.0,7.0,0.07142857142857142,0.5,0.3333333333333333,0.00800786764981846,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0
00-0034104,2019,Cam Sims,WR,WAS,1,3,3,2,27,0,35,8,1,1.995393570978192,0,0,0,4.7,104,807,110,66,464,3639,356,16,7.0,56.0,433.0,0.13142857142857142,63.0,57.0,37.0,17.0,965.0,548.0,343.0,3.0,2.0,11.7,19.0,9.5,8.0,4.0,0.0,,0.0,1.0,,,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9953935709781945,0.028846153846153848,0.04337050805452292,0.00646551724137931,0.009618026930475405,0.0,0.0,0.1875,0.0736285864073968,0.7714285714285715,11.666666666666666,0.6666666666666666,0.665131190326064,,13.5,0.12933025404157045,8.0,0.06751824817518248,0.04956268221574344,0.05906735751295337,1.0,0.6666666666666666,9.0,0.0,11.666666666666666,1.5666666666666667,0.0,0.0,0.0,37.0,12.333333333333334,0.08108108108108109,0.7297297297297297,0.0,0.6651311903260648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
00-0034256,2019,Da'Mari Scott,WR,NYG,1,5,3,2,22,0,19,14,2,1.107875081303064,1,5,0,4.7,180,1723,185,127,588,4889,362,16,5.0,51.0,329.0,0.152,33.0,52.0,24.0,26.0,1085.0,681.0,334.0,3.0,2.0,6.3,8.0,4.0,14.0,7.0,0.0,,1.0,2.0,,,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1078750813030638,0.016666666666666666,0.011027278003482298,0.00510204081632653,0.003886275311924729,0.007874015748031496,0.0027624309392265192,0.3125,0.03271909460243761,1.1578947368421053,6.333333333333333,0.6666666666666666,0.369291693767688,5.0,11.0,0.15501519756838905,10.2,0.03524229074889868,0.07784431137724551,0.047926267281105994,0.6,0.4,4.4,0.0,3.8,0.9400000000000001,0.2,1.0,0.0,24.0,4.8,0.125,0.9166666666666666,0.3333333333333333,0.36929169376768795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
00-0034267,2019,Jaleel Scott,WR,BAL,1,1,3,1,6,0,39,6,0,-1.35485864069778,0,0,0,1.6,20,135,21,44,424,3822,596,16,1.0,17.0,205.0,0.08333333333333333,2.0,18.0,5.0,12.0,1138.0,505.0,544.0,3.0,1.0,13.0,0.0,0.0,6.0,6.0,0.0,,0.0,,,,,,,,,,3.0,1.0,1.0,1.0,1.0,0.0,0.0,-1.3548586406977847,0.15,0.28888888888888886,0.007075471698113208,0.01020408163265306,0.0,0.0,0.0625,0.42722222222222217,0.15384615384615385,13.0,0.3333333333333333,-0.45161954689926004,,6.0,0.08292682926829269,17.0,0.009900990099009901,0.022058823529411766,0.015817223198594025,3.0,1.0,6.0,0.0,39.0,1.6,0.0,0.0,0.0,5.0,5.0,0.6,1.2,0.0,-0.4516195468992616,1.0,1.0,1.0,1.0,0.0,0.3333333333333333,0.3333333333333333,
00-0035259,2019,Trevon Wesco,TE,NYJ,1,6,3,2,47,0,8,40,2,3.41837112468784,1,2,0,6.9,171,1513,185,159,492,4213,383,16,16.0,214.0,1016.0,0.213125,79.0,219.0,55.0,139.0,1034.0,583.0,368.0,3.0,2.0,2.7,7.0,3.5,40.0,20.0,0.0,,0.0,2.0,,,,,,,,,3.0,1.0,1.0,1.0,0.0,1.0,1.0,3.4183711246878374,0.017543859649122806,0.005287508261731659,0.006097560975609756,0.0018988844054118206,0.006289308176100629,0.0026109660574412533,0.375,0.03001704525689637,5.875,2.6666666666666665,0.6666666666666666,1.1394570415626133,2.0,23.5,0.2106299212598425,13.375,0.09433962264150944,0.37771739130434784,0.21179883945841393,0.5,0.3333333333333333,7.833333333333333,0.0,1.3333333333333333,1.1500000000000001,0.16666666666666666,0.3333333333333333,0.0,55.0,9.166666666666666,0.05454545454545454,0.8545454545454545,0.0,1.1394570415626124,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.3333333333333333,1.0
00-0035374,2019,Michael Walker,WR,JAX,1,7,3,2,15,0,12,7,1,2.660991317825396,0,0,0,3.5,268,2094,282,137,563,4470,389,16,1.0,7.0,466.0,0.014285714285714287,154.0,11.0,8.0,0.0,1115.0,690.0,342.0,3.0,2.0,4.0,8.0,4.0,7.0,3.5,0.0,,0.0,1.0,,,,,,,,,3.0,0.0,0.0,0.0,0.0,1.0,0.0,2.660991317825392,0.011194029850746268,0.0057306590257879654,0.0053285968028419185,0.0026845637583892616,0.0,0.0,0.4375,0.02080250609417098,1.25,4.0,0.6666666666666666,0.8869971059417986,,7.5,0.015021459227467811,7.0,0.011594202898550725,0.0,0.009865470852017937,0.42857142857142855,0.2857142857142857,2.142857142857143,0.0,1.7142857142857142,0.5,0.0,0.0,0.0,8.0,1.1428571428571428,0.375,1.875,0.0,0.8869971059417973,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0
00-0035539,2019,Isaac Nauta,TE,DET,1,2,3,2,13,0,4,8,1,0.5289287269115451,0,0,0,3.3,81,621,83,40,550,5458,407,16,5.0,41.0,393.0,0.10333333333333333,82.0,44.0,11.0,29.0,2211.0,1286.0,755.0,3.0,2.0,1.3,5.0,2.5,8.0,4.0,0.0,,1.0,1.0,,,,,,,,,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5289287269115448,0.037037037037037035,0.00644122383252818,0.005454545454545455,0.0007328691828508611,0.0,0.0,0.125,0.06006441223832528,3.25,1.3333333333333333,0.6666666666666666,0.17630957563718172,,6.5,0.10432569974554708,8.2,0.008553654743390357,0.038410596026490065,0.01990049751243781,1.5,1.0,6.5,0.0,2.0,1.65,0.0,0.0,0.0,11.0,5.5,0.2727272727272727,1.1818181818181819,0.3333333333333333,0.1763095756371816,0.5,0.5,0.0,0.0,0.0,0.0,0.3333333333333333,
00-0035592,2019,Travis Fulgham,WR,DET,1,2,3,0,0,0,66,0,0,-2.645855489186943,0,0,0,0.0,52,528,54,46,550,5458,407,16,3.0,63.0,174.0,0.3666666666666667,26.0,64.0,36.0,24.0,1110.0,639.0,383.0,3.0,0.0,22.0,0.0,,0.0,,0.0,,0.0,,,,,,,,,,3.0,0.0,0.0,0.0,1.0,2.0,0.0,-2.6458554891869426,0.057692307692307696,0.125,0.005454545454545455,0.012092341517039208,0.0,0.0,0.125,0.17403846153846153,0.0,22.0,0.0,-0.881951829728981,,,0.3620689655172414,21.0,0.056338028169014086,0.06266318537859007,0.05765765765765766,1.5,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,36.0,18.0,0.08333333333333333,0.0,0.0,-0.8819518297289809,0.0,0.0,0.0,0.5,1.0,0.3333333333333333,0.0,0.0
00-0030443,2019,Levine Toilolo,TE,SF,1,3,2,2,10,0,-3,13,0,0.277028206910472,0,0,0,3.0,79,513,83,120,467,3126,498,16,13.0,191.0,895.0,0.21230769230769228,75.0,195.0,54.0,126.0,1092.0,529.0,470.0,2.0,2.0,-1.5,-3.0,-1.5,13.0,6.5,1.0,2.0,0.0,,,,,,,,,,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.27702820691047236,0.02531645569620253,-0.005847953216374269,0.004282655246252677,-0.0009596928982725527,0.0,0.0,0.1875,0.03388111629284181,-3.3333333333333335,-1.5,1.0,0.138514103455236,,5.0,0.21340782122905028,14.692307692307692,0.10207939508506617,0.2680851063829787,0.17857142857142858,0.6666666666666666,0.6666666666666666,3.3333333333333335,0.0,-1.0,1.0,0.0,0.0,0.0,54.0,18.0,0.037037037037037035,0.18518518518518517,0.0,0.13851410345523618,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.5,
00-0031060,2019,De'Anthony Thomas,WR,BAL,2,14,2,1,6,0,-1,3,0,-0.247660063789226,2,5,0,2.1,407,3996,423,421,424,3822,596,16,6.0,23.0,906.0,0.02642857142857143,222.0,24.0,13.0,7.0,2205.0,1130.0,884.0,2.0,1.0,-0.5,3.0,3.0,3.0,3.0,0.0,,1.0,0.0,,,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.24766006378922611,0.004914004914004914,-0.00025025025025025025,0.0047169811320754715,-0.00026164311878597594,0.004750593824228029,0.003355704697986577,0.875,0.007195832195832196,-6.0,-0.5,0.5,-0.123830031894613,2.5,6.0,0.025386313465783666,3.8333333333333335,0.011504424778761062,0.007918552036199095,0.010884353741496598,0.14285714285714285,0.07142857142857142,0.42857142857142855,0.0,-0.07142857142857142,0.15,0.14285714285714285,0.35714285714285715,0.0,13.0,0.9285714285714286,0.15384615384615385,0.46153846153846156,0.5,-0.12383003189461306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
00-0031167,2019,Scott Simonson,TE,NYG,1,3,2,2,11,0,8,3,1,1.0499671534635133,0,0,0,3.1,92,802,95,74,588,4889,362,16,5.0,72.0,315.0,0.22599999999999998,92.0,74.0,27.0,44.0,1085.0,681.0,334.0,2.0,2.0,4.0,8.0,4.0,3.0,1.5,0.0,,0.0,1.0,,,,,,,,,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0499671534635127,0.021739130434782608,0.00997506234413965,0.003401360544217687,0.0016363264471262017,0.0,0.0,0.1875,0.039591239293071664,1.375,4.0,1.0,0.5249835767317567,,5.5,0.22857142857142856,14.4,0.039647577092511016,0.1317365269461078,0.06820276497695853,0.6666666666666666,0.6666666666666666,3.6666666666666665,0.0,2.6666666666666665,1.0333333333333334,0.0,0.0,0.0,27.0,9.0,0.07407407407407407,0.4074074074074074,0.0,0.5249835767317563,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.5,0.0
00-0033386,2019,Cody Hollister,WR,TEN,1,3,2,2,13,0,10,3,0,0.18655621848302,0,0,0,3.3,73,702,76,88,428,3899,445,16,3.0,6.0,300.0,0.02,36.0,6.0,2.0,4.0,1029.0,529.0,408.0,2.0,2.0,5.0,10.0,5.0,3.0,1.5,0.0,,0.0,,,,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18655621848301962,0.0273972602739726,0.014245014245014245,0.004672897196261682,0.0025647601949217746,0.0,0.0,0.1875,0.051067400382468875,1.3,5.0,1.0,0.09327810924151,,6.5,0.02,2.0,0.003780718336483932,0.00980392156862745,0.0058309037900874635,0.6666666666666666,0.6666666666666666,4.333333333333333,0.0,3.3333333333333335,1.0999999999999999,0.0,0.0,0.0,2.0,0.6666666666666666,1.0,6.5,0.0,0.09327810924150981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
00-0033572,2019,Jamal Agnew,WR,DET,1,13,2,1,-2,0,29,1,0,-1.67469889903441,1,9,0,13.700000000000001,446,4555,460,326,550,5458,407,16,3.0,16.0,860.0,0.02230769230769231,169.0,17.0,6.0,9.0,2296.0,1316.0,811.0,2.0,1.0,14.5,-3.0,-3.0,1.0,1.0,0.0,,0.0,0.0,,,,,,,,,2.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.6746988990344107,0.004484304932735426,0.006366630076838639,0.0036363636363636364,0.005313301575668743,0.003067484662576687,0.002457002457002457,0.8125,0.011183098452890186,-0.06896551724137931,14.5,0.5,-0.837349449517205,9.0,-2.0,0.018604651162790697,5.333333333333333,0.004559270516717325,0.011097410604192354,0.007404181184668989,0.15384615384615385,0.07692307692307693,-0.15384615384615385,0.0,2.230769230769231,1.0538461538461539,0.07692307692307693,0.6923076923076923,0.0,6.0,0.46153846153846156,0.3333333333333333,-0.3333333333333333,0.0,-0.8373494495172054,0.0,0.0,0.0,0.07692307692307693,0.0,0.5,0.0,
00-0033696,2019,Sean Culkin,TE,LAC,1,3,2,1,12,0,19,0,1,0.7176385517814199,0,0,0,2.2,111,1093,113,76,576,5079,366,16,4.0,99.0,269.0,0.3575,35.0,101.0,53.0,42.0,1083.0,635.0,360.0,2.0,1.0,9.5,12.0,12.0,0.0,0.0,0.0,,1.0,1.0,,,,,,,,,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7176385517814197,0.018018018018018018,0.01738334858188472,0.003472222222222222,0.003740893876747391,0.0,0.0,0.1875,0.03919537103434633,0.631578947368421,9.5,0.5,0.35881927589070994,,12.0,0.3680297397769517,24.75,0.08346456692913386,0.11666666666666667,0.09325946445060018,0.6666666666666666,0.3333333333333333,4.0,0.0,6.333333333333333,0.7333333333333334,0.0,0.0,0.0,53.0,17.666666666666668,0.03773584905660377,0.22641509433962265,0.5,0.35881927589070983,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.5,
