gsis_id,season,name,position,games,targets,receptions,rec_yards,carries,rush_yards,ppr,ppg,touches,birth_date,rookie_season,draft_year,draft_round,draft_pick,display_name,age,exp,imputed_targets
00-0034827,2023,DJ Moore,WR,17,136,96,1364,4,21,286.5,16.852941176470587,140,1997-04-14,2018,2018.0,1.0,24.0,DJ Moore,26.38193018480493,5,False
00-0034827,2024,DJ Moore,WR,17,140,98,966,14,75,238.1,14.005882352941176,154,1997-04-14,2018,2018.0,1.0,24.0,DJ Moore,27.38398357289528,6,False
00-0034827,2025,DJ Moore,WR,17,85,50,682,15,79,172.18,10.128235294117648,100,1997-04-14,2018,2018.0,1.0,24.0,DJ Moore,28.383299110198493,7,False
00-0034837,2018,Calvin Ridley,WR,16,92,64,821,6,27,206.8,12.925,98,1994-12-20,2018,2018.0,1.0,26.0,Calvin Ridley,23.698836413415467,0,False
00-0034837,2019,Calvin Ridley,WR,13,93,63,866,2,34,197.0,15.153846153846152,95,1994-12-20,2018,2018.0,1.0,26.0,Calvin Ridley,24.698151950718685,1,False
00-0034837,2020,Calvin Ridley,WR,15,143,90,1374,5,1,281.5,18.766666666666666,148,1994-12-20,2018,2018.0,1.0,26.0,Calvin Ridley,25.700205338809035,2,False
00-0034837,2021,Calvin Ridley,WR,5,52,31,281,0,0,71.1,14.22,52,1994-12-20,2018,2018.0,1.0,26.0,Calvin Ridley,26.699520876112253,3,False
00-0034837,2023,Calvin Ridley,WR,17,136,76,1016,9,23,229.9,13.523529411764706,145,1994-12-20,2018,2018.0,1.0,26.0,Calvin Ridley,28.698151950718685,5,False
00-0034837,2024,Calvin Ridley,WR,17,120,64,1017,8,55,199.2,11.71764705882353,128,1994-12-20,2018,2018.0,1.0,26.0,Calvin Ridley,29.700205338809035,6,False
00-0034837,2025,Calvin Ridley,WR,7,36,17,303,0,0,47.3,6.757142857142857,36,1994-12-20,2018,2018.0,1.0,26.0,Calvin Ridley,30.699520876112253,7,False
00-0034838,2018,Royce Freeman,RB,14,20,14,72,130,521,101.3,7.235714285714286,150,1996-02-24,2018,2018.0,3.0,71.0,Royce Freeman,22.518822724161534,0,False
00-0034838,2019,Royce Freeman,RB,16,50,43,256,132,496,142.2,8.8875,182,1996-02-24,2018,2018.0,3.0,71.0,Royce Freeman,23.51813826146475,1,False
00-0034838,2020,Royce Freeman,RB,11,13,12,81,35,170,37.1,3.372727272727273,48,1996-02-24,2018,2018.0,3.0,71.0,Royce Freeman,24.520191649555095,2,False
00-0034838,2021,Royce Freeman,RB,12,16,10,77,56,169,34.6,2.8833333333333333,72,1996-02-24,2018,2018.0,3.0,71.0,Royce Freeman,25.519507186858316,3,False
00-0034838,2022,Royce Freeman,RB,4,8,6,33,41,117,19.0,4.75,49,1996-02-24,2018,2018.0,3.0,71.0,Royce Freeman,26.518822724161534,4,False
00-0034838,2023,Royce Freeman,RB,11,2,1,13,77,319,46.2,4.2,79,1996-02-24,2018,2018.0,3.0,71.0,Royce Freeman,27.51813826146475,5,False
00-0034844,2018,Saquon Barkley,RB,16,121,91,721,261,1307,385.8,24.1125,382,1997-02-09,2018,2018.0,1.0,2.0,Saquon Barkley,21.557837097878167,0,False
00-0034844,2019,Saquon Barkley,RB,13,73,52,438,217,1003,244.1,18.776923076923076,290,1997-02-09,2018,2018.0,1.0,2.0,Saquon Barkley,22.55715263518138,1,False
00-0034844,2020,Saquon Barkley,RB,2,9,6,60,19,34,15.4,7.699999999999999,28,1997-02-09,2018,2018.0,1.0,2.0,Saquon Barkley,23.55920602327173,2,False
00-0034844,2021,Saquon Barkley,RB,13,57,41,263,162,593,148.6,11.430769230769233,219,1997-02-09,2018,2018.0,1.0,2.0,Saquon Barkley,24.55852156057495,3,False
00-0034844,2022,Saquon Barkley,RB,16,76,57,338,295,1312,284.0,17.75,371,1997-02-09,2018,2018.0,1.0,2.0,Saquon Barkley,25.557837097878167,4,False
00-0034844,2023,Saquon Barkley,RB,14,60,41,280,247,962,223.2,15.94285714285714,307,1997-02-09,2018,2018.0,1.0,2.0,Saquon Barkley,26.55715263518138,5,False
00-0034844,2024,Saquon Barkley,RB,16,43,33,278,345,2005,355.3,22.20625,388,1997-02-09,2018,2018.0,1.0,2.0,Saquon Barkley,27.55920602327173,6,False
00-0034844,2025,Saquon Barkley,RB,16,50,37,273,280,1140,232.3,14.51875,330,1997-02-09,2018,2018.0,1.0,2.0,Saquon Barkley,28.55852156057495,7,False
00-0034845,2018,Sony Michel,RB,13,11,7,50,209,931,139.1,10.7,220,1995-02-17,2018,2018.0,1.0,31.0,Sony Michel,23.53730321697467,0,False
00-0034845,2019,Sony Michel,RB,16,20,12,94,247,912,152.6,9.5375,267,1995-02-17,2018,2018.0,1.0,31.0,Sony Michel,24.536618754277892,1,False
00-0034845,2020,Sony Michel,RB,8,9,7,114,79,449,75.30000000000001,9.4125,88,1995-02-17,2018,2018.0,1.0,31.0,Sony Michel,25.53867214236824,2,False
00-0034845,2021,Sony Michel,RB,17,33,21,128,208,845,146.3,8.605882352941178,241,1995-02-17,2018,2018.0,1.0,31.0,Sony Michel,26.537987679671456,3,False
00-0034845,2022,Sony Michel,RB,10,13,9,53,36,106,24.9,2.49,49,1995-02-17,2018,2018.0,1.0,31.0,Sony Michel,27.53730321697467,4,False
00-0034854,2018,KhaDarel Hodge,WR,6,3,2,17,0,0,3.7,0.6166666666666667,3,1994-01-03,2018,,,,KhaDarel Hodge,24.65982203969884,0,False
00-0034854,2019,KhaDarel Hodge,WR,12,10,4,76,0,0,11.6,0.9666666666666668,10,1994-01-03,2018,,,,KhaDarel Hodge,25.659137577002053,1,False
00-0034854,2020,KhaDarel Hodge,WR,7,17,11,180,0,0,29.0,4.142857142857143,17,1994-01-03,2018,,,,KhaDarel Hodge,26.6611909650924,2,False
00-0034854,2021,KhaDarel Hodge,WR,12,27,13,157,0,0,30.7,2.558333333333333,27,1994-01-03,2018,,,,KhaDarel Hodge,27.66050650239562,3,False
00-0034854,2022,KhaDarel Hodge,WR,13,20,13,202,0,0,41.2,3.1692307692307695,20,1994-01-03,2018,,,,KhaDarel Hodge,28.65982203969884,4,False
00-0034854,2023,KhaDarel Hodge,WR,14,23,14,232,1,0,37.2,2.6571428571428575,24,1994-01-03,2018,,,,KhaDarel Hodge,29.659137577002053,5,False
00-0034854,2024,KhaDarel Hodge,WR,10,12,7,131,0,0,26.1,2.61,12,1994-01-03,2018,,,,KhaDarel Hodge,30.6611909650924,6,False
00-0034854,2025,KhaDarel Hodge,WR,8,10,3,31,0,0,6.1,0.7625,10,1994-01-03,2018,,,,KhaDarel Hodge,31.66050650239562,7,False
00-0034860,2018,Dante Pettis,WR,12,45,27,467,1,-2,103.5,8.625,46,1995-10-23,2018,2018.0,2.0,44.0,Dante Pettis,22.85831622176591,0,False
00-0034860,2019,Dante Pettis,WR,9,24,11,109,0,0,34.54,3.8377777777777777,24,1995-10-23,2018,2018.0,2.0,44.0,Dante Pettis,23.857631759069132,1,False
00-0034860,2020,Dante Pettis,WR,6,6,4,76,0,0,17.6,2.9333333333333336,6,1995-10-23,2018,2018.0,2.0,44.0,Dante Pettis,24.85968514715948,2,False
00-0034860,2021,Dante Pettis,WR,3,16,10,87,0,0,25.34,8.446666666666667,16,1995-10-23,2018,2018.0,2.0,44.0,Dante Pettis,25.859000684462696,3,False
00-0034860,2022,Dante Pettis,WR,17,41,19,245,2,37,65.2,3.835294117647059,43,1995-10-23,2018,2018.0,2.0,44.0,Dante Pettis,26.85831622176591,4,False
00-0034860,2024,Dante Pettis,WR,8,28,12,120,0,0,32.0,4.0,28,1995-10-23,2018,2018.0,2.0,44.0,Dante Pettis,28.85968514715948,6,False
00-0034860,2025,Dante Pettis,WR,8,11,9,127,0,0,19.7,2.4625,11,1995-10-23,2018,2018.0,2.0,44.0,Dante Pettis,29.859000684462696,7,False
00-0034867,2018,Malik Turner,WR,3,3,2,20,0,0,4.0,1.3333333333333333,3,1996-01-30,2018,,,,Malik Turner,22.587268993839835,0,False
00-0034867,2019,Malik Turner,WR,11,22,15,245,0,0,45.5,4.136363636363637,22,1996-01-30,2018,,,,Malik Turner,23.586584531143053,1,False
00-0034867,2020,Malik Turner,WR,1,0,0,0,0,0,0.0,0.0,0,1996-01-30,2018,,,,Malik Turner,24.588637919233403,2,False
00-0034867,2021,Malik Turner,WR,7,16,12,149,0,0,44.9,6.414285714285714,16,1996-01-30,2018,,,,Malik Turner,25.587953456536617,3,False
00-0034867,2022,Malik Turner,WR,2,0,0,0,0,0,0.0,0.0,0,1996-01-30,2018,,,,Malik Turner,26.587268993839835,4,False
00-0034867,2025,Malik Turner,WR,2,1,0,0,0,0,0.0,0.0,1,1996-01-30,2018,,,,Malik Turner,29.587953456536617,7,False
00-0034922,2019,Ishmael Hyman,WR,2,4,2,34,0,0,5.3999999999999995,2.6999999999999997,4,1995-08-23,2019,,,,Ishmael Hyman,24.024640657084188,0,False
00-0034928,2019,Steven Sims,WR,16,56,34,310,9,85,109.5,6.84375,65,1997-03-31,2019,,,,Steven Sims,22.420260095824776,0,False
00-0034928,2020,Steven Sims,WR,12,37,27,265,1,18,61.3,5.108333333333333,38,1997-03-31,2019,,,,Steven Sims,23.42231348391513,1,False
00-0034928,2022,Steven Sims,WR,12,23,14,104,13,70,31.4,2.6166666666666667,36,1997-03-31,2019,,,,Steven Sims,25.42094455852156,3,False
00-0034928,2023,Steven Sims,WR,3,3,3,25,1,1,5.6,1.8666666666666665,4,1997-03-31,2019,,,,Steven Sims,26.420260095824776,4,False
00-0034928,2024,Steven Sims,WR,9,0,0,0,1,0,0.0,0.0,1,1997-03-31,2019,,,,Steven Sims,27.42231348391513,5,False
00-0034928,2025,Steven Sims,WR,3,1,0,0,0,0,0.0,0.0,1,1997-03-31,2019,,,,Steven Sims,28.421629021218344,6,False
00-0034930,2021,Trinity Benson,WR,7,22,10,103,0,0,20.3,2.9,22,1997-01-16,2019,,,,Trinity Benson,24.62422997946612,2,False
00-0034930,2022,Trinity Benson,WR,1,0,0,0,0,0,0.0,0.0,0,1997-01-16,2019,,,,Trinity Benson,25.623545516769337,3,False
00-0034960,2019,Jakobi Meyers,WR,11,41,26,359,0,0,61.9,5.627272727272727,41,1996-11-09,2019,,,,Jakobi Meyers,22.809034907597535,0,False
00-0034960,2020,Jakobi Meyers,WR,12,81,59,729,2,9,142.52,11.876666666666669,83,1996-11-09,2019,,,,Jakobi Meyers,23.811088295687885,1,False
00-0034960,2021,Jakobi Meyers,WR,16,126,83,866,1,9,186.3,11.64375,127,1996-11-09,2019,,,,Jakobi Meyers,24.810403832991103,2,False
00-0034960,2022,Jakobi Meyers,WR,14,96,67,804,2,-11,182.3,13.021428571428572,98,1996-11-09,2019,,,,Jakobi Meyers,25.809719370294317,3,False
00-0034960,2023,Jakobi Meyers,WR,16,106,71,807,4,24,218.58,13.66125,110,1996-11-09,2019,,,,Jakobi Meyers,26.809034907597535,4,False
00-0034960,2024,Jakobi Meyers,WR,15,129,87,1027,2,23,218.0,14.533333333333331,131,1996-11-09,2019,,,,Jakobi Meyers,27.811088295687885,5,False
00-0034960,2025,Jakobi Meyers,WR,16,110,75,835,5,13,175.8,10.9875,115,1996-11-09,2019,,,,Jakobi Meyers,28.810403832991103,6,False
00-0034972,2019,Alexander Mattison,RB,13,12,10,82,100,462,68.4,5.261538461538462,112,1998-06-19,2019,2019.0,3.0,102.0,Alexander Mattison,21.201916495550993,0,False
00-0034972,2020,Alexander Mattison,RB,13,15,13,125,96,434,86.9,6.684615384615385,111,1998-06-19,2019,2019.0,3.0,102.0,Alexander Mattison,22.203969883641346,1,False
00-0034972,2021,Alexander Mattison,RB,16,39,32,228,134,491,125.9,7.86875,173,1998-06-19,2019,2019.0,3.0,102.0,Alexander Mattison,23.20328542094456,2,False
00-0034972,2022,Alexander Mattison,RB,17,18,15,91,74,283,88.4,5.2,92,1998-06-19,2019,2019.0,3.0,102.0,Alexander Mattison,24.202600958247775,3,False
00-0034972,2023,Alexander Mattison,RB,16,44,30,192,180,700,133.20000000000002,8.325000000000001,224,1998-06-19,2019,2019.0,3.0,102.0,Alexander Mattison,25.201916495550993,4,False
00-0034972,2024,Alexander Mattison,RB,14,48,36,294,132,420,137.4,9.814285714285717,180,1998-06-19,2019,2019.0,3.0,102.0,Alexander Mattison,26.203969883641346,5,False
00-0034975,2019,Justice Hill,RB,16,15,8,70,58,225,49.5,3.09375,73,1997-11-14,2019,2019.0,4.0,113.0,Justice Hill,21.796030116358654,0,False
00-0034975,2020,Justice Hill,RB,11,5,5,20,12,60,13.0,1.181818181818182,17,1997-11-14,2019,2019.0,4.0,113.0,Justice Hill,22.798083504449007,1,False
00-0034975,2022,Justice Hill,RB,15,12,12,58,49,262,42.0,2.8,61,1997-11-14,2019,2019.0,4.0,113.0,Justice Hill,24.79671457905544,3,False
00-0034975,2023,Justice Hill,RB,16,39,28,206,84,387,109.3,6.83125,123,1997-11-14,2019,2019.0,4.0,113.0,Justice Hill,25.796030116358654,4,False
00-0034975,2024,Justice Hill,RB,15,51,42,383,47,228,127.1,8.473333333333334,98,1997-11-14,2019,2019.0,4.0,113.0,Justice Hill,26.798083504449007,5,False
00-0034975,2025,Justice Hill,RB,10,27,21,169,18,93,65.2,6.5200000000000005,45,1997-11-14,2019,2019.0,4.0,113.0,Justice Hill,27.797399041752225,6,False
00-0034983,2019,Hunter Renfrow,WR,13,71,49,605,0,0,133.5,10.26923076923077,71,1995-12-21,2019,2019.0,5.0,149.0,Hunter Renfrow,23.696098562628336,0,False
00-0034983,2020,Hunter Renfrow,WR,16,77,56,656,0,0,131.6,8.225,77,1995-12-21,2019,2019.0,5.0,149.0,Hunter Renfrow,24.698151950718685,1,False
00-0034983,2021,Hunter Renfrow,WR,17,128,103,1038,3,3,259.1,15.241176470588236,131,1995-12-21,2019,2019.0,5.0,149.0,Hunter Renfrow,25.697467488021903,2,False
00-0034983,2022,Hunter Renfrow,WR,10,50,36,330,0,0,79.0,7.9,50,1995-12-21,2019,2019.0,5.0,149.0,Hunter Renfrow,26.69678302532512,3,False
00-0034983,2023,Hunter Renfrow,WR,14,37,25,255,0,0,48.5,3.4642857142857144,37,1995-12-21,2019,2019.0,5.0,149.0,Hunter Renfrow,27.696098562628336,4,False
00-0034983,2025,Hunter Renfrow,WR,6,26,15,89,0,0,35.900000000000006,5.983333333333334,26,1995-12-21,2019,2019.0,5.0,149.0,Hunter Renfrow,29.697467488021903,6,False
00-0034995,2019,Dexter Williams,RB,2,0,0,0,5,11,1.1,0.55,5,1997-01-06,2019,2019.0,6.0,194.0,Dexter Williams,22.650239561943874,0,False
00-0034995,2020,Dexter Williams,RB,1,0,0,0,2,8,0.8,0.8,2,1997-01-06,2019,2019.0,6.0,194.0,Dexter Williams,23.652292950034223,1,False
00-0035006,2019,Bisi Johnson,WR,13,45,31,294,1,6,79.0,6.076923076923077,46,1997-03-17,2019,2019.0,7.0,247.0,Bisi Johnson,22.458590006844627,0,False
00-0035006,2020,Bisi Johnson,WR,9,19,14,189,0,0,34.9,3.8777777777777778,19,1997-03-17,2019,2019.0,7.0,247.0,Bisi Johnson,23.460643394934976,1,False
00-0035013,2019,Jon Hilliman,RB,3,4,3,1,30,91,8.2,2.733333333333333,34,1995-11-14,2019,,,,Jon Hilliman,23.797399041752225,0,False
00-0035021,2019,Ashton Dulin,WR,8,2,2,17,0,0,3.7,0.4624999999999999,2,1997-05-15,2019,,,,Ashton Dulin,22.29705681040383,0,False
00-0035021,2020,Ashton Dulin,WR,10,6,3,53,2,11,9.4,0.94,8,1997-05-15,2019,,,,Ashton Dulin,23.299110198494184,1,False
00-0035021,2021,Ashton Dulin,WR,16,22,13,173,3,32,45.5,2.84375,25,1997-05-15,2019,,,,Ashton Dulin,24.2984257357974,2,False
00-0035021,2022,Ashton Dulin,WR,10,22,15,207,2,8,42.5,4.25,24,1997-05-15,2019,,,,Ashton Dulin,25.297741273100616,3,False
00-0035021,2024,Ashton Dulin,WR,13,8,2,67,5,45,19.2,1.4769230769230768,13,1997-05-15,2019,,,,Ashton Dulin,27.299110198494184,5,False
00-0035021,2025,Ashton Dulin,WR,12,10,5,106,3,44,20.0,1.6666666666666667,13,1997-05-15,2019,,,,Ashton Dulin,28.2984257357974,6,False
00-0035022,2020,Penny Hart,WR,5,1,1,3,1,19,3.2,0.64,2,1996-07-05,2019,,,,Penny Hart,24.15879534565366,1,False
00-0035022,2021,Penny Hart,WR,11,12,7,59,0,0,12.9,1.1727272727272728,12,1996-07-05,2019,,,,Penny Hart,25.15811088295688,2,False
00-0035022,2022,Penny Hart,WR,4,4,3,20,0,0,5.0,1.25,4,1996-07-05,2019,,,,Penny Hart,26.157426420260094,3,False
00-0035045,2021,D.J. Montgomery,WR,2,6,3,36,0,0,6.6,3.3,6,1996-11-17,2019,,,,D.J. Montgomery,24.78850102669405,2,False
00-0035045,2023,D.J. Montgomery,WR,2,8,3,56,0,0,14.6,7.300000000000001,8,1996-11-17,2019,,,,D.J. Montgomery,26.78713210130048,4,False
00-0035101,2021,Davion Davis,WR,2,3,1,17,0,0,2.7,1.35,3,1996-10-23,2019,,,,Davion Davis,24.856947296372347,2,False
00-0035104,2019,Alexander Hollins,WR,2,4,2,46,0,0,6.6,3.3,4,1996-11-24,2019,,,,Alexander Hollins,22.767967145790553,0,False
00-0035120,2019,Keelan Doss,WR,6,14,11,133,0,0,24.3,4.05,14,1996-03-21,2019,,,,Keelan Doss,23.446954140999317,0,False
00-0035120,2023,Keelan Doss,WR,2,13,6,33,0,0,9.3,4.65,13,1996-03-21,2019,,,,Keelan Doss,27.446954140999317,4,False
00-0035126,2021,Antoine Wesley,WR,8,32,19,208,0,0,57.8,7.225,32,1997-10-22,2019,,,,Antoine Wesley,23.860369609856264,2,False
00-0035140,2019,Mecole Hardman,WR,16,41,26,538,4,17,123.5,7.71875,45,1998-03-12,2019,2019.0,2.0,56.0,Mecole Hardman,21.472963723477072,0,False
00-0035140,2020,Mecole Hardman,WR,16,62,41,560,4,31,130.1,8.13125,66,1998-03-12,2019,2019.0,2.0,56.0,Mecole Hardman,22.47501711156742,1,False
00-0035140,2021,Mecole Hardman,WR,17,83,59,693,8,46,140.9,8.288235294117648,91,1998-03-12,2019,2019.0,2.0,56.0,Mecole Hardman,23.474332648870636,2,False
00-0035140,2022,Mecole Hardman,WR,8,34,25,297,4,31,93.8,11.725,38,1998-03-12,2019,2019.0,2.0,56.0,Mecole Hardman,24.473648186173858,3,False
00-0035140,2023,Mecole Hardman,WR,7,24,15,124,1,3,27.7,3.957142857142857,25,1998-03-12,2019,2019.0,2.0,56.0,Mecole Hardman,25.472963723477072,4,False
00-0035140,2024,Mecole Hardman,WR,12,14,12,90,5,62,33.2,2.766666666666667,19,1998-03-12,2019,2019.0,2.0,56.0,Mecole Hardman,26.47501711156742,5,False
00-0035140,2025,Mecole Hardman,WR,2,1,0,0,0,0,0.0,0.0,1,1998-03-12,2019,2019.0,2.0,56.0,Mecole Hardman,27.474332648870636,6,False
00-0035148,2019,Darwin Thompson,RB,10,10,9,43,37,128,32.1,3.21,47,1997-02-12,2019,2019.0,6.0,214.0,Darwin Thompson,22.548939082819988,0,False
00-0035148,2020,Darwin Thompson,RB,5,11,7,65,27,97,33.2,6.640000000000001,38,1997-02-12,2019,2019.0,6.0,214.0,Darwin Thompson,23.550992470910337,1,False
00-0035164,2021,Cody Thompson,WR,2,0,0,0,0,0,0.0,0.0,0,1996-01-11,2019,,,,Cody Thompson,25.639972621492127,2,False
00-0035164,2023,Cody Thompson,WR,2,1,1,10,0,0,2.0,1.0,1,1996-01-11,2019,,,,Cody Thompson,27.638603696098563,4,False
00-0035164,2024,Cody Thompson,WR,1,0,0,0,0,0,0.0,0.0,0,1996-01-11,2019,,,,Cody Thompson,28.640657084188913,5,False
00-0035181,2019,Darrius Shepherd,WR,6,2,1,1,0,0,1.1,0.1833333333333333,2,1995-11-01,2019,,,,Darrius Shepherd,23.83299110198494,0,False
00-0035181,2020,Darrius Shepherd,WR,8,8,5,46,0,0,9.6,1.2,8,1995-11-01,2019,,,,Darrius Shepherd,24.83504449007529,1,False
00-0035184,2019,Devine Ozigbo,RB,3,5,3,23,9,27,8.0,2.6666666666666665,14,1996-10-02,2019,,,,Devine Ozigbo,22.913073237508556,0,False
00-0035184,2020,Devine Ozigbo,RB,6,9,9,42,1,1,13.3,2.216666666666667,10,1996-10-02,2019,,,,Devine Ozigbo,23.915126625598905,1,False
00-0035184,2021,Devine Ozigbo,RB,1,1,1,7,1,-3,1.4,1.4,2,1996-10-02,2019,,,,Devine Ozigbo,24.914442162902123,2,False
00-0035184,2022,Devine Ozigbo,RB,3,1,1,3,3,4,1.7,0.5666666666666667,4,1996-10-02,2019,,,,Devine Ozigbo,25.913757700205338,3,False
00-0035184,2023,Devine Ozigbo,RB,1,1,1,8,3,5,2.3,2.3,4,1996-10-02,2019,,,,Devine Ozigbo,26.913073237508556,4,False
00-0035187,2020,Austin Walter,RB,3,1,1,27,1,3,4.0,1.3333333333333333,2,1996-08-17,2019,,,,Austin Walter,24.041067761806985,1,False
00-0035187,2021,Austin Walter,RB,4,3,2,9,26,101,19.0,4.75,29,1996-08-17,2019,,,,Austin Walter,25.0403832991102,2,False
00-0035208,2019,Olamide Zaccheaus,WR,6,5,3,115,0,0,20.5,3.4166666666666665,5,1997-07-23,2019,,,,Olamide Zaccheaus,22.10814510609172,0,False
00-0035208,2020,Olamide Zaccheaus,WR,10,32,20,274,1,0,53.400000000000006,5.340000000000001,33,1997-07-23,2019,,,,Olamide Zaccheaus,23.110198494182068,1,False
00-0035208,2021,Olamide Zaccheaus,WR,15,53,31,406,1,2,89.8,5.986666666666666,54,1997-07-23,2019,,,,Olamide Zaccheaus,24.109514031485283,2,False
00-0035208,2022,Olamide Zaccheaus,WR,16,61,40,533,2,7,110.0,6.875,63,1997-07-23,2019,,,,Olamide Zaccheaus,25.1088295687885,3,False
00-0035208,2023,Olamide Zaccheaus,WR,11,20,10,164,0,0,38.4,3.4909090909090907,20,1997-07-23,2019,,,,Olamide Zaccheaus,26.10814510609172,4,False
00-0035208,2024,Olamide Zaccheaus,WR,16,64,45,506,1,8,114.4,7.15,65,1997-07-23,2019,,,,Olamide Zaccheaus,27.110198494182068,5,False
00-0035208,2025,Olamide Zaccheaus,WR,14,65,39,313,4,25,84.8,6.057142857142857,69,1997-07-23,2019,,,,Olamide Zaccheaus,28.109514031485283,6,False
00-0035215,2019,Deonte Harty,WR,14,6,6,24,4,31,17.5,1.25,10,1997-12-04,2019,,,,Deonte Harty,21.741273100616016,0,False
00-0035215,2020,Deonte Harty,WR,9,25,20,186,6,51,49.7,5.522222222222222,31,1997-12-04,2019,,,,Deonte Harty,22.74332648870637,1,False
00-0035215,2021,Deonte Harty,WR,13,59,36,570,5,41,115.1,8.853846153846153,64,1997-12-04,2019,,,,Deonte Harty,23.742642026009584,2,False
00-0035215,2022,Deonte Harty,WR,4,2,2,13,0,0,3.3,0.825,2,1997-12-04,2019,,,,Deonte Harty,24.7419575633128,3,False
00-0035215,2023,Deonte Harty,WR,16,21,15,150,4,0,42.0,2.625,25,1997-12-04,2019,,,,Deonte Harty,25.741273100616016,4,False
00-0035215,2024,Deonte Harty,WR,5,0,0,0,0,0,0.0,0.0,0,1997-12-04,2019,,,,Deonte Harty,26.74332648870637,5,False
00-0035216,2019,Diontae Johnson,WR,16,92,59,680,4,41,165.1,10.31875,96,1996-07-05,2019,2019.0,3.0,66.0,Diontae Johnson,23.156741957563312,0,False
00-0035216,2020,Diontae Johnson,WR,15,144,88,923,3,15,223.8,14.92,147,1996-07-05,2019,2019.0,3.0,66.0,Diontae Johnson,24.15879534565366,1,False
00-0035216,2021,Diontae Johnson,WR,16,169,107,1161,5,53,274.4,17.15,174,1996-07-05,2019,2019.0,3.0,66.0,Diontae Johnson,25.15811088295688,2,False
00-0035216,2022,Diontae Johnson,WR,17,147,86,882,7,25,180.7,10.629411764705882,154,1996-07-05,2019,2019.0,3.0,66.0,Diontae Johnson,26.157426420260094,3,False
00-0035216,2023,Diontae Johnson,WR,13,87,51,717,0,0,152.7,11.746153846153844,87,1996-07-05,2019,2019.0,3.0,66.0,Diontae Johnson,27.156741957563312,4,False
00-0035216,2024,Diontae Johnson,WR,11,67,33,375,2,6,89.10000000000001,8.100000000000001,69,1996-07-05,2019,2019.0,3.0,66.0,Diontae Johnson,28.15879534565366,5,False
00-0035217,2019,Benny Snell,RB,11,4,3,23,108,426,57.9,5.263636363636364,112,1998-02-27,2019,2019.0,4.0,122.0,Benny Snell,21.508555783709788,0,False
00-0035217,2020,Benny Snell,RB,15,14,10,61,111,368,74.9,4.993333333333334,125,1998-02-27,2019,2019.0,4.0,122.0,Benny Snell,22.510609171800137,1,False
00-0035217,2021,Benny Snell,RB,16,4,2,13,36,98,13.1,0.8187500000000001,40,1998-02-27,2019,2019.0,4.0,122.0,Benny Snell,23.509924709103355,2,False
00-0035217,2022,Benny Snell,RB,9,2,2,17,20,90,18.7,2.0777777777777775,22,1998-02-27,2019,2019.0,4.0,122.0,Benny Snell,24.50924024640657,3,False
00-0035218,2021,Sutton Smith,RB,1,0,0,0,0,0,0.0,0.0,0,1996-03-22,2019,2019.0,6.0,175.0,Sutton Smith,25.44558521560575,2,False
00-0035243,2019,Miles Sanders,RB,16,63,50,509,179,818,218.7,13.66875,242,1997-05-01,2019,2019.0,2.0,53.0,Miles Sanders,22.33538672142368,0,False
00-0035243,2020,Miles Sanders,RB,12,52,28,197,164,867,170.4,14.2,216,1997-05-01,2019,2019.0,2.0,53.0,Miles Sanders,23.33744010951403,1,False
00-0035243,2021,Miles Sanders,RB,12,34,26,158,137,754,117.2,9.766666666666667,171,1997-05-01,2019,2019.0,2.0,53.0,Miles Sanders,24.33675564681725,2,False
00-0035243,2022,Miles Sanders,RB,17,26,20,78,259,1269,216.7,12.747058823529413,285,1997-05-01,2019,2019.0,2.0,53.0,Miles Sanders,25.336071184120467,3,False
00-0035243,2023,Miles Sanders,RB,16,41,27,154,129,432,87.6,5.475,170,1997-05-01,2019,2019.0,2.0,53.0,Miles Sanders,26.33538672142368,4,False
00-0035243,2024,Miles Sanders,RB,11,30,24,148,55,205,77.3,7.027272727272727,85,1997-05-01,2019,2019.0,2.0,53.0,Miles Sanders,27.33744010951403,5,False
00-0035243,2025,Miles Sanders,RB,4,8,8,30,20,117,26.700000000000003,6.675000000000001,28,1997-05-01,2019,2019.0,2.0,53.0,Miles Sanders,28.33675564681725,6,False
00-0035246,2019,J.J. Arcega-Whiteside,WR,9,22,10,169,0,0,32.9,3.655555555555555,22,1996-12-31,2019,2019.0,2.0,57.0,J.J. Arcega-Whiteside,22.666666666666668,0,False
00-0035246,2020,J.J. Arcega-Whiteside,WR,5,8,4,85,0,0,14.5,2.9,8,1996-12-31,2019,2019.0,2.0,57.0,J.J. Arcega-Whiteside,23.668720054757017,1,False
00-0035246,2021,J.J. Arcega-Whiteside,WR,7,5,2,36,0,0,5.6,0.7999999999999999,5,1996-12-31,2019,2019.0,2.0,57.0,J.J. Arcega-Whiteside,24.66803559206023,2,False
00-0035250,2019,Devin Singletary,RB,12,41,29,194,151,775,147.9,12.325,192,1997-09-03,2019,2019.0,3.0,74.0,Devin Singletary,21.99315537303217,0,False
00-0035250,2020,Devin Singletary,RB,16,50,38,269,156,687,143.6,8.975,206,1997-09-03,2019,2019.0,3.0,74.0,Devin Singletary,22.99520876112252,1,False
00-0035250,2021,Devin Singletary,RB,17,50,40,228,188,870,197.8,11.63529411764706,238,1997-09-03,2019,2019.0,3.0,74.0,Devin Singletary,23.994524298425738,2,False
