player_id,name,position,team,adp,adp_formatted,times_drafted,high,low,stdev,bye,pulled_meta
2860,Saquon Barkley,RB,PHI,19.7,2.08,2569,11,31,3.3,10,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 7658, ""start_date"": ""2026-08-17"", ""end_date"": ""2026-08-24""}"
5544,Chris Olave,WR,NO,20.1,2.08,534,10,33,3.6,8,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 7658, ""start_date"": ""2026-08-17"", ""end_date"": ""2026-08-24""}"
5576,George Pickens,WR,DAL,20.3,2.08,690,12,29,3.0,14,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 7658, ""start_date"": ""2026-08-17"", ""end_date"": ""2026-08-24""}"
5207,Nico Collins,WR,HOU,21.0,2.09,789,13,32,2.9,8,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 7658, ""start_date"": ""2026-08-17"", ""end_date"": ""2026-08-24""}"
5625,Kenneth Walker,RB,KC,22.1,2.10,2413,11,34,4.1,5,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 7658, ""start_date"": ""2026-08-17"", ""end_date"": ""2026-08-24""}"
6538,Omarion Hampton,RB,LAC,23.3,2.11,2249,12,37,4.3,7,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 7658, ""start_date"": ""2026-08-17"", ""end_date"": ""2026-08-24""}"
5675,Zay Flowers,WR,BAL,25.6,3.02,424,17,34,3.0,13,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 7658, ""start_date"": ""2026-08-17"", ""end_date"": ""2026-08-24""}"
5548,Garrett Wilson,WR,NYJ,25.8,3.02,335,18,36,3.0,13,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 7658, ""start_date"": ""2026-08-17"", ""end_date"": ""2026-08-24""}"
6183,Malik Nabers,WR,NYG,27.3,3.03,1587,18,41,3.5,8,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 7658, ""start_date"": ""2026-08-17"", ""end_date"": ""2026-08-24""}"
6769,Jeremiyah Love,RB,ARI,27.9,3.04,649,18,38,3.5,14,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 7658, ""start_date"": ""2026-08-17"", ""end_date"": ""2026-08-24""}"
5656,Trey McBride,TE,ARI,28.9,3.05,1070,16,44,4.7,14,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 7658, ""start_date"": ""2026-08-17"", ""end_date"": ""2026-08-24""}"
4883,DeVonta Smith,WR,PHI,29.6,3.06,1355,20,43,3.7,10,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 7658, ""start_date"": ""2026-08-17"", ""end_date"": ""2026-08-24""}"
3255,Josh Jacobs,RB,GB,30.8,3.07,636,20,43,3.9,11,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 7658, ""start_date"": ""2026-08-17"", ""end_date"": ""2026-08-24""}"
5623,Kyren Williams,RB,LAR,31.6,3.08,1277,20,44,4.3,11,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 7658, ""start_date"": ""2026-08-17"", ""end_date"": ""2026-08-24""}"
6561,Tetairoa McMillan,WR,CAR,32.6,3.09,554,23,43,3.6,5,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 7658, ""start_date"": ""2026-08-17"", ""end_date"": ""2026-08-24""}"
2885,Josh Allen,QB,BUF,33.8,3.10,1661,11,50,8.5,7,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 7658, ""start_date"": ""2026-08-17"", ""end_date"": ""2026-08-24""}"
5503,Breece Hall,RB,NYJ,35.0,3.11,603,21,47,5.0,13,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 7658, ""start_date"": ""2026-08-17"", ""end_date"": ""2026-08-24""}"
6576,Emeka Egbuka,WR,TB,35.0,3.11,1773,24,50,4.1,10,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 7658, ""start_date"": ""2026-08-17"", ""end_date"": ""2026-08-24""}"
6178,Brock Bowers,TE,LV,35.3,3.11,2527,16,52,7.3,13,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 7658, ""start_date"": ""2026-08-17"", ""end_date"": ""2026-08-24""}"
4870,Tee Higgins,WR,CIN,36.3,3.12,1027,23,51,4.9,6,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 7658, ""start_date"": ""2026-08-17"", ""end_date"": ""2026-08-24""}"
6509,Cam Skattebo,RB,NYG,36.6,4.01,576,23,56,4.9,8,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 7658, ""start_date"": ""2026-08-17"", ""end_date"": ""2026-08-24""}"
5185,Javonte Williams,RB,DAL,36.8,4.01,1552,24,54,4.7,14,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 7658, ""start_date"": ""2026-08-17"", ""end_date"": ""2026-08-24""}"
6281,Ladd McConkey,WR,LAC,37.7,4.02,2108,26,59,4.3,7,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 7658, ""start_date"": ""2026-08-17"", ""end_date"": ""2026-08-24""}"
4863,Travis Etienne Jr.,RB,NO,40.1,4.04,765,27,52,4.9,8,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 7658, ""start_date"": ""2026-08-17"", ""end_date"": ""2026-08-24""}"
2125,Davante Adams,WR,LAR,41.9,4.06,824,30,59,4.3,11,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 7658, ""start_date"": ""2026-08-17"", ""end_date"": ""2026-08-24""}"
5643,Jameson Williams,WR,DET,44.2,4.08,510,33,66,4.2,6,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 7658, ""start_date"": ""2026-08-17"", ""end_date"": ""2026-08-24""}"
6190,Bucky Irving,RB,TB,45.2,4.09,552,33,58,4.6,10,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 7658, ""start_date"": ""2026-08-17"", ""end_date"": ""2026-08-24""}"
4862,D'Andre Swift,RB,CHI,45.8,4.10,1093,34,58,4.3,10,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 7658, ""start_date"": ""2026-08-17"", ""end_date"": ""2026-08-24""}"
5178,Jaylen Waddle,WR,DEN,45.9,4.10,2072,31,71,5.4,10,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 7658, ""start_date"": ""2026-08-17"", ""end_date"": ""2026-08-24""}"
3449,Terry McLaurin,WR,WAS,46.8,4.11,955,34,66,4.6,7,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 7658, ""start_date"": ""2026-08-17"", ""end_date"": ""2026-08-24""}"
2876,DJ Moore,WR,BUF,48.9,5.01,2484,32,70,6.3,7,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 7658, ""start_date"": ""2026-08-17"", ""end_date"": ""2026-08-24""}"
6531,Quinshon Judkins,RB,CLE,50.9,5.03,808,37,64,5.3,11,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 7658, ""start_date"": ""2026-08-17"", ""end_date"": ""2026-08-24""}"
6187,Drake Maye,QB,NE,51.6,5.04,400,31,70,7.8,11,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 7658, ""start_date"": ""2026-08-17"", ""end_date"": ""2026-08-24""}"
6194,Rome Odunze,WR,CHI,51.9,5.04,1069,35,72,6.3,10,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 7658, ""start_date"": ""2026-08-17"", ""end_date"": ""2026-08-24""}"
6513,Bhayshul Tuten,RB,JAX,52.7,5.05,941,38,69,5.6,7,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 7658, ""start_date"": ""2026-08-17"", ""end_date"": ""2026-08-24""}"
2111,Mike Evans,WR,SF,53.7,5.06,1013,37,77,6.2,8,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 7658, ""start_date"": ""2026-08-17"", ""end_date"": ""2026-08-24""}"
6501,Colston Loveland,TE,CHI,56.8,5.09,1853,33,79,9.0,10,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 7658, ""start_date"": ""2026-08-17"", ""end_date"": ""2026-08-24""}"
2888,Lamar Jackson,QB,BAL,57.0,5.09,808,38,74,7.0,13,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 7658, ""start_date"": ""2026-08-17"", ""end_date"": ""2026-08-24""}"
4882,Joe Burrow,QB,CIN,57.6,5.10,700,37,77,7.6,6,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 7658, ""start_date"": ""2026-08-17"", ""end_date"": ""2026-08-24""}"
3238,David Montgomery,RB,HOU,58.2,5.10,1728,41,81,6.4,8,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 7658, ""start_date"": ""2026-08-17"", ""end_date"": ""2026-08-24""}"
5443,Jaylen Warren,RB,PIT,58.4,5.10,239,42,71,6.2,9,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 7658, ""start_date"": ""2026-08-17"", ""end_date"": ""2026-08-24""}"
6559,Luther Burden III,WR,CHI,58.5,5.11,1346,38,83,7.7,10,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 7658, ""start_date"": ""2026-08-17"", ""end_date"": ""2026-08-24""}"
5360,Christian Watson,WR,GB,58.8,5.11,1696,42,84,6.4,11,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 7658, ""start_date"": ""2026-08-17"", ""end_date"": ""2026-08-24""}"
2862,Courtland Sutton,WR,DEN,60.2,5.12,697,42,83,6.7,10,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 7658, ""start_date"": ""2026-08-17"", ""end_date"": ""2026-08-24""}"
6490,TreVeyon Henderson,RB,NE,61.5,6.02,708,44,84,6.4,11,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 7658, ""start_date"": ""2026-08-17"", ""end_date"": ""2026-08-24""}"
5641,Alec Pierce,WR,IND,64.5,6.05,441,46,84,8.3,13,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 7658, ""start_date"": ""2026-08-17"", ""end_date"": ""2026-08-24""}"
5705,Parker Washington,WR,JAX,64.6,6.05,1916,45,87,7.5,7,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 7658, ""start_date"": ""2026-08-17"", ""end_date"": ""2026-08-24""}"
3239,DK Metcalf,WR,PIT,64.8,6.05,885,46,87,7.2,9,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 7658, ""start_date"": ""2026-08-17"", ""end_date"": ""2026-08-24""}"
6504,Tyler Warren,TE,IND,65.1,6.05,1508,40,91,9.3,13,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 7658, ""start_date"": ""2026-08-17"", ""end_date"": ""2026-08-24""}"
2377,Dak Prescott,QB,DAL,65.3,6.05,550,44,96,8.0,14,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 7658, ""start_date"": ""2026-08-17"", ""end_date"": ""2026-08-24""}"
6193,Marvin Harrison Jr.,WR,ARI,65.9,6.06,1187,45,87,7.7,14,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 7658, ""start_date"": ""2026-08-17"", ""end_date"": ""2026-08-24""}"
5210,Rhamondre Stevenson,RB,NE,67.8,6.08,485,49,87,7.1,11,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 7658, ""start_date"": ""2026-08-17"", ""end_date"": ""2026-08-24""}"
3435,Tony Pollard,RB,TEN,68.9,6.09,394,51,90,6.8,9,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 7658, ""start_date"": ""2026-08-17"", ""end_date"": ""2026-08-24""}"
6175,Brian Thomas Jr.,WR,JAX,72.2,6.12,1142,52,92,7.6,7,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 7658, ""start_date"": ""2026-08-17"", ""end_date"": ""2026-08-24""}"
5854,Jayden Daniels,QB,WAS,72.2,6.12,584,42,113,11.6,7,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 7658, ""start_date"": ""2026-08-17"", ""end_date"": ""2026-08-24""}"
5095,Rico Dowdle,RB,PIT,74.6,7.03,496,55,98,7.4,9,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 7658, ""start_date"": ""2026-08-17"", ""end_date"": ""2026-08-24""}"
4880,Michael Pittman Jr.,WR,PIT,74.8,7.03,874,54,96,7.8,9,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 7658, ""start_date"": ""2026-08-17"", ""end_date"": ""2026-08-24""}"
5181,Kyle Pitts Sr.,TE,ATL,75.9,7.04,402,51,98,9.2,11,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 7658, ""start_date"": ""2026-08-17"", ""end_date"": ""2026-08-24""}"
5721,Michael Wilson,WR,ARI,76.0,7.04,1151,55,96,8.0,14,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 7658, ""start_date"": ""2026-08-17"", ""end_date"": ""2026-08-24""}"
6768,Carnell Tate,WR,TEN,76.1,7.04,1548,50,102,9.7,9,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 7658, ""start_date"": ""2026-08-17"", ""end_date"": ""2026-08-24""}"
1664,Matthew Stafford,QB,LAR,77.3,7.05,418,47,114,11.3,11,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 7658, ""start_date"": ""2026-08-17"", ""end_date"": ""2026-08-24""}"
6776,Jadarian Price,RB,SEA,78.0,7.06,2902,49,119,10.9,11,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 7658, ""start_date"": ""2026-08-17"", ""end_date"": ""2026-08-24""}"
6502,Harold Fannin Jr.,TE,CLE,78.5,7.06,218,59,109,7.4,11,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 7658, ""start_date"": ""2026-08-17"", ""end_date"": ""2026-08-24""}"
4873,Chuba Hubbard,RB,CAR,78.8,7.07,406,53,110,9.7,5,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 7658, ""start_date"": ""2026-08-17"", ""end_date"": ""2026-08-24""}"
5025,Jalen Hurts,QB,PHI,79.0,7.07,758,48,114,11.6,10,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 7658, ""start_date"": ""2026-08-17"", ""end_date"": ""2026-08-24""}"
2465,Chris Godwin Jr.,WR,TB,80.2,7.08,1355,58,100,8.4,10,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 7658, ""start_date"": ""2026-08-17"", ""end_date"": ""2026-08-24""}"
1327,Seattle Defense,DEF,SEA,82.7,7.11,204,60,100,8.4,11,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 7658, ""start_date"": ""2026-08-17"", ""end_date"": ""2026-08-24""}"
5680,Josh Downs,WR,IND,84.8,8.01,1042,62,107,8.5,13,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 7658, ""start_date"": ""2026-08-17"", ""end_date"": ""2026-08-24""}"
5588,Wan'Dale Robinson,WR,TEN,85.9,8.02,708,64,107,8.3,9,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 7658, ""start_date"": ""2026-08-17"", ""end_date"": ""2026-08-24""}"
6530,RJ Harvey,RB,DEN,87.2,8.03,612,55,120,12.2,10,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 7658, ""start_date"": ""2026-08-17"", ""end_date"": ""2026-08-24""}"
5648,Brock Purdy,QB,SF,87.8,8.04,261,55,120,12.4,8,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 7658, ""start_date"": ""2026-08-17"", ""end_date"": ""2026-08-24""}"
1309,Denver Defense,DEF,DEN,88.0,8.04,379,68,109,7.6,10,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 7658, ""start_date"": ""2026-08-17"", ""end_date"": ""2026-08-24""}"
3496,Jakobi Meyers,WR,JAX,88.2,8.04,393,69,105,7.2,7,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 7658, ""start_date"": ""2026-08-17"", ""end_date"": ""2026-08-24""}"
6173,Caleb Williams,QB,CHI,89.8,8.06,1179,58,121,12.0,10,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 7658, ""start_date"": ""2026-08-17"", ""end_date"": ""2026-08-24""}"
4888,J.K. Dobbins,RB,DEN,90.7,8.07,911,60,128,11.5,10,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 7658, ""start_date"": ""2026-08-17"", ""end_date"": ""2026-08-24""}"
2316,Stefon Diggs,WR,WAS,91.4,8.07,1220,68,112,8.9,7,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 7658, ""start_date"": ""2026-08-17"", ""end_date"": ""2026-08-24""}"
5196,Kenny Gainwell,RB,TB,91.6,8.08,671,64,120,10.3,10,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 7658, ""start_date"": ""2026-08-17"", ""end_date"": ""2026-08-24""}"
5186,Trevor Lawrence,QB,JAX,91.9,8.08,1029,59,129,12.5,7,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 7658, ""start_date"": ""2026-08-17"", ""end_date"": ""2026-08-24""}"
5707,Jayden Reed,WR,GB,94.3,8.10,561,71,120,8.8,11,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 7658, ""start_date"": ""2026-08-17"", ""end_date"": ""2026-08-24""}"
5674,Quentin Johnston,WR,LAC,95.4,8.11,836,71,119,9.2,7,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 7658, ""start_date"": ""2026-08-17"", ""end_date"": ""2026-08-24""}"
6189,Keon Coleman,WR,BUF,96.2,8.12,8,1,177,47.7,7,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 7658, ""start_date"": ""2026-08-17"", ""end_date"": ""2026-08-24""}"
1312,Houston Defense,DEF,HOU,97.4,9.01,848,72,123,9.6,8,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 7658, ""start_date"": ""2026-08-17"", ""end_date"": ""2026-08-24""}"
5673,Jordan Addison,WR,MIN,97.5,9.02,596,75,119,8.5,6,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 7658, ""start_date"": ""2026-08-17"", ""end_date"": ""2026-08-24""}"
2351,Jared Goff,QB,DET,99.8,9.04,656,64,129,13.6,6,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 7658, ""start_date"": ""2026-08-17"", ""end_date"": ""2026-08-24""}"
5564,Sam LaPorta,TE,DET,99.8,9.04,839,39,166,23.1,6,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 7658, ""start_date"": ""2026-08-17"", ""end_date"": ""2026-08-24""}"
6179,Jonathon Brooks,RB,CAR,99.8,9.04,2286,61,147,14.6,5,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 7658, ""start_date"": ""2026-08-17"", ""end_date"": ""2026-08-24""}"
5718,Tucker Kraft,TE,GB,100.5,9.04,1377,48,153,20.0,11,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 7658, ""start_date"": ""2026-08-17"", ""end_date"": ""2026-08-24""}"
5636,Khalil Shakir,WR,BUF,100.9,9.05,333,78,119,8.7,7,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 7658, ""start_date"": ""2026-08-17"", ""end_date"": ""2026-08-24""}"
2507,Aaron Jones Sr.,RB,MIN,102.1,9.06,502,69,141,12.6,6,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 7658, ""start_date"": ""2026-08-17"", ""end_date"": ""2026-08-24""}"
2462,Patrick Mahomes,QB,KC,102.5,9.06,834,70,132,12.4,5,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 7658, ""start_date"": ""2026-08-17"", ""end_date"": ""2026-08-24""}"
2896,Dallas Goedert,TE,PHI,105.0,9.09,307,48,150,21.7,10,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 7658, ""start_date"": ""2026-08-17"", ""end_date"": ""2026-08-24""}"
4887,Justin Herbert,QB,LAC,105.8,9.10,1408,68,140,14.4,7,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 7658, ""start_date"": ""2026-08-17"", ""end_date"": ""2026-08-24""}"
6523,Matthew Golden,WR,GB,106.0,9.10,747,83,127,8.7,11,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 7658, ""start_date"": ""2026-08-17"", ""end_date"": ""2026-08-24""}"
6172,Xavier Worthy,WR,KC,106.3,9.10,574,84,126,8.2,5,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 7658, ""start_date"": ""2026-08-17"", ""end_date"": ""2026-08-24""}"
1989,Travis Kelce,TE,KC,107.0,9.11,345,52,150,21.0,5,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 7658, ""start_date"": ""2026-08-17"", ""end_date"": ""2026-08-24""}"
1317,Minnesota Defense,DEF,MIN,108.4,9.12,86,88,139,9.3,6,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 7658, ""start_date"": ""2026-08-17"", ""end_date"": ""2026-08-24""}"
1328,LA Rams Defense,DEF,LAR,108.8,10.01,634,80,158,11.1,11,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 7658, ""start_date"": ""2026-08-17"", ""end_date"": ""2026-08-24""}"
