adp,adp_formatted,bye,high,low,name,player_id,position,stdev,team,times_drafted
109.5,10.02,10,92,132,Jalen Reagor,4879,WR,6.4,PHI,303
111.3,10.03,6,90,131,Matthew Stafford,1664,QB,8.1,DET,569
111.9,10.04,11,91,138,AJ Dillon,4886,RB,8.0,GB,262
112.3,10.04,10,92,128,Jerry Jeudy,4861,WR,7.7,DEN,444
113.2,10.05,8,93,128,Darius Slayton,3437,WR,7.5,NYG,334
114.1,10.06,11,95,132,Darrell Henderson Jr.,3253,RB,7.3,LAR,274
115.2,10.07,8,75,161,Jared Cook,1658,TE,15.3,NO,483
116.9,10.09,14,97,132,Christian Kirk,2870,WR,7.6,ARI,446
118.4,10.10,6,95,142,Adrian Peterson,925,RB,8.7,DET,296
118.9,10.11,8,95,148,Sterling Shepard,2349,WR,9.2,NYG,512
119.3,10.11,13,102,139,Baltimore Defense,1332,DEF,6.3,BAL,311
119.4,10.11,14,96,143,Tony Pollard,3435,RB,8.7,DAL,266
119.6,10.12,10,83,151,Noah Fant,3251,TE,13.7,DEN,555
119.6,10.12,9,95,141,Pittsburgh Defense,1324,DEF,9.4,PIT,332
120.1,10.12,10,96,148,Boston Scott,2994,RB,9.1,PHI,442
120.7,11.01,11,97,143,Cam Newton,1794,QB,8.9,NE,530
121.5,11.02,6,94,138,Justin Jefferson,4876,WR,10.3,MIN,297
125.4,11.05,8,101,144,Daniel Jones,3264,QB,9.3,NYG,331
126.3,11.06,7,104,146,Buffalo Defense,1303,DEF,8.5,BUF,250
126.8,11.07,7,103,147,Bryce Love,3259,RB,8.9,WAS,206
126.9,11.07,10,105,145,Anthony Miller,2878,WR,8.4,CHI,357
127.1,11.07,10,102,150,DeSean Jackson,1357,WR,9.3,PHI,339
129.5,11.10,9,102,148,Ben Roethlisberger,1006,QB,10.6,PIT,364
130.9,11.11,6,107,145,Preston Williams,3588,WR,9.1,MIA,233
131.0,11.11,8,102,169,Duke Johnson,2285,RB,11.0,HOU,390
131.0,11.11,11,108,148,Allen Lazard,3077,WR,8.7,GB,296
134.4,12.02,10,106,166,Ke'Shawn Vaughn,4899,RB,10.6,TB,221
135.3,12.03,7,65,187,Ryquell Armstead,3473,RB,26.8,JAX,134
135.7,12.04,6,111,168,Joe Burrow,4882,QB,9.2,CIN,295
135.9,12.04,8,111,165,Brandon Aiyuk,4891,WR,9.4,SF,190
136.7,12.05,11,87,178,Austin Hooper,2361,TE,18.8,CLE,708
136.7,12.05,10,115,163,Chicago Defense,1305,DEF,8.0,CHI,224
137.6,12.06,7,104,180,Justin Jackson,2970,RB,12.9,LAC,298
139.9,12.08,13,101,179,Nyheim Hines,2948,RB,14.6,IND,337
140.2,12.08,11,121,159,New England Defense,1318,DEF,7.0,NE,181
140.5,12.08,5,110,166,Sammy Watkins,2109,WR,11.6,KC,229
143.1,12.11,6,97,178,T.J. Hockenson,3307,TE,17.4,DET,648
144.5,12.12,13,115,161,Justin Tucker,1962,PK,11.0,BAL,814
144.7,13.01,11,114,175,Baker Mayfield,2886,QB,11.6,CLE,298
145.3,13.01,8,108,175,Golden Tate,1730,WR,14.2,NYG,228
146.5,13.02,6,95,180,Mike Gesicki,2906,TE,19.5,MIA,511
147.2,13.03,11,110,175,Jared Goff,2351,QB,14.1,LAR,357
147.5,13.03,5,116,161,Harrison Butker,2514,PK,11.8,KC,450
147.5,13.04,7,126,175,LA Chargers Defense,1325,DEF,8.0,LAC,151
149.1,13.05,7,112,176,John Brown,2138,WR,14.0,BUF,275
149.6,13.06,7,93,180,Chris Thompson,2793,RB,21.4,JAX,419
151.7,13.08,13,118,176,Michael Pittman Jr.,4880,WR,12.7,IND,203
152.3,13.08,5,103,187,Darrel Williams,3091,RB,19.6,KC,143
152.3,13.08,8,112,184,Jerick McKinnon,2140,RB,15.4,SF,333
152.9,13.09,9,103,188,Benny Snell Jr.,3420,RB,19.0,PIT,125
153.0,13.09,13,116,178,Breshad Perriman,2286,WR,13.9,NYJ,182
153.6,13.10,9,110,183,Jonnu Smith,2490,TE,16.5,TEN,361
153.7,13.10,13,103,191,Jack Doyle,2430,TE,19.2,IND,87
153.9,13.10,13,108,186,Chris Herndon,2958,TE,17.6,NYJ,315
154.2,13.10,10,127,180,Tampa Bay Defense,1329,DEF,10.5,TB,157
154.4,13.10,14,103,180,Blake Jarwin,2643,TE,19.5,DAL,228
154.5,13.11,7,117,186,Joshua Kelley,5031,RB,16.1,LAC,159
155.7,13.12,8,137,164,Wil Lutz,2522,PK,6.9,NO,156
156.0,13.12,10,108,186,LeSean McCoy,1645,RB,18.3,TB,254
156.1,13.12,14,135,167,Greg Zuerlein,1960,PK,7.8,DAL,131
156.4,13.12,9,120,180,Ryan Tannehill,1899,QB,13.9,TEN,227
156.5,14.01,11,114,180,Carlos Hyde,2129,RB,16.2,SEA,290
157.2,14.01,8,112,183,Jimmy Garoppolo,2131,QB,17.0,SF,104
158.4,14.02,13,117,187,Parris Campbell,3411,WR,15.6,IND,146
159.0,14.03,11,122,185,N'Keal Harry,3237,WR,14.1,NE,207
159.2,14.03,7,120,183,Gardner Minshew II,3474,QB,15.0,JAX,122
159.6,14.04,13,118,181,Philip Rivers,995,QB,16.0,IND,162
160.3,14.04,11,125,180,Seattle Defense,1327,DEF,13.5,SEA,220
161.0,14.05,14,116,179,Dallas Defense,1308,DEF,17.2,DAL,58
161.4,14.05,6,119,185,DeAndre Washington,2382,RB,16.1,MIA,85
161.9,14.06,7,123,180,Mike Williams,2436,WR,14.9,LAC,79
162.3,14.06,8,145,176,Robbie Gould,439,PK,6.3,SF,129
162.4,14.06,10,122,181,Drew Lock,3263,QB,15.4,DEN,86
162.8,14.07,14,123,182,Larry Fitzgerald,374,WR,15.1,ARI,248
163.1,14.07,6,133,181,Minnesota Defense,1317,DEF,11.3,MIN,329
163.6,14.08,8,138,182,New Orleans Defense,1319,DEF,9.6,NO,257
163.9,14.08,5,136,180,Curtis Samuel,2443,WR,11.5,CAR,67
163.9,14.08,5,117,189,Robbie Chosen,2523,WR,17.8,CAR,117
164.2,14.08,13,127,181,Bryan Edwards,4895,WR,14.0,LV,63
166.0,14.10,11,152,179,Matt Gay,4867,PK,5.2,LAR,111
167.1,14.11,5,137,180,Kansas City Defense,1315,DEF,11.4,KC,185
167.8,14.12,14,153,180,Zane Gonzalez,2512,PK,5.7,ARI,158
167.9,14.12,6,149,180,Matt Prater,1390,PK,7.1,DET,108
168.8,15.01,11,152,180,Younghoe Koo,2527,PK,6.3,ATL,137
169.1,15.01,10,146,180,Philadelphia Defense,1323,DEF,8.7,PHI,118
170.3,15.02,13,148,186,Indianapolis Defense,1313,DEF,8.5,IND,113
170.4,15.02,9,132,180,Chris Boswell,2340,PK,14.5,PIT,49
172.5,15.04,8,160,182,Ka'imi Fairbairn,2531,PK,4.8,HOU,135
173.1,15.05,10,164,183,Jake Elliott,2529,PK,4.2,PHI,122
173.8,15.06,10,160,180,Brandon McManus,2336,PK,5.0,DEN,65
173.9,15.06,6,161,183,Dan Bailey,1891,PK,4.7,MIN,103
