adp,adp_formatted,bye,high,low,name,player_id,position,stdev,team,times_drafted
160.2,14.04,11,128,180,New England Defense,1318,DEF,12.1,NE,297
160.8,14.05,7,123,186,Austin Ekeler,2625,RB,14.4,LAC,197
161.5,14.06,8,145,177,Wil Lutz,2522,PK,6.3,NO,162
162.3,14.06,7,131,180,Josh Doctson,2347,WR,11.7,WAS,122
163.1,14.07,10,127,180,Courtland Sutton,2862,WR,13.7,DEN,126
164.3,14.08,5,123,188,Spencer Ware,2030,RB,15.6,KC,64
164.3,14.08,10,129,189,Mitchell Trubisky,2461,QB,13.8,CHI,65
164.4,14.08,11,130,182,Matt Bryant,150,PK,12.9,ATL,158
164.4,14.08,5,135,180,Carolina Defense,1304,DEF,10.9,CAR,273
164.6,14.09,9,133,191,Pittsburgh Defense,1324,DEF,12.1,PIT,162
165.7,14.10,13,78,180,Daniel Carlson,2988,PK,33.6,LV,77
165.9,14.10,10,136,179,Case Keenum,1949,QB,11.9,DEN,60
166.8,14.11,14,121,187,Christian Kirk,2870,WR,17.5,ARI,82
167.1,14.11,11,146,180,Atlanta Defense,1334,DEF,9.4,ATL,70
167.6,14.12,9,148,180,Chris Boswell,2340,PK,7.5,PIT,130
168.0,14.12,14,145,180,Arizona Defense,1250,DEF,8.8,ARI,100
168.4,14.12,10,137,202,Jake Elliott,2529,PK,11.7,PHI,114
168.5,14.12,5,151,186,Harrison Butker,2514,PK,6.7,KC,127
170.6,15.03,11,155,180,Mason Crosby,251,PK,5.7,GB,149
170.6,15.03,6,149,180,Matt Prater,1390,PK,8.0,DET,102
171.3,15.03,8,156,183,Robbie Gould,439,PK,5.8,SF,114
173.4,15.05,13,159,184,Adam Vinatieri,1195,PK,5.3,IND,121
173.6,15.06,10,162,180,Brandon McManus,2336,PK,4.4,DEN,63
