year,pos,pid,name,adp,E_total
2022,WR,00-0037238,Drake London,102.2,143.41469879518075
2022,WR,00-0030431,Robert Woods,102.5,143.41469879518075
2022,WR,00-0036913,Kadarius Toney,102.7,143.41469879518075
2022,WR,00-0037239,Chris Olave,110.4,137.48697674418602
2022,WR,00-0032211,Tyler Lockett,112.5,137.48697674418602
2022,WR,00-0038090,Skyy Moore,118.1,137.48697674418602
2022,WR,00-0034764,Michael Gallup,118.2,137.48697674418602
2022,WR,00-0027944,Julio Jones,120.9,129.535
2022,WR,00-0033009,Tyler Boyd,123.0,129.535
2022,WR,00-0037247,George Pickens,123.6,129.535
2022,WR,00-0034272,Marquez Valdes-Scantling,129.0,129.535
2022,WR,00-0037742,Treylon Burks,129.3,129.535
2022,WR,00-0036326,Chase Claypool,133.7,129.535
2022,WR,00-0037816,Romeo Doubs,134.1,129.535
2022,WR,00-0031547,DeVante Parker,134.9,129.535
2022,WR,00-0036936,Rondale Moore,142.5,118.61692307692307
2022,WR,00-0033466,Isaiah McKenzie,152.6,117.52844444444443
2022,WR,00-0036554,Nico Collins,153.8,117.52844444444443
2022,TE,00-0030506,Travis Kelce,16.5,222.865
2022,TE,00-0034753,Mark Andrews,25.5,190.9
2022,TE,00-0036970,Kyle Pitts Sr.,31.2,190.9
2022,TE,00-0033288,George Kittle,44.2,190.9
2022,TE,00-0031610,Darren Waller,50.4,187.2
2022,TE,00-0034383,Dalton Schultz,62.6,150.34375
2022,TE,00-0034351,Dallas Goedert,75.2,131.10238095238094
2022,TE,00-0030061,Zach Ertz,89.0,131.10238095238094
2022,TE,00-0036894,Pat Freiermuth,100.0,131.10238095238094
2022,TE,00-0036290,Cole Kmet,103.6,131.10238095238094
2022,TE,00-0035689,Dawson Knox,111.5,127.77560975609754
2022,TE,00-0035229,T.J. Hockenson,120.2,127.77560975609754
2022,TE,00-0033090,Hunter Henry,134.1,127.77560975609754
2022,TE,00-0034970,Irv Smith Jr.,146.0,127.77560975609754
2022,TE,00-0033757,Robert Tonyan,147.9,120.9777777777778
2023,QB,00-0033873,Patrick Mahomes,19.6,317.96
2023,QB,00-0034857,Josh Allen,26.6,317.96
2023,QB,00-0036389,Jalen Hurts,26.9,317.96
2023,QB,00-0034796,Lamar Jackson,36.9,317.96
2023,QB,00-0036442,Joe Burrow,43.2,317.96
2023,QB,00-0036945,Justin Fields,48.8,297.24702764976956
2023,QB,00-0036355,Justin Herbert,50.3,283.8445161290322
2023,QB,00-0036971,Trevor Lawrence,58.4,283.8445161290322
2023,QB,00-0033537,Deshaun Watson,76.2,251.21499999999995
2023,QB,00-0033077,Dak Prescott,82.2,251.21499999999995
2023,QB,00-0036212,Tua Tagovailoa,84.9,251.21499999999995
2023,QB,00-0029604,Kirk Cousins,99.4,251.21499999999995
2023,QB,00-0023459,Aaron Rodgers,103.6,251.21499999999995
2023,QB,00-0035710,Daniel Jones,103.9,251.21499999999995
2023,QB,00-0030565,Geno Smith,109.9,251.21499999999995
2023,QB,00-0033106,Jared Goff,122.6,242.47200000000004
2023,QB,00-0039164,Anthony Richardson Sr.,125.5,232.27538461538458
2023,QB,00-0029263,Russell Wilson,129.9,232.27538461538458
2023,QB,00-0031280,Derek Carr,145.3,209.62272727272727
2023,QB,00-0026498,Matthew Stafford,151.0,193.77166666666668
2023,QB,00-0038102,Kenny Pickett,152.3,193.77166666666668
2023,QB,00-0037834,Brock Purdy,152.5,193.77166666666668
2023,QB,00-0036264,Jordan Love,155.5,193.77166666666668
2023,QB,00-0035228,Kyler Murray,157.3,193.59052631578948
2023,RB,00-0033280,Christian McCaffrey,2.4,238.96723404255317
2023,RB,00-0033699,Austin Ekeler,5.0,238.96723404255317
2023,RB,00-0038542,Bijan Robinson,8.8,224.2272727272727
2023,RB,00-0034844,Saquon Barkley,9.0,224.2272727272727
2023,RB,00-0034791,Nick Chubb,12.5,224.17777777777775
2023,RB,00-0035261,Tony Pollard,15.2,224.17777777777775
2023,RB,00-0032764,Derrick Henry,17.9,222.47777777777776
2023,RB,00-0035700,Josh Jacobs,21.9,197.21052631578948
2023,RB,00-0036875,Rhamondre Stevenson,23.4,197.21052631578948
2023,RB,00-0036223,Jonathan Taylor,25.9,181.29999999999998
2023,RB,00-0036893,Najee Harris,30.4,169.65
2023,RB,00-0033897,Joe Mixon,31.4,169.65
2023,RB,00-0036973,Travis Etienne Jr.,34.7,169.65
2023,RB,00-0038120,Breece Hall,36.6,169.65
2023,RB,00-0039139,Jahmyr Gibbs,36.7,169.65
2023,RB,00-0033293,Aaron Jones Sr.,38.9,169.65
2023,RB,00-0038134,Kenneth Walker III,47.9,155.44846153846154
2023,RB,00-0035243,Miles Sanders,52.9,149.13155555555556
2023,RB,00-0036158,J.K. Dobbins,55.1,149.13155555555556
2023,RB,00-0034972,Alexander Mattison,56.9,149.13155555555556
2023,RB,00-0037258,Dameon Pierce,57.0,149.13155555555556
2023,RB,00-0036414,Cam Akers,63.1,127.17241379310344
2023,RB,00-0033553,James Conner,66.2,127.17241379310344
2023,RB,00-0037256,Rachaad White,68.1,127.17241379310344
2023,RB,00-0033906,Alvin Kamara,69.2,127.17241379310344
2023,RB,00-0036997,Javonte Williams,72.8,127.17241379310344
2023,RB,00-0036275,D'Andre Swift,75.9,127.17241379310344
2023,RB,00-0035685,David Montgomery,76.8,127.17241379310344
2023,RB,00-0037248,James Cook III,77.6,127.17241379310344
2023,RB,00-0037197,Isiah Pacheco,79.2,127.17241379310344
2023,RB,00-0036328,Antonio Gibson,88.9,123.11696202531648
2023,RB,00-0036265,AJ Dillon,91.7,123.11696202531648
2023,RB,00-0037746,Brian Robinson Jr.,94.2,123.11696202531648
2023,RB,00-0036906,Khalil Herbert,94.4,123.11696202531648
2023,RB,00-0034750,Rashaad Penny,97.3,123.11696202531648
2023,RB,00-0033526,Samaje Perine,99.3,123.11696202531648
2023,RB,00-0033948,Jamaal Williams,104.2,123.11696202531648
2023,RB,00-0039165,Zach Charbonnet,107.2,118.075
2023,RB,00-0035657,Damien Harris,110.6,115.96071428571427
2023,RB,00-0031376,Jerick McKinnon,111.3,115.96071428571427
2023,RB,00-0036567,Elijah Mitchell,115.1,115.96071428571427
2023,RB,00-0039040,De'Von Achane,117.8,115.96071428571427
2023,RB,00-0037228,Jaylen Warren,119.8,107.52631578947368
2023,RB,00-0031687,Raheem Mostert,122.8,107.52631578947368
2023,RB,00-0037263,Tyler Allgeier,125.0,107.52631578947368
2023,RB,00-0035250,Devin Singletary,130.7,87.48915662650602
2023,RB,00-0036919,Kenny Gainwell,131.1,87.48915662650602
2023,RB,00-0030578,Cordarrelle Patterson,132.4,87.48915662650602
2023,RB,00-0034115,Jeff Wilson Jr.,133.2,87.48915662650602
2023,RB,00-0033925,D'Onta Foreman,137.1,87.48915662650602
2023,RB,00-0038555,Tank Bigsby,137.7,87.48915662650602
2023,RB,00-0039032,Tyjae Spears,150.9,87.48915662650602
2023,RB,00-0038040,Zamir White,153.7,87.48915662650602
2023,RB,00-0037267,Jerome Ford,157.4,87.48915662650602
2023,RB,00-0039021,Roschon Johnson,157.7,87.48915662650602
2023,RB,00-0036360,Clyde Edwards-Helaire,157.9,87.48915662650602
2023,RB,00-0034184,Gus Edwards,160.6,77.7
2023,RB,00-0036555,Chuba Hubbard,160.7,77.7
2023,RB,00-0036251,Zack Moss,163.0,69.34
2023,WR,00-0036322,Justin Jefferson,1.4,348.75
2023,WR,00-0036900,Ja'Marr Chase,2.4,348.75
2023,WR,00-0033040,Tyreek Hill,4.4,291.5371428571429
2023,WR,00-0033908,Cooper Kupp,7.0,253.8125
2023,WR,00-0031588,Stefon Diggs,8.5,253.8125
2023,WR,00-0036358,CeeDee Lamb,11.0,248.85666666666668
2023,WR,00-0035676,A.J. Brown,12.5,240.345
2023,WR,00-0036963,Amon-Ra St. Brown,13.2,231.83333333333334
2023,WR,00-0037740,Garrett Wilson,15.6,228.9238095238095
2023,WR,00-0031381,Davante Adams,15.6,228.9238095238095
2023,WR,00-0036613,Jaylen Waddle,19.9,216.75
2023,WR,00-0037239,Chris Olave,20.4,216.75
2023,WR,00-0036912,DeVonta Smith,23.3,214.80434782608697
2023,WR,00-0036410,Tee Higgins,26.6,210.90000000000003
2023,WR,00-0034837,Calvin Ridley,29.2,210.90000000000003
2023,WR,00-0030279,Keenan Allen,29.2,210.90000000000003
2023,WR,00-0035640,DK Metcalf,30.8,210.90000000000003
2023,WR,00-0031544,Amari Cooper,35.4,203.1370588235294
2023,WR,00-0035719,Deebo Samuel Sr.,37.2,203.1370588235294
2023,WR,00-0030564,DeAndre Hopkins,41.4,202.2488851540616
2023,WR,00-0037238,Drake London,44.1,198.69619047619048
2023,WR,00-0034827,DJ Moore,44.7,198.69619047619048
2023,WR,00-0036407,Jerry Jeudy,44.8,198.69619047619048
2023,WR,00-0038124,Christian Watson,48.6,194.61846153846153
2023,WR,00-0033921,Chris Godwin Jr.,49.3,183.54000000000002
2023,WR,00-0035659,Terry McLaurin,49.7,183.54000000000002
2023,WR,00-0035216,Diontae Johnson,53.4,167.75833333333335
2023,WR,00-0032211,Tyler Lockett,55.7,159.35052631578952
2023,WR,00-0036261,Brandon Aiyuk,57.0,159.35052631578952
2023,WR,00-0034775,Christian Kirk,60.3,159.35052631578952
2023,WR,00-0033536,Mike Williams,63.3,159.35052631578952
2023,WR,00-0036252,Michael Pittman Jr.,63.8,159.35052631578952
2023,WR,00-0031408,Mike Evans,67.6,150.6276923076923
2023,WR,00-0037247,George Pickens,70.0,150.6276923076923
2023,WR,00-0035662,Hollywood Brown,72.5,150.6276923076923
2023,WR,00-0037741,Jahan Dotson,73.1,150.6276923076923
2023,WR,00-0038994,Jordan Addison,78.4,150.6276923076923
2023,WR,00-0038543,Jaxon Smith-Njigba,83.0,150.6276923076923
2023,WR,00-0031236,Brandin Cooks,85.1,150.6276923076923
2023,WR,00-0034348,Courtland Sutton,87.0,150.6276923076923
2023,WR,00-0037742,Treylon Burks,88.7,150.6276923076923
2023,WR,00-0036196,Gabe Davis,89.5,150.6276923076923
2023,WR,00-0032765,Michael Thomas,91.0,150.6276923076923
2023,WR,00-0033857,JuJu Smith-Schuster,93.3,150.6276923076923
2023,WR,00-0038544,Quentin Johnston,96.1,150.6276923076923
2023,WR,00-0036980,Elijah Moore,97.2,150.6276923076923
2023,WR,00-0036913,Kadarius Toney,100.0,150.6276923076923
2023,WR,00-0039064,Zay Flowers,100.0,150.6276923076923
2023,WR,00-0036550,Rashod Bateman,102.0,150.6276923076923
2023,WR,00-0038090,Skyy Moore,109.1,137.47581395348837
2023,WR,00-0034960,Jakobi Meyers,109.4,137.47581395348837
2023,WR,00-0036554,Nico Collins,113.1,137.47581395348837
2023,WR,00-0034521,Allen Lazard,115.3,137.47581395348837
2023,WR,00-0031235,Odell Beckham Jr.,120.1,128.3484375
2023,WR,00-0037240,Jameson Williams,120.3,128.3484375
2023,WR,00-0036936,Rondale Moore,123.2,128.3484375
2023,WR,00-0030035,Adam Thielen,126.3,128.3484375
2023,WR,00-0037816,Romeo Doubs,127.7,128.3484375
2023,WR,00-0036309,Darnell Mooney,127.8,128.3484375
2023,WR,00-0033009,Tyler Boyd,130.4,128.3484375
2023,WR,00-0033891,Zay Jones,131.1,128.3484375
2023,WR,00-0034777,DJ Chark,143.2,120.27966101694915
2023,WR,00-0034764,Michael Gallup,144.6,120.27966101694915
2023,WR,00-0039062,Jonathan Mingo,152.1,120.27966101694915
2023,WR,00-0038976,Marvin Mims Jr.,154.2,120.27966101694915
2023,WR,00-0036233,Donovan Peoples-Jones,156.0,120.27966101694915
2023,WR,00-0038117,Wan'Dale Robinson,157.2,120.27966101694915
2023,WR,00-0034983,Hunter Renfrow,159.3,120.27966101694915
2023,WR,00-0034272,Marquez Valdes-Scantling,159.6,120.27966101694915
2023,WR,00-0036345,K.J. Osborn,160.2,100.17096774193547
2023,WR,00-0037664,Alec Pierce,162.0,100.17096774193547
2023,WR,00-0038938,Jalin Hyatt,163.1,100.17096774193547
2023,WR,00-0037216,Justyn Ross,164.2,100.17096774193547
2023,WR,00-0036326,Chase Claypool,169.1,100.17096774193547
2023,TE,00-0030506,Travis Kelce,5.9,262.8
2023,TE,00-0034753,Mark Andrews,28.9,187.15238095238095
2023,TE,00-0035229,T.J. Hockenson,44.2,187.15238095238095
2023,TE,00-0033288,George Kittle,55.7,148.7866666666667
2023,TE,00-0031610,Darren Waller,60.3,148.7866666666667
2023,TE,00-0034351,Dallas Goedert,69.7,134.3713630513631
2023,TE,00-0036970,Kyle Pitts Sr.,74.6,131.00779220779225
2023,TE,00-0033881,Evan Engram,87.9,131.00779220779225
2023,TE,00-0036894,Pat Freiermuth,96.1,131.00779220779225
2023,TE,00-0033885,David Njoku,103.8,131.00779220779225
2023,TE,00-0034383,Dalton Schultz,117.4,131.00779220779225
2023,TE,00-0037252,Greg Dulcich,131.4,131.00779220779225
2023,TE,00-0033110,Tyler Higbee,131.6,131.00779220779225
2023,TE,00-0037809,Chig Okonkwo,140.4,131.00779220779225
2023,TE,00-0036290,Cole Kmet,146.0,111.99285714285715
2023,TE,00-0038933,Dalton Kincaid,146.9,111.99285714285715
2023,TE,00-0035689,Dawson Knox,152.7,106.19749999999999
2023,TE,00-0039065,Sam LaPorta,152.9,106.19749999999999
2023,TE,00-0033895,Gerald Everett,154.9,106.19749999999999
2023,TE,00-0038041,Jake Ferguson,161.9,70.19859154929578
2024,QB,00-0034857,Josh Allen,25.1,316.73473684210524
2024,QB,00-0033873,Patrick Mahomes,30.8,316.73473684210524
2024,QB,00-0036389,Jalen Hurts,37.3,316.73473684210524
2024,QB,00-0034796,Lamar Jackson,44.2,282.85
2024,QB,00-0039163,C.J. Stroud,49.9,282.85
2024,QB,00-0039164,Anthony Richardson Sr.,55.2,282.85
2024,QB,00-0036442,Joe Burrow,59.7,282.85
2024,QB,00-0033077,Dak Prescott,69.8,262.71000000000004
2024,QB,00-0036264,Jordan Love,73.2,249.62333333333333
2024,QB,00-0035228,Kyler Murray,76.1,249.62333333333333
2024,QB,00-0036212,Tua Tagovailoa,88.6,249.62333333333333
2024,QB,00-0033106,Jared Goff,94.3,238.60666666666668
2024,QB,00-0039910,Jayden Daniels,99.2,238.50127659574466
2024,QB,00-0037834,Brock Purdy,105.7,238.50127659574466
2024,QB,00-0036355,Justin Herbert,114.6,238.50127659574466
2024,QB,00-0039918,Caleb Williams,116.7,238.50127659574466
2024,QB,00-0026498,Matthew Stafford,123.1,238.50127659574466
2024,QB,00-0036971,Trevor Lawrence,126.7,230.92166666666665
2024,QB,00-0029604,Kirk Cousins,130.1,230.92166666666665
2024,QB,00-0023459,Aaron Rodgers,130.4,230.92166666666665
2024,QB,00-0036945,Justin Fields,134.7,215.16727272727275
2024,QB,00-0033537,Deshaun Watson,149.3,203.6214285714286
2024,QB,00-0034855,Baker Mayfield,156.0,203.6214285714286
2024,QB,00-0030565,Geno Smith,159.8,191.03555555555556
2024,QB,00-0039152,Will Levis,160.0,191.03555555555556
2024,QB,00-0039732,Bo Nix,177.5,156.4
2024,RB,00-0033280,Christian McCaffrey,1.4,242.9947826086957
2024,RB,00-0038120,Breece Hall,2.2,242.9947826086957
2024,RB,00-0038542,Bijan Robinson,4.9,242.9947826086957
2024,RB,00-0039139,Jahmyr Gibbs,9.4,212.6491304347826
2024,RB,00-0036223,Jonathan Taylor,9.8,212.6491304347826
2024,RB,00-0034844,Saquon Barkley,11.3,212.6491304347826
2024,RB,00-0037840,Kyren Williams,15.9,212.6491304347826
2024,RB,00-0032764,Derrick Henry,15.9,212.6491304347826
2024,RB,00-0036973,Travis Etienne Jr.,17.6,212.6491304347826
2024,RB,00-0037197,Isiah Pacheco,19.8,192.29285714285714
2024,RB,00-0039040,De'Von Achane,21.4,192.29285714285714
2024,RB,00-0035700,Josh Jacobs,23.6,175.25
2024,RB,00-0037256,Rachaad White,29.0,171.53499999999997
2024,RB,00-0037248,James Cook III,30.3,171.53499999999997
2024,RB,00-0033906,Alvin Kamara,32.3,171.53499999999997
2024,RB,00-0033897,Joe Mixon,35.0,171.53499999999997
2024,RB,00-0038134,Kenneth Walker III,35.6,171.53499999999997
2024,RB,00-0033293,Aaron Jones Sr.,46.0,149.82639999999998
2024,RB,00-0033553,James Conner,47.6,149.82639999999998
2024,RB,00-0035685,David Montgomery,54.6,141.010101010101
2024,RB,00-0036275,D'Andre Swift,56.5,141.010101010101
2024,RB,00-0036875,Rhamondre Stevenson,62.0,141.010101010101
2024,RB,00-0031687,Raheem Mostert,64.1,141.010101010101
2024,RB,00-0034791,Nick Chubb,65.0,141.010101010101
2024,RB,00-0036893,Najee Harris,67.1,141.010101010101
2024,RB,00-0038040,Zamir White,67.8,141.010101010101
2024,RB,00-0036251,Zack Moss,74.4,141.010101010101
2024,RB,00-0036997,Javonte Williams,77.5,141.010101010101
2024,RB,00-0037228,Jaylen Warren,79.6,129.11229355703946
2024,RB,00-0035261,Tony Pollard,81.7,123.16338983050846
2024,RB,00-0039344,Jonathon Brooks,85.4,123.16338983050846
2024,RB,00-0035250,Devin Singletary,87.9,123.16338983050846
2024,RB,00-0033699,Austin Ekeler,88.0,123.16338983050846
2024,RB,00-0039032,Tyjae Spears,91.4,123.16338983050846
2024,RB,00-0038597,Chase Brown,91.9,123.16338983050846
2024,RB,00-0033045,Ezekiel Elliott,96.2,123.16338983050846
2024,RB,00-0037746,Brian Robinson Jr.,97.9,121.01052631578946
2024,RB,00-0037267,Jerome Ford,98.5,121.01052631578946
2024,RB,00-0034184,Gus Edwards,100.6,121.01052631578946
2024,RB,00-0039921,Trey Benson,108.5,113.31381818181819
2024,RB,00-0036555,Chuba Hubbard,108.8,113.31381818181819
2024,RB,00-0039738,Blake Corum,110.3,113.31381818181819
2024,RB,00-0036158,J.K. Dobbins,116.2,113.31381818181819
2024,RB,00-0036139,Rico Dowdle,118.9,113.31381818181819
2024,RB,00-0037263,Tyler Allgeier,125.1,113.31381818181819
2024,RB,00-0038794,Jaleel McLaughlin,126.6,103.44440909090945
2024,RB,00-0036567,Elijah Mitchell,129.8,90.28744680851064
2024,RB,00-0037276,Ty Chandler,130.3,90.28744680851064
2024,RB,00-0039165,Zach Charbonnet,130.7,90.28744680851064
2024,RB,00-0036906,Khalil Herbert,136.4,90.28744680851064
2024,RB,00-0039391,Kimani Vidal,143.9,90.28744680851064
2024,RB,00-0039875,Ray Davis,147.7,90.28744680851064
2024,RB,00-0037525,Jordan Mason,149.1,90.28744680851064
2024,RB,00-0037258,Dameon Pierce,151.4,90.28744680851064
2024,RB,00-0039361,Bucky Irving,152.9,90.28744680851064
2024,RB,00-0039874,Jaylen Wright,156.6,90.28744680851064
2024,RB,00-0036328,Antonio Gibson,158.6,90.28744680851064
2024,RB,00-0039811,MarShawn Lloyd,159.1,90.28744680851064
2024,RB,00-0034972,Alexander Mattison,160.7,90.28744680851064
2024,RB,00-0039384,Tyrone Tracy Jr.,174.0,45.8
2024,WR,00-0033040,Tyreek Hill,2.6,309.79800000000006
2024,WR,00-0036358,CeeDee Lamb,3.7,309.79800000000006
2024,WR,00-0036963,Amon-Ra St. Brown,6.2,248.62689655172417
2024,WR,00-0036900,Ja'Marr Chase,7.2,248.62689655172417
2024,WR,00-0036322,Justin Jefferson,8.0,248.62689655172417
2024,WR,00-0035676,A.J. Brown,10.9,248.62689655172417
2024,WR,00-0037740,Garrett Wilson,12.1,248.62689655172417
2024,WR,00-0039849,Marvin Harrison Jr.,14.5,233.0222222222222
2024,WR,00-0039075,Puka Nacua,15.2,233.0222222222222
2024,WR,00-0033908,Cooper Kupp,18.9,225.4818181818182
2024,WR,00-0031381,Davante Adams,20.0,218.45
2024,WR,00-0037238,Drake London,21.5,216.4532
2024,WR,00-0035719,Deebo Samuel Sr.,23.0,216.4532
2024,WR,00-0037239,Chris Olave,26.2,216.4532
2024,WR,00-0036613,Jaylen Waddle,29.1,216.4532
2024,WR,00-0036554,Nico Collins,32.1,216.4532
2024,WR,00-0031408,Mike Evans,33.5,213.075
2024,WR,00-0036912,DeVonta Smith,38.3,204.02235294117648
2024,WR,00-0039337,Malik Nabers,38.3,204.02235294117648
2024,WR,00-0035640,DK Metcalf,40.7,204.02235294117648
2024,WR,00-0031588,Stefon Diggs,41.8,203.3856318785579
2024,WR,00-0034827,DJ Moore,43.7,203.22645161290325
2024,WR,00-0036252,Michael Pittman Jr.,45.2,203.22645161290325
2024,WR,00-0036261,Brandon Aiyuk,48.1,203.22645161290325
2024,WR,00-0031544,Amari Cooper,49.2,186.26153846153846
2024,WR,00-0036410,Tee Higgins,51.8,175.2389140271494
2024,WR,00-0034775,Christian Kirk,55.6,171.56470588235297
2024,WR,00-0039064,Zay Flowers,56.8,161.80249999999998
2024,WR,00-0038977,Tank Dell,57.5,161.80249999999998
2024,WR,00-0037247,George Pickens,59.8,161.80249999999998
2024,WR,00-0030279,Keenan Allen,63.5,161.80249999999998
2024,WR,00-0039067,Rashee Rice,64.2,161.80249999999998
2024,WR,00-0039146,Jayden Reed,65.1,160.96500000000006
2024,WR,00-0033921,Chris Godwin Jr.,68.4,150.16033898305088
2024,WR,00-0035659,Terry McLaurin,70.2,150.16033898305088
2024,WR,00-0034837,Calvin Ridley,74.7,150.16033898305088
2024,WR,00-0039894,Xavier Worthy,81.9,150.16033898305088
2024,WR,00-0035662,Hollywood Brown,82.2,150.16033898305088
2024,WR,00-0038124,Christian Watson,84.2,150.16033898305088
2024,WR,00-0039901,Keon Coleman,88.1,147.92875000000004
2024,WR,00-0038543,Jaxon Smith-Njigba,90.5,145.87764705882356
2024,WR,00-0035216,Diontae Johnson,92.1,145.87764705882356
2024,WR,00-0039919,Rome Odunze,97.7,145.87764705882356
2024,WR,00-0039915,Ladd McConkey,98.4,145.87764705882356
2024,WR,00-0037816,Romeo Doubs,103.0,145.87764705882356
2024,WR,00-0030564,DeAndre Hopkins,104.5,145.87764705882356
2024,WR,00-0032211,Tyler Lockett,106.6,139.51848238482404
2024,WR,00-0037240,Jameson Williams,107.8,131.8887804878049
2024,WR,00-0034348,Courtland Sutton,110.8,131.8887804878049
2024,WR,00-0039893,Brian Thomas Jr.,114.2,131.8887804878049
2024,WR,00-0033536,Mike Williams,116.1,131.8887804878049
2024,WR,00-0037261,Khalil Shakir,117.4,131.8887804878049
2024,WR,00-0033282,Curtis Samuel,122.6,127.05391304347825
2024,WR,00-0036988,Joshua Palmer,130.5,125.11534883720925
2024,WR,00-0034960,Jakobi Meyers,131.7,125.11534883720925
2024,WR,00-0036407,Jerry Jeudy,132.9,125.11534883720925
2024,WR,00-0038994,Jordan Addison,134.1,125.11534883720925
2024,WR,00-0031236,Brandin Cooks,135.1,125.11534883720925
2024,WR,00-0037545,Rashid Shaheed,139.8,118.585
2024,WR,00-0039342,Xavier Legette,141.3,118.585
2024,WR,00-0037741,Jahan Dotson,152.0,117.16424242424243
2024,WR,00-0038544,Quentin Johnston,152.2,117.16424242424243
2024,WR,00-0038997,Josh Downs,155.9,112.65090909090908
2024,WR,00-0030035,Adam Thielen,159.0,97.98296296296296
2024,WR,00-0038393,Dontayvion Wicks,160.0,97.98296296296296
2024,WR,00-0039890,Adonai Mitchell,160.9,97.98296296296296
2024,WR,00-0036309,Darnell Mooney,161.8,97.98296296296296
2024,WR,00-0039916,Ricky Pearsall,162.7,97.98296296296296
2024,WR,00-0039907,Ja'Lynn Polk,163.4,97.98296296296296
2024,WR,00-0036550,Rashod Bateman,169.6,67.10000000000001
2024,WR,00-0036196,Gabe Davis,169.6,67.10000000000001
2024,WR,00-0038559,Michael Wilson,170.2,67.10000000000001
2024,TE,00-0030506,Travis Kelce,24.4,186.29000000000002
2024,TE,00-0039065,Sam LaPorta,29.4,186.29000000000002
2024,TE,00-0034753,Mark Andrews,41.2,186.29000000000002
2024,TE,00-0037744,Trey McBride,50.4,144.59047619047618
2024,TE,00-0038933,Dalton Kincaid,59.1,144.59047619047618
2024,TE,00-0033288,George Kittle,66.7,141.17675070028008
2024,TE,00-0036970,Kyle Pitts Sr.,72.8,132.9761904761905
2024,TE,00-0033881,Evan Engram,79.5,132.9761904761905
2024,TE,00-0038041,Jake Ferguson,89.2,132.9761904761905
2024,TE,00-0033885,David Njoku,101.1,132.9761904761905
2024,TE,00-0034351,Dallas Goedert,105.5,131.4416149068323
2024,TE,00-0034383,Dalton Schultz,117.9,126.6857142857143
2024,TE,00-0035229,T.J. Hockenson,118.7,126.6857142857143
2024,TE,00-0039338,Brock Bowers,121.7,126.10499999999998
2024,TE,00-0036894,Pat Freiermuth,135.5,126.10499999999998
2024,TE,00-0036290,Cole Kmet,137.1,126.10499999999998
2024,TE,00-0039144,Luke Musgrave,151.7,117.2413461538463
2024,TE,00-0037838,Isaiah Likely,152.0,114.31153846153846
2024,TE,00-0033357,Taysom Hill,155.9,114.31153846153846
2024,TE,00-0035689,Dawson Knox,165.9,114.31153846153846
