player_id,name,season,n_games,adot,target_share,yac_per_rec,td_per_target,slot,ppg,cluster,is_top30_recent
00-0033069,Braxton Miller,2016,8,7.6296,0.0985,2.5714,0.037,0,3.5875,1,False
00-0033069,Braxton Miller,2017,8,7.5714,0.1143,3.2105,0.0357,0,5.15,1,False
00-0033079,Ricardo Louis,2017,12,12.1525,0.1338,2.5769,0.0,0,4.85,1,False
00-0033094,Marvin Hall,2020,9,15.3667,0.0845,3.2222,0.0667,0,6.7,0,False
00-0033111,Pharoh Cooper,2019,9,10.1613,0.1047,3.0,0.0323,0,5.7,1,False
00-0033127,Will Fuller,2016,14,15.1848,0.1779,5.0638,0.0217,0,9.1571,0,False
00-0033127,Will Fuller,2017,10,15.88,0.1592,3.5357,0.14,0,11.32,0,False
00-0033127,Will Fuller,2019,10,14.4,0.2208,4.5,0.0429,0,13.24,1,False
00-0033127,Will Fuller,2020,10,12.5333,0.2287,5.4906,0.1067,0,18.89,1,False
00-0033251,Zach Pascal,2019,13,11.2676,0.164,5.8293,0.0704,0,10.4077,0,False
00-0033251,Zach Pascal,2020,15,10.9286,0.1354,5.3256,0.0714,0,8.9867,0,False
00-0033251,Zach Pascal,2021,14,8.9552,0.1479,3.1842,0.0448,0,6.6857,1,False
00-0033282,Curtis Samuel,2018,11,11.9062,0.1645,2.8684,0.0781,0,11.7545,0,False
00-0033282,Curtis Samuel,2019,16,14.6476,0.1659,2.8333,0.0571,0,10.7312,1,False
00-0033282,Curtis Samuel,2020,15,7.3299,0.1862,4.1558,0.0309,0,14.14,1,False
00-0033282,Curtis Samuel,2022,15,6.7912,0.1777,4.5714,0.044,0,11.64,1,False
00-0033282,Curtis Samuel,2023,16,6.5714,0.154,4.1935,0.044,0,9.825,1,False
00-0033282,Curtis Samuel,2024,11,4.5682,0.1298,5.1613,0.0227,0,5.7273,1,False
00-0033292,Trent Taylor,2017,14,6.8136,0.1079,4.4762,0.0339,0,6.8714,1,False
00-0033292,Trent Taylor,2018,11,5.5263,0.1005,3.9583,0.0263,0,4.5455,1,False
00-0033307,Kendrick Bourne,2017,9,11.8485,0.1003,7.125,0.0,0,4.6333,0,False
00-0033307,Kendrick Bourne,2018,13,8.5938,0.1435,3.4878,0.0469,0,8.2538,1,False
00-0033307,Kendrick Bourne,2019,12,8.7561,0.1126,4.0741,0.0976,0,7.15,0,False
00-0033307,Kendrick Bourne,2020,13,9.2917,0.1475,4.5,0.0278,0,9.7769,1,False
00-0033307,Kendrick Bourne,2021,16,8.4571,0.1316,7.0,0.0714,0,11.2625,0,False
00-0033307,Kendrick Bourne,2022,10,9.9286,0.1257,4.0,0.0238,0,7.77,1,False
00-0033307,Kendrick Bourne,2023,8,10.4364,0.1978,5.4865,0.0727,0,12.5,1,False
00-0033307,Kendrick Bourne,2024,11,9.5946,0.1025,3.1852,0.027,0,5.7727,1,False
00-0033307,Kendrick Bourne,2025,10,10.5714,0.1392,4.5429,0.0,0,8.57,1,False
00-0033375,Tim Patrick,2020,15,12.481,0.1534,4.6667,0.0759,0,10.7467,0,False
00-0033375,Tim Patrick,2021,16,11.7059,0.1657,3.8113,0.0588,0,9.775,1,False
00-0033375,Tim Patrick,2024,11,9.4146,0.1065,4.375,0.0732,0,8.0545,0,False
00-0033460,John Ross,2018,12,13.3333,0.1414,2.8095,0.1228,0,7.075,0,False
00-0033460,John Ross,2019,8,15.625,0.175,7.0714,0.0536,0,11.875,0,False
00-0033466,Isaiah McKenzie,2019,11,4.5789,0.1128,7.3846,0.0263,1,5.4909,2,False
00-0033466,Isaiah McKenzie,2020,8,4.25,0.0872,6.2917,0.1429,1,9.3875,2,False
00-0033466,Isaiah McKenzie,2022,13,8.9048,0.1296,3.0488,0.0635,1,8.6,2,False
00-0033471,Isaiah Ford,2020,8,9.3488,0.1483,2.2593,0.0,0,6.7,1,False
00-0033536,Mike Williams,2018,15,14.7576,0.1358,2.7442,0.1515,0,12.0133,0,False
00-0033536,Mike Williams,2019,15,17.8111,0.159,3.8163,0.0222,0,10.7533,0,False
00-0033536,Mike Williams,2020,13,14.5357,0.165,3.4043,0.0595,0,11.6154,1,False
00-0033536,Mike Williams,2021,16,11.6047,0.2019,5.4605,0.0698,0,15.4125,1,False
00-0033536,Mike Williams,2022,12,11.913,0.1815,5.2258,0.0435,0,14.5,1,False
00-0033536,Mike Williams,2024,10,14.3226,0.0873,1.8333,0.0,0,4.02,1,False
00-0033555,Mack Hollins,2022,16,12.6989,0.1694,3.4107,0.043,0,9.4725,1,False
00-0033555,Mack Hollins,2023,8,12.7931,0.1051,3.2353,0.0,0,5.2125,1,False
00-0033555,Mack Hollins,2024,13,13.4043,0.113,3.0,0.0851,0,7.0077,0,False
00-0033555,Mack Hollins,2025,13,13.2344,0.1572,2.4,0.0156,0,8.1538,1,False
00-0033562,Ryan Switzer,2018,11,3.359,0.0782,4.0303,0.0256,1,5.8455,2,False
00-0033589,David Moore,2018,12,16.0,0.1619,3.5769,0.098,0,8.4167,0,False
00-0033589,David Moore,2019,12,14.6364,0.0823,7.5294,0.0606,0,4.9667,0,False
00-0033589,David Moore,2020,13,8.5909,0.0967,4.8438,0.1364,0,8.5077,0,False
00-0033589,David Moore,2024,12,11.0182,0.1385,1.9355,0.0545,0,6.8667,1,False
00-0033591,Noah Brown,2022,15,10.8108,0.1483,2.9767,0.0405,0,7.6333,1,False
00-0033591,Noah Brown,2023,10,11.9636,0.1576,6.7576,0.0364,0,10.16,0,False
00-0033591,Noah Brown,2024,10,11.3091,0.1768,2.4118,0.0182,0,8.37,1,False
00-0033681,Keelan Cole,2017,15,12.6098,0.1598,7.2927,0.0366,1,8.76,2,False
00-0033681,Keelan Cole,2018,13,9.8714,0.1515,3.5789,0.0143,1,6.8538,2,False
00-0033681,Keelan Cole,2019,10,10.4412,0.0879,4.3043,0.0882,1,7.58,2,False
00-0033681,Keelan Cole,2020,16,10.875,0.1429,3.1636,0.0568,1,9.7125,2,False
00-0033681,Keelan Cole,2021,13,13.42,0.1096,3.0357,0.02,1,6.0692,2,False
00-0033733,Greg Ward,2020,15,5.641,0.1405,3.1346,0.0769,1,8.7733,2,False
00-0033839,Dede Westbrook,2018,16,8.4356,0.1884,5.4848,0.0495,0,11.3438,1,False
00-0033839,Dede Westbrook,2019,14,6.64,0.1969,4.7121,0.03,0,11.1929,1,False
00-0033857,JuJu Smith-Schuster,2017,13,9.2278,0.1779,7.4138,0.0886,0,15.2077,0,False
00-0033857,JuJu Smith-Schuster,2018,16,8.8012,0.2409,5.8378,0.0422,0,18.5562,1,False
00-0033857,JuJu Smith-Schuster,2019,12,9.7571,0.1728,5.2857,0.0429,0,9.4333,1,False
00-0033857,JuJu Smith-Schuster,2020,16,5.4922,0.1951,4.2165,0.0703,0,14.6312,1,False
00-0033857,JuJu Smith-Schuster,2022,16,7.4257,0.1637,5.859,0.0297,0,11.5812,1,False
00-0033857,JuJu Smith-Schuster,2023,9,7.2444,0.1415,3.4815,0.0,0,5.7556,1,False
00-0033857,JuJu Smith-Schuster,2025,13,5.6905,0.0959,5.875,0.0238,0,5.5615,0,False
00-0033871,Corey Davis,2017,11,11.4615,0.1879,2.9706,0.0,0,6.3182,1,False
00-0033871,Corey Davis,2018,16,10.3482,0.2563,4.1077,0.0357,0,11.475,1,False
00-0033871,Corey Davis,2019,15,12.029,0.1608,5.0465,0.029,0,7.6733,1,False
00-0033871,Corey Davis,2020,14,11.7391,0.2212,4.4769,0.0543,0,13.6714,1,False
00-0033871,Corey Davis,2021,9,12.9661,0.1751,3.7941,0.0678,0,11.6889,1,False
00-0033871,Corey Davis,2022,11,13.3065,0.1439,3.5161,0.0323,0,8.6455,1,False
00-0033891,Zay Jones,2017,13,13.3151,0.1853,2.3333,0.0274,0,5.4308,1,False
00-0033891,Zay Jones,2018,14,12.0,0.2188,2.4727,0.07,0,11.6071,1,False
00-0033891,Zay Jones,2019,14,10.7556,0.0941,2.8519,0.0,0,3.4929,1,False
00-0033891,Zay Jones,2021,12,14.0299,0.1479,3.3182,0.0149,0,8.05,1,False
00-0033891,Zay Jones,2022,16,8.4132,0.2112,3.5732,0.0413,0,12.3812,1,False
00-0033891,Zay Jones,2023,9,13.6094,0.1798,1.5,0.0312,0,8.6778,1,False
00-0033908,Cooper Kupp,2017,15,8.5957,0.1942,5.871,0.0532,0,11.7933,1,False
00-0033908,Cooper Kupp,2019,16,7.2388,0.212,5.7234,0.0746,0,16.9062,1,False
00-0033908,Cooper Kupp,2020,15,6.3065,0.2246,5.7065,0.0242,0,14.0467,1,False
00-0033908,Cooper Kupp,2021,17,8.5916,0.3147,5.8345,0.0838,0,25.8529,1,False
00-0033908,Cooper Kupp,2022,9,7.2755,0.3025,5.5067,0.0612,0,22.3778,1,False
00-0033908,Cooper Kupp,2023,11,8.2553,0.2597,5.4483,0.0532,0,14.7545,1,False
00-0033908,Cooper Kupp,2024,12,7.58,0.2532,4.0149,0.06,0,14.5833,1,False
00-0033908,Cooper Kupp,2025,15,7.3478,0.1624,6.0652,0.029,0,7.6067,1,False
00-0033911,Taywan Taylor,2017,8,10.9091,0.0849,3.4,0.0455,0,5.025,1,False
00-0033911,Taywan Taylor,2018,12,12.8,0.1708,4.3514,0.0182,0,7.3,1,False
00-0033921,Chris Godwin Jr.,2017,12,13.7885,0.1148,4.9677,0.0192,0,7.2667,0,False
00-0033921,Chris Godwin Jr.,2018,16,11.6737,0.152,4.1525,0.0737,0,11.575,0,False
00-0033921,Chris Godwin Jr.,2019,14,10.4711,0.2168,6.7093,0.0744,0,19.7214,1,False
00-0033921,Chris Godwin Jr.,2020,12,10.2143,0.181,4.3077,0.0833,0,15.9167,1,False
00-0033921,Chris Godwin Jr.,2021,14,7.3307,0.2079,5.9796,0.0394,0,17.3143,1,False
00-0033921,Chris Godwin Jr.,2022,15,5.7746,0.2104,4.9423,0.0211,0,14.8533,1,False
00-0033921,Chris Godwin Jr.,2023,17,9.0769,0.2289,4.5301,0.0154,0,12.3059,1,False
00-0033921,Chris Godwin Jr.,2025,8,7.12,0.1859,6.3438,0.04,0,10.15,1,False
00-0033932,Kenny Golladay,2017,11,14.8125,0.1283,6.4643,0.0625,0,8.6,0,False
00-0033932,Kenny Golladay,2018,14,12.4407,0.2355,5.0,0.0424,0,14.6357,1,False
00-0033932,Kenny Golladay,2019,16,14.6379,0.2032,4.6769,0.0948,0,15.5,0,False
00-0033932,Kenny Golladay,2021,13,13.8667,0.1616,3.2162,0.0,0,6.8538,1,False
00-0033933,Chad Williams,2018,10,12.7391,0.1465,0.9412,0.0217,1,4.1,2,False
00-0033943,Josh Reynolds,2018,9,11.9412,0.1545,4.3571,0.098,0,10.7889,0,False
00-0033943,Josh Reynolds,2019,10,10.1842,0.0913,6.95,0.0263,0,5.68,0,False
00-0033943,Josh Reynolds,2020,14,10.962,0.1543,4.14,0.0253,0,8.6071,1,False
00-0033943,Josh Reynolds,2021,9,13.875,0.1611,4.0357,0.0417,0,8.7556,1,False
00-0033943,Josh Reynolds,2022,11,12.069,0.1429,3.0811,0.0517,0,9.3091,1,False
00-0033943,Josh Reynolds,2023,15,10.0317,0.1175,4.4359,0.0794,0,8.5667,0,False
00-0034052,Brandon Zylstra,2021,9,10.48,0.0769,6.5556,0.04,0,5.4444,0,False
00-0034104,Cam Sims,2020,9,10.5,0.1223,8.1667,0.0,0,8.2,0,False
00-0034272,Marquez Valdes-Scantling,2018,13,11.9577,0.1376,5.7568,0.0282,0,8.4385,0,False
00-0034272,Marquez Valdes-Scantling,2019,12,15.8491,0.1196,6.0,0.0377,0,6.875,0,False
00-0034272,Marquez Valdes-Scantling,2020,12,18.082,0.1517,7.5,0.0984,0,11.1667,0,False
00-0034272,Marquez Valdes-Scantling,2021,10,18.1111,0.1525,5.6154,0.0556,0,8.7,0,False
00-0034272,Marquez Valdes-Scantling,2022,16,14.2625,0.1372,2.9756,0.025,0,7.5125,1,False
00-0034272,Marquez Valdes-Scantling,2023,12,18.6579,0.085,4.7368,0.0263,0,4.4083,0,False
00-0034272,Marquez Valdes-Scantling,2024,10,17.4634,0.1297,7.8889,0.0976,0,8.3,0,False
00-0034273,Damion Ratley,2019,8,13.0435,0.0861,3.9167,0.0435,0,4.75,1,False
00-0034279,Equanimeous St. Brown,2018,9,13.5588,0.1,6.0,0.0,0,5.7111,0,False
00-0034279,Equanimeous St. Brown,2022,12,13.2778,0.1423,4.8421,0.0278,0,4.95,0,False
00-0034286,Richie James,2022,14,7.2714,0.162,3.0877,0.0571,0,9.8929,1,False
00-0034297,Byron Pringle,2021,15,10.678,0.0961,4.1463,0.0847,0,8.3333,0,False
00-0034309,Chad Beebe,2020,8,6.1071,0.09,3.3333,0.0714,1,5.975,2,False
00-0034339,Trey Quinn,2019,10,6.9778,0.1531,2.3462,0.0222,1,5.18,2,False
00-0034348,Courtland Sutton,2018,16,14.0238,0.1429,3.881,0.0476,0,8.5188,1,False
00-0034348,Courtland Sutton,2019,16,11.5806,0.246,4.8889,0.0484,0,13.9012,1,False
00-0034348,Courtland Sutton,2021,17,15.398,0.1811,2.3276,0.0204,0,8.8376,1,False
00-0034348,Courtland Sutton,2022,14,12.3333,0.2255,2.2969,0.0185,0,11.3857,1,False
00-0034348,Courtland Sutton,2023,15,11.5169,0.2005,2.6441,0.1124,0,12.68,0,False
00-0034348,Courtland Sutton,2024,16,13.237,0.2482,2.2099,0.0593,0,15.0188,1,False
00-0034348,Courtland Sutton,2025,17,12.4355,0.2023,3.0,0.0565,0,12.9235,1,False
00-0034353,Anthony Miller,2018,12,11.2264,0.1318,5.1515,0.1321,1,9.96,2,False
00-0034353,Anthony Miller,2019,12,10.0123,0.18,4.22,0.0247,1,10.4,2,False
00-0034353,Anthony Miller,2020,15,9.6533,0.1265,3.0417,0.0267,1,7.0933,2,False
00-0034366,Keke Coutee,2019,8,7.5556,0.125,6.3636,0.0,1,6.6,2,False
00-0034366,Keke Coutee,2020,8,9.425,0.1429,4.4848,0.075,1,11.125,2,False
00-0034370,DaeSean Hamilton,2019,10,7.74,0.1479,4.5714,0.02,0,6.37,1,False
00-0034370,DaeSean Hamilton,2020,10,13.0714,0.1074,4.3636,0.0476,0,6.0,0,False
00-0034386,Justin Watson,2022,10,20.037,0.0685,4.5,0.0741,0,5.18,0,False
00-0034386,Justin Watson,2023,11,17.8163,0.1178,1.8,0.0612,0,7.7,0,False
00-0034386,Justin Watson,2024,11,13.6786,0.0722,2.75,0.0714,0,5.2364,0,False
00-0034407,Ray-Ray McCloud,2021,11,6.5781,0.1435,2.7568,0.0,0,5.8,1,False
00-0034407,Ray-Ray McCloud,2024,16,6.814,0.1641,5.3279,0.0116,0,8.675,1,False
00-0034411,Russell Gage,2019,12,7.1111,0.139,3.1458,0.0139,1,8.2667,2,False
00-0034411,Russell Gage,2020,16,8.5046,0.1736,3.9028,0.0367,1,11.3162,2,False
00-0034411,Russell Gage,2021,13,9.383,0.2227,3.7576,0.0426,1,12.5385,2,False
00-0034411,Russell Gage,2022,12,5.4058,0.1322,3.4,0.0725,1,10.125,2,False
00-0034418,Cedrick Wilson Jr.,2021,13,9.3333,0.1195,5.9091,0.1,0,10.9108,0,False
00-0034418,Cedrick Wilson Jr.,2023,10,11.5676,0.1118,2.7143,0.0541,0,6.25,1,False
00-0034419,Braxton Berrios,2020,12,7.6481,0.1414,5.7222,0.0556,0,7.9167,0,False
00-0034419,Braxton Berrios,2021,10,5.5667,0.1604,5.1667,0.0333,0,10.43,1,False
00-0034419,Braxton Berrios,2023,11,6.9032,0.0827,3.2692,0.0323,0,5.0636,1,False
00-0034426,Javon Wims,2019,8,12.0833,0.1176,2.5625,0.0,0,4.15,1,False
00-0034487,Trent Sherfield,2022,14,11.3469,0.0974,4.6552,0.0408,0,5.8714,1,False
00-0034510,Robert Foster,2018,11,20.5909,0.1341,6.1852,0.0682,0,9.0091,0,False
00-0034521,Allen Lazard,2019,11,14.1538,0.1323,3.7429,0.0577,0,9.3455,0,False
00-0034521,Allen Lazard,2020,10,9.9565,0.1447,5.9091,0.0652,0,9.78,0,False
00-0034521,Allen Lazard,2021,12,10.5517,0.1352,3.8684,0.1207,0,10.6917,0,False
00-0034521,Allen Lazard,2022,15,12.49,0.2024,4.1333,0.06,0,11.6533,1,False
00-0034521,Allen Lazard,2023,10,12.0217,0.1333,2.4348,0.0217,0,6.01,1,False
00-0034521,Allen Lazard,2024,11,11.1667,0.1481,4.25,0.1,0,11.2,0,False
00-0034646,Brandon Powell,2022,10,0.4643,0.1057,7.9524,0.0,0,4.3,0,False
00-0034646,Brandon Powell,2023,11,7.5952,0.104,3.7143,0.0238,0,6.1455,1,False
00-0034676,James Washington,2018,11,16.027,0.0749,3.3125,0.027,0,3.9727,0,False
00-0034676,James Washington,2019,14,15.7468,0.1721,4.2045,0.038,0,9.5357,0,False
00-0034676,James Washington,2020,14,12.7963,0.0939,4.6333,0.0926,0,7.0857,0,False
00-0034676,James Washington,2021,10,11.5128,0.0968,3.2273,0.0513,0,6.25,1,False
00-0034686,Auden Tate,2019,12,11.6625,0.1778,3.35,0.0125,0,8.4583,1,False
00-0034764,Michael Gallup,2018,14,14.1642,0.146,5.375,0.0299,0,6.8429,0,False
00-0034764,Michael Gallup,2019,14,12.5752,0.2124,5.0455,0.0531,0,15.1929,1,False
00-0034764,Michael Gallup,2020,16,11.781,0.1643,4.2712,0.0476,0,10.8312,1,False
00-0034764,Michael Gallup,2021,9,11.6452,0.1632,3.5143,0.0323,0,10.1667,1,False
00-0034764,Michael Gallup,2022,14,11.0676,0.1637,2.7436,0.0541,0,7.5286,1,False
00-0034764,Michael Gallup,2023,13,11.0185,0.1151,3.1562,0.037,0,6.4308,1,False
00-0034765,Tre'Quan Smith,2018,8,11.5128,0.1612,4.1538,0.1282,0,11.975,0,False
00-0034765,Tre'Quan Smith,2019,8,8.087,0.0752,6.6471,0.1739,0,7.7875,0,False
00-0034765,Tre'Quan Smith,2020,10,9.4468,0.1274,3.625,0.0851,0,9.91,0,False
00-0034765,Tre'Quan Smith,2021,10,9.6,0.1488,3.5312,0.06,0,8.77,1,False
00-0034772,Antonio Callaway,2018,13,13.6842,0.1607,5.5714,0.0658,0,10.1,0,False
00-0034775,Christian Kirk,2018,12,9.6176,0.1926,5.2326,0.0441,0,10.2917,1,False
00-0034775,Christian Kirk,2019,13,9.9907,0.2328,4.2059,0.0278,0,12.9385,1,False
00-0034775,Christian Kirk,2020,14,11.8354,0.154,3.6458,0.0759,0,10.4571,0,False
00-0034775,Christian Kirk,2021,16,11.7353,0.1825,3.0263,0.049,0,12.8825,1,False
00-0034775,Christian Kirk,2022,17,9.1429,0.2232,4.4167,0.0602,0,14.2294,1,False
00-0034775,Christian Kirk,2023,11,9.7381,0.2228,4.375,0.0357,0,13.3327,1,False
00-0034775,Christian Kirk,2024,8,13.7021,0.1865,4.1852,0.0213,0,8.8625,1,False
00-0034775,Christian Kirk,2025,11,7.0192,0.1372,4.1071,0.0192,0,5.2636,1,False
00-0034777,DJ Chark,2019,15,11.7881,0.2107,4.3288,0.0678,0,15.0533,1,False
00-0034777,DJ Chark,2020,13,13.9785,0.1871,3.1132,0.0538,0,11.8154,1,False
00-0034777,DJ Chark,2022,10,15.098,0.1371,4.4,0.0588,0,9.82,0,False
00-0034777,DJ Chark,2023,13,15.4769,0.1451,2.3235,0.0769,0,8.6923,0,False
00-0034827,DJ Moore,2018,15,8.9878,0.1527,7.6545,0.0244,0,10.58,0,False
00-0034827,DJ Moore,2019,15,11.037,0.2312,4.4828,0.0296,0,15.3667,1,False
00-0034827,DJ Moore,2020,15,13.2288,0.2314,5.7879,0.0339,0,14.1,1,False
00-0034827,DJ Moore,2021,17,10.638,0.2721,4.5376,0.0245,0,13.9706,1,False
00-0034827,DJ Moore,2022,17,12.9322,0.2582,2.9524,0.0593,0,11.7118,1,False
00-0034827,DJ Moore,2023,17,10.8529,0.2651,5.6146,0.0588,0,16.8529,1,False
00-0034827,DJ Moore,2024,17,7.4929,0.2473,6.0,0.0429,0,14.0059,1,False
00-0034827,DJ Moore,2025,17,11.6235,0.1481,4.44,0.0706,0,10.1282,0,False
00-0034837,Calvin Ridley,2018,16,10.1739,0.1491,5.6875,0.1087,0,12.925,0,False
00-0034837,Calvin Ridley,2019,12,13.4783,0.1786,2.2258,0.0761,0,16.2833,1,False
00-0034837,Calvin Ridley,2020,15,14.3497,0.2411,3.0556,0.0629,0,18.7667,1,False
00-0034837,Calvin Ridley,2023,17,13.0221,0.2194,2.5526,0.0588,0,13.5235,1,False
00-0034837,Calvin Ridley,2024,17,15.6917,0.2264,3.6094,0.0333,0,11.7176,1,False
00-0034860,Dante Pettis,2018,8,11.0682,0.1583,7.5926,0.1136,0,12.9375,0,False
00-0034860,Dante Pettis,2022,9,9.0278,0.1629,2.0,0.0556,0,4.9,1,False
00-0034928,Steven Sims,2019,10,6.963,0.1788,5.125,0.0741,0,10.43,1,False
00-0034928,Steven Sims,2020,8,7.2353,0.1049,5.1667,0.0294,0,6.8375,1,False
00-0034928,Steven Sims,2022,8,5.7273,0.0887,4.3077,0.0,0,3.575,1,False
00-0034960,Jakobi Meyers,2019,10,10.125,0.0971,4.36,0.0,0,5.87,1,False
00-0034960,Jakobi Meyers,2020,11,10.2375,0.2807,3.7241,0.0,0,12.8018,1,False
00-0034960,Jakobi Meyers,2021,16,9.6905,0.2368,2.6747,0.0159,0,11.6438,1,False
00-0034960,Jakobi Meyers,2022,14,9.8958,0.2124,3.5522,0.0625,0,13.0214,1,False
00-0034960,Jakobi Meyers,2023,15,9.619,0.2051,3.4429,0.0762,0,14.3787,1,False
00-0034960,Jakobi Meyers,2024,15,9.9302,0.2341,3.3678,0.031,0,14.5333,1,False
00-0034960,Jakobi Meyers,2025,16,9.1636,0.2222,3.76,0.0273,0,10.9875,1,False
00-0034983,Hunter Renfrow,2019,13,7.0282,0.1678,6.1429,0.0563,1,10.2692,2,False
00-0034983,Hunter Renfrow,2020,16,7.1039,0.1397,6.0357,0.026,1,8.225,2,False
00-0034983,Hunter Renfrow,2021,17,6.4688,0.2038,4.3883,0.0703,1,15.2412,2,False
00-0034983,Hunter Renfrow,2022,10,6.78,0.1445,4.1389,0.04,1,7.9,2,False
00-0034983,Hunter Renfrow,2023,10,5.3529,0.0977,6.2609,0.0,1,4.37,2,False
00-0035006,Bisi Johnson,2019,10,9.2381,0.1317,2.3929,0.0476,0,6.5,1,False
00-0035140,Mecole Hardman,2019,9,10.1622,0.1125,9.913,0.1081,0,9.6444,0,False
00-0035140,Mecole Hardman,2020,13,10.9322,0.1122,6.9487,0.0678,0,9.6846,0,False
00-0035140,Mecole Hardman,2021,15,7.1728,0.1326,8.2105,0.0247,0,8.8267,0,False
00-0035208,Olamide Zaccheaus,2021,13,8.9216,0.1151,3.2069,0.0588,0,6.5615,0,False
00-0035208,Olamide Zaccheaus,2022,15,11.9667,0.1662,4.6923,0.05,0,7.24,1,False
00-0035208,Olamide Zaccheaus,2024,14,6.381,0.1479,6.3636,0.0476,0,8.0429,0,False
00-0035208,Olamide Zaccheaus,2025,13,7.125,0.1481,3.6316,0.0312,0,6.4,1,False
00-0035215,Deonte Harty,2021,12,9.2759,0.1563,6.3143,0.0345,0,8.4083,0,False
00-0035216,Diontae Johnson,2019,16,9.163,0.1804,5.1695,0.0543,0,10.3188,1,False
00-0035216,Diontae Johnson,2020,14,7.979,0.2387,4.5402,0.049,0,15.9286,1,False
00-0035216,Diontae Johnson,2021,16,8.5207,0.2789,4.9252,0.0473,0,17.15,1,False
00-0035216,Diontae Johnson,2022,17,10.1973,0.2574,2.7442,0.0,0,10.6294,1,False
00-0035216,Diontae Johnson,2023,13,12.7126,0.2242,5.1176,0.0575,0,11.7462,1,False
00-0035216,Diontae Johnson,2024,10,10.7727,0.2062,2.7576,0.0455,0,8.91,1,False
00-0035287,KeeSean Johnson,2019,10,9.381,0.1163,2.0476,0.0238,0,4.6,1,False
00-0035297,Kelvin Harmon,2019,10,11.8049,0.1306,3.2593,0.0,0,6.154,1,False
00-0035298,Scott Miller,2020,12,16.0,0.1116,3.25,0.0588,0,8.425,0,False
00-0035298,Scott Miller,2022,9,11.5789,0.0957,1.4348,0.0,0,4.7,1,False
00-0035350,Preston Williams,2019,8,14.0167,0.2113,1.9062,0.05,0,11.35,1,False
00-0035350,Preston Williams,2020,8,14.5143,0.1406,2.3333,0.1143,0,9.35,0,False
00-0035359,David Sills,2025,8,11.125,0.126,2.8824,0.0625,0,5.875,1,False
00-0035406,Lil'Jordan Humphrey,2024,10,6.0488,0.1239,6.2667,0.0244,0,6.25,0,False
00-0035414,Jalen Guyton,2020,13,16.2885,0.0994,5.4,0.0385,0,6.0692,0,False
00-0035414,Jalen Guyton,2021,14,9.7609,0.0811,4.8065,0.0652,0,6.9214,0,False
00-0035500,Greg Dortch,2022,8,5.0164,0.1763,5.9592,0.0164,0,13.075,1,False
00-0035500,Greg Dortch,2024,13,4.6957,0.1072,7.5882,0.0652,0,6.4769,0,False
00-0035500,Greg Dortch,2025,8,1.5806,0.0925,7.1852,0.0968,0,8.1375,0,False
00-0035527,Andy Isabella,2020,10,11.1765,0.096,4.1,0.0588,0,5.24,0,False
00-0035535,Darius Slayton,2019,14,14.0238,0.1634,4.0,0.0952,0,12.1429,0,False
00-0035535,Darius Slayton,2020,14,13.6489,0.2039,3.3125,0.0319,0,9.7714,1,False
00-0035535,Darius Slayton,2021,11,13.5536,0.1411,2.56,0.0357,0,6.0727,1,False
00-0035535,Darius Slayton,2022,13,12.4507,0.183,5.6957,0.0282,0,9.8769,0,False
00-0035535,Darius Slayton,2023,17,12.2405,0.1525,5.96,0.0506,0,8.8824,0,False
00-0035535,Darius Slayton,2024,14,13.2029,0.1414,3.0526,0.029,0,7.6714,1,False
00-0035535,Darius Slayton,2025,13,13.3387,0.1546,5.3514,0.0161,0,7.6,0,False
00-0035592,Travis Fulgham,2020,12,11.9851,0.1537,2.6316,0.0597,0,9.6583,1,False
00-0035639,Parris Campbell,2022,17,6.3956,0.1507,4.381,0.033,0,8.7706,1,False
00-0035640,DK Metcalf,2019,15,12.9293,0.2037,4.7586,0.0707,0,12.4733,1,False
00-0035640,DK Metcalf,2020,16,13.7054,0.2291,4.3735,0.0775,0,16.9562,1,False
00-0035640,DK Metcalf,2021,17,12.6822,0.2606,4.3733,0.093,0,14.3706,1,False
00-0035640,DK Metcalf,2022,17,11.2128,0.2461,2.4,0.0426,0,13.3412,1,False
00-0035640,DK Metcalf,2023,16,12.8487,0.216,5.5606,0.0672,0,14.0875,1,False
00-0035640,DK Metcalf,2024,15,13.713,0.2038,3.9848,0.0463,0,12.7467,1,False
00-0035640,DK Metcalf,2025,15,10.5455,0.2134,7.0169,0.0606,0,12.48,1,True
00-0035659,Terry McLaurin,2019,14,14.0215,0.2246,3.7414,0.0753,0,13.7071,1,False
00-0035659,Terry McLaurin,2020,15,9.7015,0.2419,5.4943,0.0299,0,14.92,1,False
00-0035659,Terry McLaurin,2021,17,13.1308,0.2364,3.987,0.0385,0,12.5588,1,False
00-0035659,Terry McLaurin,2022,17,12.9083,0.2166,4.961,0.0417,0,13.4706,1,False
00-0035659,Terry McLaurin,2023,17,11.4697,0.2075,4.4304,0.0303,0,11.9529,1,False
00-0035659,Terry McLaurin,2024,17,13.3419,0.2229,3.561,0.1111,0,15.7529,0,False
00-0035659,Terry McLaurin,2025,10,13.9833,0.2113,2.4474,0.05,0,11.42,1,True
00-0035662,Marquise Brown,2019,14,11.0141,0.1835,4.913,0.0986,0,10.4571,0,False
00-0035662,Marquise Brown,2020,16,12.91,0.2463,4.7241,0.08,0,11.4375,1,False
00-0035662,Marquise Brown,2021,16,11.1096,0.2539,4.2637,0.0411,0,14.2688,1,False
