year,name,pos,adp,stdev,team,pid,games,ppg,rookie_season,exp,tier,in_fit,adp_rank,adp_dec,m_iso_deep,resid_iso
2021,Rondale Moore,WR,146.4,16.1,ARI,00-0036936,14,7.935714285714285,2021,0,rookie,True,59,9,9.338003994797472,-1.4022897090831865
2021,Bryan Edwards,WR,148.2,20.3,LV,00-0036365,14,7.635714285714286,2020,1,soph,True,60,9,9.338003994797472,-1.7022897090831854
2021,Terrace Marshall Jr.,WR,149.0,16.4,CAR,00-0036955,8,3.9000000000000004,2021,0,rookie,True,61,9,9.338003994797472,-5.438003994797471
2021,Cole Beasley,WR,150.9,16.4,BUF,00-0029000,16,9.95625,2012,9,vet,True,62,9,9.338003994797472,0.6182460052025291
2021,A.J. Green,WR,156.6,20.9,ARI,00-0027942,15,10.293333333333333,2011,10,vet,True,63,10,9.338003994797472,0.9553293385358614
2021,Amon-Ra St. Brown,WR,158.5,14.7,DET,00-0036963,15,15.073333333333332,2021,0,rookie,True,64,10,9.338003994797472,5.735329338535861
2021,Randall Cobb,WR,159.7,18.2,GB,00-0028002,9,10.144444444444444,2011,10,vet,True,65,10,8.413288726154798,1.7311557182896458
2021,Tyrell Williams,WR,160.0,21.3,DET,00-0032160,1,3.4,2015,6,vet,False,66,10,8.413288726154798,-5.013288726154798
2021,DeVante Parker,WR,162.3,14.0,MIA,00-0031547,9,11.5,2015,6,vet,True,67,10,8.413288726154798,3.086711273845202
2021,Nelson Agholor,WR,170.7,25.1,NE,00-0031549,13,7.907692307692307,2015,6,vet,True,68,10,7.737402755974185,0.1702895517181222
2021,Marquez Valdes-Scantling,WR,170.9,23.5,GB,00-0034272,10,8.7,2018,3,vet,True,69,10,7.737402755974185,0.9625972440258144
2022,Justin Jefferson,WR,4.6,1.4,MIN,00-0036322,17,21.685882352941178,2020,2,vet,True,1,1,19.556530987394957,2.1293513655462206
2022,Cooper Kupp,WR,5.7,1.8,LAR,00-0033908,9,22.37777777777778,2017,5,vet,True,2,1,18.379251629089865,3.9985261486879153
2022,Ja'Marr Chase,WR,8.7,1.8,CIN,00-0036900,12,20.2,2021,1,soph,True,3,1,17.943725961538462,2.2562740384615374
2022,Davante Adams,WR,12.0,2.5,LV,00-0031381,17,19.735294117647058,2014,8,vet,True,4,1,16.94065359477124,2.7946405228758167
2022,Stefon Diggs,WR,13.6,2.0,BUF,00-0031588,16,19.7875,2015,7,vet,True,5,1,16.42261932202348,3.3648806779765223
2022,CeeDee Lamb,WR,17.5,2.6,DAL,00-0036358,17,17.741176470588233,2020,2,vet,True,6,2,16.42261932202348,1.3185571485647536
2022,Deebo Samuel Sr.,WR,19.6,2.9,SF,00-0035719,13,12.953846153846154,2019,3,vet,True,7,2,15.39774859415863,-2.443902440312476
2022,Tyreek Hill,WR,22.7,3.4,MIA,00-0033040,17,20.070588235294117,2016,6,vet,True,8,2,15.39774859415863,4.6728396411354876
2022,Michael Pittman Jr.,WR,24.9,3.2,IND,00-0036252,16,13.53125,2020,2,vet,True,9,2,15.39774859415863,-1.8664985941586298
2022,Mike Evans,WR,26.5,3.2,TB,00-0031408,15,15.026666666666667,2014,8,vet,True,10,2,14.881502854988153,0.14516381167851478
2022,Keenan Allen,WR,29.5,3.3,LAC,00-0030279,10,16.4,2013,9,vet,True,11,2,14.881502854988153,1.518497145011846
2022,A.J. Brown,WR,30.4,3.6,PHI,00-0035676,17,17.623529411764707,2019,3,vet,True,12,2,14.881502854988153,2.7420265567765547
2022,Tee Higgins,WR,32.5,3.5,CIN,00-0036410,14,15.778571428571428,2020,2,vet,True,13,3,14.881502854988153,0.897068573583276
2022,DJ Moore,WR,35.9,3.1,CAR,00-0034827,17,11.711764705882354,2018,4,vet,True,14,3,14.318447404719464,-2.60668269883711
2022,Terry McLaurin,WR,38.0,3.6,WAS,00-0035659,17,13.470588235294118,2019,3,vet,True,15,3,14.318447404719464,-0.8478591694253463
2022,Mike Williams,WR,39.6,4.0,LAC,00-0033536,12,14.5,2017,5,vet,True,16,3,14.318447404719464,0.1815525952805359
2022,Diontae Johnson,WR,43.4,4.3,PIT,00-0035216,17,10.629411764705882,2019,3,vet,True,17,3,13.894337842606387,-3.2649260779005047
2022,Courtland Sutton,WR,45.3,5.3,DEN,00-0034348,14,11.385714285714286,2018,4,vet,True,18,4,13.894337842606387,-2.5086235568921005
2022,Jaylen Waddle,WR,47.7,5.5,MIA,00-0036613,17,15.24705882352941,2021,1,soph,True,19,4,13.894337842606387,1.3527209809230243
2022,DK Metcalf,WR,51.4,5.4,SEA,00-0035640,17,13.341176470588236,2019,3,vet,True,20,4,13.894337842606387,-0.5531613720181507
2022,Michael Thomas,WR,52.3,5.3,NO,00-0032765,3,17.033333333333335,2016,6,vet,False,21,4,13.173062271062273,3.860271062271062
2022,Allen Robinson II,WR,53.5,5.9,LAR,00-0031428,10,8.49,2014,8,vet,True,22,4,13.173062271062273,-4.683062271062273
2022,Chris Godwin Jr.,WR,56.5,5.5,TB,00-0033921,15,14.853333333333333,2017,5,vet,True,23,4,12.853924073475543,1.9994092598577904
2022,Brandin Cooks,WR,56.7,5.6,HOU,00-0031236,13,11.2,2014,8,vet,True,24,4,12.853924073475543,-1.6539240734755438
2022,Jerry Jeudy,WR,61.7,6.0,DEN,00-0036407,14,14.585714285714285,2020,2,vet,True,25,5,12.853924073475543,1.7317902122387423
2022,Gabe Davis,WR,62.9,7.0,BUF,00-0036196,15,11.44,2020,2,vet,True,26,5,12.853924073475543,-1.4139240734755436
2022,Adam Thielen,WR,63.8,5.3,MIN,00-0030035,17,10.588235294117647,2013,9,vet,True,27,5,12.853924073475543,-2.2656887793578964
2022,Darnell Mooney,WR,68.1,5.4,CHI,00-0036309,11,9.227272727272727,2020,2,vet,True,28,5,12.853924073475543,-3.6266513462028165
2022,Hollywood Brown,WR,68.7,6.7,ARI,00-0035662,12,13.0,2019,3,vet,True,29,5,12.853924073475543,0.1460759265244569
2022,Hunter Renfrow,WR,71.2,7.4,LV,00-0034983,10,7.9,2019,3,vet,True,30,5,12.739458663273002,-4.8394586632730014
2022,Amon-Ra St. Brown,WR,73.4,7.7,DET,00-0036963,15,17.746666666666666,2021,1,soph,True,31,5,12.438209229710779,5.308457436955887
2022,JuJu Smith-Schuster,WR,75.9,7.3,KC,00-0033857,16,11.581249999999999,2017,5,vet,True,32,5,12.438209229710779,-0.85695922971078
2022,Rashod Bateman,WR,81.0,7.1,BAL,00-0036550,5,10.7,2021,1,soph,True,33,6,12.200000000000001,-1.5000000000000018
2022,Amari Cooper,WR,84.2,7.1,CLE,00-0031544,17,14.470588235294118,2015,7,vet,True,34,6,11.063778356464837,3.4068098788292804
2022,DeVonta Smith,WR,86.6,6.2,PHI,00-0036912,17,15.094117647058825,2021,1,soph,True,35,6,11.063778356464837,4.030339290593988
2022,Elijah Moore,WR,87.9,6.4,NYJ,00-0036980,12,7.166666666666667,2021,1,soph,True,36,6,11.063778356464837,-3.8971116897981704
2022,Allen Lazard,WR,89.5,8.1,GB,00-0034521,15,11.653333333333334,2018,4,vet,True,37,6,11.063778356464837,0.5895549768684969
2022,DeAndre Hopkins,WR,90.0,8.1,ARI,00-0030564,9,16.855555555555554,2013,9,vet,True,38,6,11.063778356464837,5.791777199090717
2022,Brandon Aiyuk,WR,90.0,6.1,SF,00-0036261,17,13.4,2020,2,vet,True,39,6,11.063778356464837,2.336221643535163
2022,Christian Kirk,WR,96.2,7.1,JAX,00-0034775,17,14.229411764705883,2018,4,vet,True,40,7,10.823809344250519,3.4056024204553648
2022,Drake London,WR,102.2,9.4,ATL,00-0037238,16,11.04375,2022,0,rookie,True,41,7,10.823809344250519,0.21994065574948074
2022,Robert Woods,WR,102.5,8.4,TEN,00-0030431,17,6.923529411764706,2013,9,vet,True,42,7,10.823809344250519,-3.9002799324858124
2022,Kadarius Toney,WR,102.7,8.1,KC,00-0036913,6,9.25,2021,1,soph,True,43,7,10.823809344250519,-1.5738093442505185
2022,Chris Olave,WR,110.4,7.3,NO,00-0037239,15,13.213333333333333,2022,0,rookie,True,44,7,10.169649826735766,3.043683506597567
2022,Tyler Lockett,WR,112.5,7.7,SEA,00-0032211,16,14.95625,2015,7,vet,True,45,7,10.169649826735766,4.786600173264235
2022,Skyy Moore,WR,118.1,9.4,KC,00-0038090,7,5.7,2022,0,rookie,True,46,8,10.169649826735766,-4.469649826735766
2022,Michael Gallup,WR,118.2,9.7,DAL,00-0034764,14,7.528571428571429,2018,4,vet,True,47,8,10.169649826735766,-2.6410783981643364
2022,Julio Jones,WR,120.9,11.5,TB,00-0027944,10,7.040000000000001,2011,11,vet,True,48,8,10.169649826735766,-3.129649826735765
2022,Tyler Boyd,WR,123.0,10.8,CIN,00-0033009,15,11.141333333333334,2016,6,vet,True,49,8,10.169649826735766,0.971683506597568
2022,George Pickens,WR,123.6,12.7,PIT,00-0037247,17,9.794117647058824,2022,0,rookie,True,50,8,10.169649826735766,-0.3755321796769415
2022,Marquez Valdes-Scantling,WR,129.0,10.9,KC,00-0034272,16,7.5125,2018,4,vet,True,51,8,10.169649826735766,-2.6571498267357656
2022,Treylon Burks,WR,129.3,10.4,TEN,00-0037742,10,7.859999999999999,2022,0,rookie,True,52,8,10.169649826735766,-2.3096498267357664
2022,Chase Claypool,WR,133.7,10.6,CHI,00-0036326,14,7.502857142857143,2020,2,vet,True,53,9,10.169649826735766,-2.666792683878623
2022,Romeo Doubs,WR,134.1,11.4,GB,00-0037816,12,8.233333333333333,2022,0,rookie,True,54,9,10.169649826735766,-1.9363164934024333
2022,DeVante Parker,WR,134.9,10.1,NE,00-0031547,11,9.354545454545455,2015,7,vet,True,55,9,10.169649826735766,-0.8151043721903104
2022,Rondale Moore,WR,142.5,8.1,ARI,00-0036936,7,12.642857142857142,2021,1,soph,True,56,9,10.169649826735766,2.4732073161213766
2022,Isaiah McKenzie,WR,152.6,16.4,BUF,00-0033466,13,8.6,2017,5,vet,True,57,10,9.338003994797472,-0.7380039947974719
2022,Nico Collins,WR,153.8,14.2,HOU,00-0036554,10,9.709999999999999,2021,1,soph,True,58,10,9.338003994797472,0.3719960052025275
2023,Justin Jefferson,WR,1.4,0.6,MIN,00-0036322,10,20.22,2020,3,vet,True,1,1,20.3425,-0.12250000000000227
2023,Ja'Marr Chase,WR,2.4,0.8,CIN,00-0036900,16,16.42,2021,2,vet,True,2,1,20.3425,-3.9224999999999994
2023,Tyreek Hill,WR,4.4,1.2,MIA,00-0033040,16,23.525,2016,7,vet,True,3,1,19.556530987394957,3.9684690126050413
2023,Cooper Kupp,WR,7.0,2.0,LAR,00-0033908,11,14.754545454545456,2017,6,vet,True,4,1,18.379251629089865,-3.624706174544409
2023,Stefon Diggs,WR,8.5,1.7,BUF,00-0031588,17,16.105882352941176,2015,8,vet,True,5,1,17.943725961538462,-1.8378436085972858
2023,CeeDee Lamb,WR,11.0,2.1,DAL,00-0036358,17,23.71764705882353,2020,3,vet,True,6,1,17.943725961538462,5.7739210972850685
2023,A.J. Brown,WR,12.5,2.4,PHI,00-0035676,16,18.10625,2019,4,vet,True,7,1,16.461948529411764,1.6443014705882355
2023,Amon-Ra St. Brown,WR,13.2,2.6,DET,00-0036963,16,20.68125,2021,2,vet,True,8,1,16.42261932202348,4.2586306779765195
2023,Garrett Wilson,WR,15.6,2.8,NYJ,00-0037740,17,12.541176470588235,2022,1,soph,True,9,1,16.42261932202348,-3.881442851435244
2023,Davante Adams,WR,15.6,2.6,LV,00-0031381,17,15.61176470588235,2014,9,vet,True,10,1,16.42261932202348,-0.8108546161411283
2023,Jaylen Waddle,WR,19.9,2.3,MIA,00-0036613,14,14.185714285714285,2021,2,vet,True,11,2,15.39774859415863,-1.2120343084443448
2023,Chris Olave,WR,20.4,2.4,NO,00-0037239,16,14.456249999999999,2022,1,soph,True,12,2,15.39774859415863,-0.9414985941586309
2023,DeVonta Smith,WR,23.3,2.9,PHI,00-0036912,16,14.225,2021,2,vet,True,13,2,15.39774859415863,-1.1727485941586302
2023,Tee Higgins,WR,26.6,3.2,CIN,00-0036410,12,11.466666666666667,2020,3,vet,True,14,2,14.881502854988153,-3.4148361883214857
2023,Calvin Ridley,WR,29.2,4.4,JAX,00-0034837,17,13.523529411764706,2018,5,vet,True,15,2,14.881502854988153,-1.3579734432234467
2023,Keenan Allen,WR,29.2,3.6,LAC,00-0030279,13,21.450769230769232,2013,10,vet,True,16,2,14.881502854988153,6.56926637578108
2023,DK Metcalf,WR,30.8,4.0,SEA,00-0035640,16,14.0875,2019,4,vet,True,17,2,14.881502854988153,-0.7940028549881522
2023,Amari Cooper,WR,35.4,4.0,CLE,00-0031544,15,15.133333333333333,2015,8,vet,True,18,3,14.318447404719464,0.8148859286138688
2023,Deebo Samuel Sr.,WR,37.2,4.4,SF,00-0035719,13,18.615384615384617,2019,4,vet,True,19,3,14.318447404719464,4.296937210665153
2023,DeAndre Hopkins,WR,41.4,4.9,TEN,00-0030564,17,13.152941176470588,2013,10,vet,True,20,3,14.318447404719464,-1.1655062282488764
2023,Drake London,WR,44.1,4.8,ATL,00-0037238,15,11.625333333333334,2022,1,soph,True,21,3,13.894337842606387,-2.269004509273053
2023,DJ Moore,WR,44.7,4.5,CHI,00-0034827,17,16.852941176470587,2018,5,vet,True,22,3,13.894337842606387,2.9586033338642004
2023,Jerry Jeudy,WR,44.8,4.7,DEN,00-0036407,16,8.8625,2020,3,vet,True,23,3,13.894337842606387,-5.031837842606386
2023,Christian Watson,WR,48.6,5.2,GB,00-0038124,9,11.255555555555555,2022,1,soph,True,24,4,13.894337842606387,-2.638782287050832
2023,Chris Godwin Jr.,WR,49.3,4.8,TB,00-0033921,17,12.305882352941175,2017,6,vet,True,25,4,13.894337842606387,-1.5884554896652112
2023,Terry McLaurin,WR,49.7,5.2,WAS,00-0035659,17,11.952941176470588,2019,4,vet,True,26,4,13.894337842606387,-1.9413966661357982
2023,Diontae Johnson,WR,53.4,5.2,PIT,00-0035216,13,11.746153846153845,2019,4,vet,True,27,4,13.173062271062273,-1.4269084249084276
2023,Tyler Lockett,WR,55.7,5.2,SEA,00-0032211,17,11.905882352941177,2015,8,vet,True,28,4,12.853924073475543,-0.9480417205343663
2023,Brandon Aiyuk,WR,57.0,5.7,SF,00-0036261,16,15.575,2020,3,vet,True,29,4,12.853924073475543,2.721075926524456
2023,Christian Kirk,WR,60.3,5.8,JAX,00-0034775,11,13.332727272727272,2018,5,vet,True,30,4,12.853924073475543,0.478803199251729
2023,Mike Williams,WR,63.3,6.4,LAC,00-0033536,3,16.733333333333334,2017,6,vet,False,31,5,12.853924073475543,3.879409259857791
2023,Michael Pittman Jr.,WR,63.8,6.0,IND,00-0036252,16,15.7625,2020,3,vet,True,32,5,12.853924073475543,2.908575926524456
2023,Mike Evans,WR,67.6,6.0,TB,00-0031408,17,16.61764705882353,2014,9,vet,True,33,5,12.853924073475543,3.763722985347986
2023,George Pickens,WR,70.0,7.6,PIT,00-0037247,16,13.03125,2022,1,soph,True,34,5,12.739458663273002,0.2917913367269982
2023,Hollywood Brown,WR,72.5,5.7,ARI,00-0035662,13,10.361538461538462,2019,4,vet,True,35,5,12.739458663273002,-2.3779202017345398
2023,Jahan Dotson,WR,73.1,6.8,WAS,00-0037741,14,8.757142857142856,2022,1,soph,True,36,5,12.438209229710779,-3.6810663725679227
2023,Jordan Addison,WR,78.4,6.4,MIN,00-0038994,16,13.83125,2023,0,rookie,True,37,6,12.438209229710779,1.3930407702892218
2023,Jaxon Smith-Njigba,WR,83.0,6.8,SEA,00-0038543,17,8.811764705882354,2023,0,rookie,True,38,6,11.063778356464837,-2.2520136505824837
2023,Brandin Cooks,WR,85.1,6.7,DAL,00-0031236,16,10.825,2014,9,vet,True,39,6,11.063778356464837,-0.23877835646483803
2023,Courtland Sutton,WR,87.0,6.5,DEN,00-0034348,15,12.68,2018,5,vet,True,40,6,11.063778356464837,1.6162216435351624
2023,Treylon Burks,WR,88.7,7.2,TEN,00-0037742,9,4.433333333333334,2022,1,soph,True,41,6,11.063778356464837,-6.630445023131504
2023,Gabe Davis,WR,89.5,6.7,BUF,00-0036196,15,10.76,2020,3,vet,True,42,6,11.063778356464837,-0.30377835646483753
2023,Michael Thomas,WR,91.0,7.7,NO,00-0032765,9,9.977777777777778,2016,7,vet,True,43,6,11.063778356464837,-1.0860005786870595
2023,JuJu Smith-Schuster,WR,93.3,7.5,NE,00-0033857,9,5.7555555555555555,2017,6,vet,True,44,6,10.823809344250519,-5.068253788694963
2023,Quentin Johnston,WR,96.1,7.5,LAC,00-0038544,17,5.529411764705882,2023,0,rookie,True,45,6,10.823809344250519,-5.294397579544636
2023,Elijah Moore,WR,97.2,7.0,CLE,00-0036980,16,8.25625,2021,2,vet,True,46,7,10.823809344250519,-2.567559344250519
2023,Kadarius Toney,WR,100.0,9.9,KC,00-0036913,8,5.6625,2021,2,vet,True,47,7,10.823809344250519,-5.161309344250519
2023,Zay Flowers,WR,100.0,9.4,BAL,00-0039064,15,13.620000000000001,2023,0,rookie,True,48,7,10.823809344250519,2.7961906557494824
2023,Rashod Bateman,WR,102.0,8.1,BAL,00-0036550,15,5.1,2021,2,vet,True,49,7,10.823809344250519,-5.723809344250519
2023,Skyy Moore,WR,109.1,9.1,KC,00-0038090,12,4.4750000000000005,2022,1,soph,True,50,7,10.169649826735766,-5.694649826735765
2023,Jakobi Meyers,WR,109.4,7.3,LV,00-0034960,15,14.378666666666668,2019,4,vet,True,51,7,10.169649826735766,4.209016839930902
2023,Nico Collins,WR,113.1,8.2,HOU,00-0036554,14,18.435714285714287,2021,2,vet,True,52,8,10.169649826735766,8.266064458978521
2023,Allen Lazard,WR,115.3,10.3,NYJ,00-0034521,10,6.01,2018,5,vet,True,53,8,10.169649826735766,-4.159649826735766
2023,Odell Beckham Jr.,WR,120.1,13.0,BAL,00-0031235,13,7.938461538461539,2014,9,vet,True,54,8,10.169649826735766,-2.231188288274227
2023,Jameson Williams,WR,120.3,10.3,DET,00-0037240,11,6.390909090909091,2022,1,soph,True,55,8,10.169649826735766,-3.778740735826675
2023,Rondale Moore,WR,123.2,11.4,ARI,00-0036936,15,6.013333333333334,2021,2,vet,True,56,8,10.169649826735766,-4.156316493402432
2023,Adam Thielen,WR,126.3,10.9,CAR,00-0030035,17,13.588235294117647,2013,10,vet,True,57,8,10.169649826735766,3.418585467381881
2023,Romeo Doubs,WR,127.7,10.5,GB,00-0037816,16,10.9,2022,1,soph,True,58,8,10.169649826735766,0.7303501732642346
2023,Darnell Mooney,WR,127.8,11.2,CHI,00-0036309,12,6.291666666666667,2020,3,vet,True,59,8,10.169649826735766,-3.877983160069099
2023,Tyler Boyd,WR,130.4,10.8,CIN,00-0033009,17,8.517647058823528,2016,7,vet,True,60,8,10.169649826735766,-1.6520027679122382
2023,Zay Jones,WR,131.1,11.7,JAX,00-0033891,9,8.677777777777777,2017,6,vet,True,61,9,10.169649826735766,-1.4918720489579886
2023,DJ Chark,WR,143.2,13.4,CAR,00-0034777,13,8.692307692307692,2018,5,vet,True,62,9,10.016483516483516,-1.3241758241758248
2023,Michael Gallup,WR,144.6,12.3,DAL,00-0034764,13,6.43076923076923,2018,5,vet,True,63,9,9.338003994797472,-2.9072347640282414
2023,Jonathan Mingo,WR,152.1,20.6,CAR,00-0039062,14,5.921428571428572,2023,0,rookie,True,64,9,9.338003994797472,-3.4165754233689
2023,Marvin Mims Jr.,WR,154.2,22.4,DEN,00-0038976,10,7.1,2023,0,rookie,True,65,10,9.338003994797472,-2.238003994797472
2023,Donovan Peoples-Jones,WR,156.0,13.9,DET,00-0036233,6,3.7000000000000006,2020,3,vet,True,66,10,9.338003994797472,-5.6380039947974705
2023,Wan'Dale Robinson,WR,157.2,12.5,NYG,00-0038117,14,9.392857142857142,2022,1,soph,True,67,10,9.338003994797472,0.05485314805967079
2023,Hunter Renfrow,WR,159.3,13.9,LV,00-0034983,10,4.369999999999999,2019,4,vet,True,68,10,8.413288726154798,-4.043288726154799
2023,Marquez Valdes-Scantling,WR,159.6,17.0,KC,00-0034272,12,4.408333333333333,2018,5,vet,True,69,10,8.413288726154798,-4.004955392821465
2023,K.J. Osborn,WR,160.2,16.4,MIN,00-0036345,15,8.0,2020,3,vet,True,70,10,8.413288726154798,-0.41328872615479817
2023,Alec Pierce,WR,162.0,12.9,IND,00-0037664,15,5.3,2022,1,soph,True,71,10,8.413288726154798,-3.1132887261547983
2023,Jalin Hyatt,WR,163.1,24.3,NYG,00-0038938,11,5.4818181818181815,2023,0,rookie,True,72,10,8.413288726154798,-2.9314705443366167
2023,Justyn Ross,WR,164.2,21.1,KC,00-0037216,2,4.25,2022,1,soph,False,73,10,8.115833333333333,-3.865833333333333
2023,Chase Claypool,WR,169.1,10.0,MIA,00-0036326,6,3.6166666666666667,2020,3,vet,True,74,10,7.737402755974185,-4.120736089307519
2024,Tyreek Hill,WR,2.6,0.9,MIA,00-0033040,17,12.835294117647058,2016,8,vet,True,1,1,19.556530987394957,-6.7212368697479
2024,CeeDee Lamb,WR,3.7,1.3,DAL,00-0036358,15,17.560000000000002,2020,4,vet,True,2,1,19.556530987394957,-1.996530987394955
2024,Amon-Ra St. Brown,WR,6.2,1.2,DET,00-0036963,17,18.598823529411764,2021,3,vet,True,3,1,18.379251629089865,0.219571900321899
2024,Ja'Marr Chase,WR,7.2,1.8,CIN,00-0036900,17,23.705882352941178,2021,3,vet,True,4,1,18.379251629089865,5.326630723851313
2024,Justin Jefferson,WR,8.0,1.6,MIN,00-0036322,17,18.67529411764706,2020,4,vet,True,5,1,17.943725961538462,0.7315681561085974
2024,A.J. Brown,WR,10.9,1.8,PHI,00-0035676,13,16.684615384615384,2019,5,vet,True,6,1,17.943725961538462,-1.259110576923078
2024,Garrett Wilson,WR,12.1,1.9,NYJ,00-0037740,17,14.81764705882353,2022,2,vet,True,7,1,16.461948529411764,-1.6443014705882337
2024,Marvin Harrison Jr.,WR,14.5,2.3,ARI,00-0039849,17,11.558823529411764,2024,0,rookie,True,8,1,16.42261932202348,-4.863795792611715
2024,Puka Nacua,WR,15.2,2.2,LAR,00-0039075,11,18.78181818181818,2023,1,soph,True,9,1,16.42261932202348,2.3591988597947022
2024,Cooper Kupp,WR,18.9,2.7,LAR,00-0033908,12,14.583333333333334,2017,7,vet,True,10,2,15.39774859415863,-0.8144152608252959
2024,Davante Adams,WR,20.0,2.8,NYJ,00-0031381,14,17.235714285714284,2014,10,vet,True,11,2,15.39774859415863,1.8379656915556541
2024,Drake London,WR,21.5,3.1,ATL,00-0037238,17,16.51764705882353,2022,2,vet,True,12,2,15.39774859415863,1.1198984646649013
2024,Deebo Samuel Sr.,WR,23.0,3.2,SF,00-0035719,13,11.26923076923077,2019,5,vet,True,13,2,15.39774859415863,-4.12851782492786
2024,Chris Olave,WR,26.2,3.3,NO,00-0037239,6,12.483333333333334,2022,2,vet,True,14,2,14.881502854988153,-2.3981695216548182
2024,Jaylen Waddle,WR,29.1,3.7,MIA,00-0036613,15,9.973333333333333,2021,3,vet,True,15,2,14.881502854988153,-4.90816952165482
2024,Nico Collins,WR,32.1,4.0,HOU,00-0036554,12,17.55,2021,3,vet,True,16,3,14.881502854988153,2.668497145011848
2024,Mike Evans,WR,33.5,4.5,TB,00-0031408,14,17.17142857142857,2014,10,vet,True,17,3,14.626785714285713,2.5446428571428577
2024,DeVonta Smith,WR,38.3,4.1,PHI,00-0036912,13,15.338461538461539,2021,3,vet,True,18,3,14.318447404719464,1.020014133742075
2024,Malik Nabers,WR,38.3,4.6,NYG,00-0039337,15,18.240000000000002,2024,0,rookie,True,19,3,14.318447404719464,3.921552595280538
2024,DK Metcalf,WR,40.7,5.7,SEA,00-0035640,15,12.746666666666666,2019,5,vet,True,20,3,14.318447404719464,-1.571780738052798
2024,Stefon Diggs,WR,41.8,4.8,HOU,00-0031588,8,15.24,2015,9,vet,True,21,3,14.318447404719464,0.9215525952805361
2024,DJ Moore,WR,43.7,4.6,CHI,00-0034827,17,14.005882352941176,2018,6,vet,True,22,3,13.894337842606387,0.11154451033478985
2024,Michael Pittman Jr.,WR,45.2,5.4,IND,00-0036252,16,10.3625,2020,4,vet,True,23,4,13.894337842606387,-3.531837842606386
2024,Brandon Aiyuk,WR,48.1,5.3,SF,00-0036261,7,8.914285714285715,2020,4,vet,True,24,4,13.894337842606387,-4.980052128320672
2024,Amari Cooper,WR,49.2,3.7,BUF,00-0031544,13,9.438461538461539,2015,9,vet,True,25,4,13.894337842606387,-4.455876304144848
2024,Tee Higgins,WR,51.8,4.5,CIN,00-0036410,12,18.508333333333333,2020,4,vet,True,26,4,13.894337842606387,4.613995490726946
2024,Christian Kirk,WR,55.6,4.3,JAX,00-0034775,8,8.8625,2018,6,vet,True,27,4,12.853924073475543,-3.9914240734755424
2024,Zay Flowers,WR,56.8,4.2,BAL,00-0039064,16,12.84375,2023,1,soph,True,28,4,12.853924073475543,-0.01017407347554311
2024,Tank Dell,WR,57.5,4.4,HOU,00-0038977,14,10.0,2023,1,soph,True,29,4,12.853924073475543,-2.853924073475543
2024,George Pickens,WR,59.8,5.8,PIT,00-0037247,14,11.742857142857144,2022,2,vet,True,30,4,12.853924073475543,-1.1110669306183993
2024,Keenan Allen,WR,63.5,5.7,CHI,00-0030279,15,12.293333333333333,2013,11,vet,True,31,5,12.853924073475543,-0.5605907401422101
2024,Rashee Rice,WR,64.2,9.6,KC,00-0039067,3,21.633333333333336,2023,1,soph,False,32,5,12.853924073475543,8.779409259857793
2024,Jayden Reed,WR,65.1,5.9,GB,00-0039146,16,12.3125,2023,1,soph,True,33,5,12.853924073475543,-0.5414240734755431
2024,Chris Godwin Jr.,WR,68.4,6.3,TB,00-0033921,7,19.685714285714287,2017,7,vet,True,34,5,12.853924073475543,6.831790212238744
2024,Terry McLaurin,WR,70.2,7.4,WAS,00-0035659,17,15.75294117647059,2019,5,vet,True,35,5,12.739458663273002,3.0134825131975873
2024,Calvin Ridley,WR,74.7,5.8,TEN,00-0034837,17,11.71764705882353,2018,6,vet,True,36,5,12.438209229710779,-0.7205621708872485
2024,Xavier Worthy,WR,81.9,7.1,KC,00-0039894,16,11.7,2024,0,rookie,True,37,6,11.866666666666667,-0.16666666666666785
2024,Hollywood Brown,WR,82.2,4.8,KC,00-0035662,2,9.05,2019,5,vet,False,38,6,11.464489947612593,-2.4144899476125925
2024,Christian Watson,WR,84.2,7.7,GB,00-0038124,11,9.363636363636363,2022,2,vet,True,39,6,11.063778356464837,-1.700141992828474
2024,Keon Coleman,WR,88.1,6.7,BUF,00-0039901,11,9.281818181818181,2024,0,rookie,True,40,6,11.063778356464837,-1.781960174646656
2024,Jaxon Smith-Njigba,WR,90.5,10.8,SEA,00-0038543,17,14.882352941176471,2023,1,soph,True,41,6,11.063778356464837,3.8185745847116337
2024,Diontae Johnson,WR,92.1,7.7,BAL,00-0035216,10,8.91,2019,5,vet,True,42,6,11.063778356464837,-2.153778356464837
2024,Rome Odunze,WR,97.7,7.0,CHI,00-0039919,17,8.523529411764706,2024,0,rookie,True,43,7,10.823809344250519,-2.3002799324858128
2024,Ladd McConkey,WR,98.4,6.0,LAC,00-0039915,16,15.05625,2024,0,rookie,True,44,7,10.823809344250519,4.232440655749482
2024,Romeo Doubs,WR,103.0,7.1,GB,00-0037816,13,10.161538461538461,2022,2,vet,True,45,7,10.823809344250519,-0.6622708827120576
2024,DeAndre Hopkins,WR,104.5,5.9,KC,00-0030564,14,10.314285714285715,2013,11,vet,True,46,7,10.823809344250519,-0.5095236299648036
2024,Tyler Lockett,WR,106.6,7.3,SEA,00-0032211,15,7.8533333333333335,2015,9,vet,True,47,7,10.169649826735766,-2.3163164934024323
