pos,a,b,adp_a,adp_b,val_a,val_b,d_p25,d_p90,d_bust,d_boom,shape_dist,p25_a,p25_b,p90_a,p90_b,bust_a,bust_b,boom_a,boom_b,n_a,n_b
RB,Alvin Kamara,Zach Charbonnet,132.8,139.1,7.491790151433535,7.491790151433535,6.3500000000000005,9.09,-0.13699153930213678,0.3287181090560053,15.440000000000001,11.05,4.7,27.15,18.06,0.0429865173963316,0.1799780566984684,0.5283213279269308,0.1996032188709255,38,49
RB,Tank Bigsby,Tyrone Tracy Jr.,155.6,156.1,7.491790151433535,7.491790151433533,-4.699999999999999,-10.299999999999997,0.3072075237416306,-0.23433388931276677,14.999999999999996,1.4,6.1,12.400000000000002,22.7,0.4124714334036881,0.1052639096620575,0.1198329424642192,0.354166831776986,35,31
WR,Tetairoa McMillan,Malik Nabers,33.9,33.9,14.932431794850404,14.841912644377548,-3.25,-11.719999999999992,0.09694066705372908,-0.138606197463852,14.969999999999992,8.6,11.85,18.46,30.179999999999993,0.2748510257595065,0.1779103587057774,0.1066902370067258,0.2452964344705778,17,19
RB,Tyrone Tracy Jr.,Keaton Mitchell,156.1,157.1,7.491790151433533,7.491790151433535,3.2249999999999996,11.349999999999996,-0.198793138359586,0.2423746769277769,14.574999999999996,6.1,2.875,22.7,11.350000000000003,0.1052639096620575,0.3040570480216435,0.354166831776986,0.1117921548492091,31,20
RB,Tyrone Tracy Jr.,Emari Demercado,156.1,164.4,7.491790151433533,7.481169871794872,3.7499999999999996,10.0,-0.24359822718817636,0.2487230198153338,13.75,6.1,2.35,22.7,12.7,0.1052639096620575,0.3488621368502339,0.354166831776986,0.1054438119616522,31,31
WR,John Metchie III,Rashid Shaheed,116.3,119.0,10.169649826735766,10.169649826735766,-4.325,-9.07,0.3614577694678679,-0.0712920536337143,13.395,1.825,6.15,10.910000000000004,19.980000000000004,0.7557527976979198,0.3942950282300519,0.0567615584660005,0.1280536120997148,28,35
RB,Tyrone Tracy Jr.,Samaje Perine,156.1,165.1,7.491790151433533,7.481169871794872,2.3,10.719999999999999,-0.1084736074288757,0.2980648907547756,13.02,6.1,3.8,22.7,11.98,0.1052639096620575,0.2137375170909332,0.354166831776986,0.0561019410222104,31,45
RB,James Conner,Brian Robinson Jr.,163.1,164.9,7.481169871794872,7.481169871794872,4.65,8.02000000000001,-0.1835826054910655,0.36419751022376656,12.67000000000001,8.05,3.4,25.92000000000001,17.9,0.0497835065168283,0.2333661120078938,0.5597838353925445,0.1955863251687779,32,45
RB,Tyrone Tracy Jr.,Ty Johnson,156.1,167.0,7.491790151433533,7.481169871794872,3.8,8.5,-0.2735340225070459,0.2129627418833785,12.3,6.1,2.3,22.7,14.2,0.1052639096620575,0.3787979321691034,0.354166831776986,0.1412040898936075,31,36
WR,Rome Odunze,Mike Evans,49.7,60.0,13.715793052998112,13.822567390523623,-4.65,-7.620000000000008,0.2288177953228247,-0.12005253458790141,12.270000000000008,5.1,9.75,20.28,27.90000000000001,0.4594647505742745,0.2306469552514498,0.1453061052758379,0.2653586398637393,29,39
