rank,name,team,position,adp,adp_rank,adp_rank_overall,edge,adp_espn,adp_ffc_equiv_espn,adp_price_used,tier,n_seasons,n_games,mu_hat,n_eff,pi_market,tau2,sigma2_tier,V,B,theta_star,age_2026,mu_star_z,mu_star,theta_star_mu_star,theta_used,proj,w_market,w_history,w_projection,post_var,arm,value_prior,view_shift_player,value_post_views,struct_shift,value_ranked,post_SD_bl,replacement,vorp,sched,avail,floor_p25,bust_sched,usable,floor_ref,floor_ref_positional,floor_ref_source,floor_gap,final,thin_data_flag,from_v01_judkins,from_v03_jt,from_v04_cmc,from_v05_lamb,from_v06_pickens,from_v07_jsn,from_v08_arsb,from_v09_barkley,from_v10_rice,from_v12_skattebo,from_v13_javonte,from_v17_djmoore,from_v18_egbuka,from_v20_gibbs,from_v23_pierce,from_v15_achane,from_v24_love,from_v25_montgomery,from_v26_sutton,from_v28_tmac,from_v19_odunze,from_v27_burden,from_v29_johnston,from_v30_hampton,from_v32_cook,from_v14_devonta,from_v21_walker,from_v33_nacua,from_v34_jeanty,from_v35_etienne,from_v36_metcalf,from_v37_mcconkey,from_v16_evans,from_v31_london,from_v22_jacobs,from_v38_hall,from_v39_nabers,from_s01_delta_rb,k,exp_pick,price,slot,BOARD
92,Jacory Croskey-Merritt,WAS,RB,113.3,39,116,24,142.15,119.44739385910852,119.44739385910852,soph,1,17.0,8.25294117647059,1.0,8.801446416016189,15.4867051194987,43.81668066802514,43.81668066802514,0.7388563078845868,8.658207732616603,25.388090349075977,-0.0173218791323381,9.407248504562112,8.959647810110301,8.959647810110301,,,,,11.442449765890135,pi_market (market-anchored),8.801446416016189,0.0,8.801446416016189,1.4,10.20144641601619,2.391908209556769,7.4745791409013185,2.726867275114871,18.0,0.944,2.925,0.6666666666666666,False,6.1125,6.1125,top70,0.0,2.726867275114871,single season,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,1.4,jacory croskey-merritt,116.0,142.15,83.0,111
95,Michael Wilson,ARI,WR,87.8,41,89,-6,106.29,95.29858764645076,95.29858764645076,vet,3,45.0,11.0447963800905,2.3333333333333335,10.82380934425052,10.782394134943546,43.140579588937385,18.48881982383031,0.6316382999991158,10.905212504450692,26.521560574948666,-0.0310078276781142,11.006688529080009,10.891175031669086,10.891175031669086,,,,,6.810573101316178,pi_market (market-anchored),10.82380934425052,0.0,10.82380934425052,0.0,10.82380934425052,1.84534185197705,7.920755406757527,2.9030539374929933,54.0,0.852,2.575,0.5740740740740741,True,4.65,4.6875,top70,-2.075,2.6955539374929933,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,michael wilson,89.0,106.29,84.0,112
96,Christian Watson,GB,WR,68.7,33,70,-26,102.0,88.557584133917,88.557584133917,vet,4,42.0,11.954043771043771,2.6470588235294117,11.063778356464836,10.782394134943546,43.140579588937385,16.297552289154122,0.6018310388772187,11.418254411711274,27.307323750855577,-0.0459564897717899,11.509421906469855,11.241219785801402,11.241219785801402,,,,,6.489179463816703,pi_market (market-anchored),11.063778356464836,0.0,11.063778356464836,0.0,11.063778356464836,1.8012744743398634,7.920755406757527,3.143022949707309,54.0,0.611,0.0,0.6481481481481481,True,4.65,4.6875,top70,-4.65,2.6780229497073087,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,christian watson,70.0,102.0,85.0,113
202,Isaiah Likely,NYG,TE,139.2,13,138,-64,129.95,119.44739385910852,119.44739385910852,vet,4,,7.5689,2.6471,10.059453965152493,6.695175531217138,,10.571881591100038,0.612257289485432,9.09375982002146,,,,9.09375982002146,9.09375982002146,,,,,4.099170023372191,theta_star,9.09375982002146,0.0,9.09375982002146,0.0,9.09375982002146,1.4316371787873126,9.786079490785122,-0.692319670763661,54.0,0.759,0.0,0.7037037037037037,True,6.5875,3.725,top70,-6.5875,-1.351069670763661,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,isaiah likely,138.0,129.95,85.07880434782608,114
97,Parker Washington,JAX,WR,75.4,36,78,-19,102.64,88.557584133917,88.557584133917,vet,3,29.0,10.881190476190474,2.3333333333333335,11.063778356464836,10.782394134943546,43.140579588937385,18.48881982383031,0.6316382999991158,10.996519974487413,24.449007529089663,0.0528683705547672,11.788376993748818,11.330692742313088,11.330692742313088,,,,,6.810573101316178,pi_market (market-anchored),11.063778356464836,0.0,11.063778356464836,0.0,11.063778356464836,1.84534185197705,7.920755406757527,3.143022949707309,54.0,0.704,0.0,0.6851851851851852,True,4.65,4.6875,top70,-4.65,2.6780229497073087,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,parker washington,78.0,102.64,86.0,115
200,T.J. Hockenson,MIN,TE,153.1,16,150,-50,133.75,119.44739385910852,119.44739385910852,vet,7,,9.5258,2.9535,9.359024349638846,6.695175531217138,,9.475140599221572,0.5859588967086264,9.428076323916514,,,,9.428076323916514,9.428076323916514,,,,,3.923097667542586,theta_star,9.428076323916514,0.0,9.428076323916514,0.0,9.428076323916514,1.4005530456827735,9.786079490785122,-0.3580031668686079,54.0,0.741,0.3,0.5185185185185185,True,6.5875,3.725,top70,-6.2875000000000005,-0.986753166868608,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,tj hockenson,150.0,133.75,86.1438596491228,116
102,Stefon Diggs,WAS,WR,88.1,43,90,-12,140.67,119.44739385910852,119.44739385910852,vet,11,161.0,14.326596684444326,2.9970717423133237,10.169649826735766,10.782394134943546,43.140579588937385,14.394243214090976,0.5717301724824253,11.949944740486334,32.75564681724846,-0.1377482116623204,12.25418573370898,11.062393660069375,11.062393660069375,,,,,6.164620058544764,pi_market (market-anchored),10.169649826735766,0.0,10.169649826735766,0.0,10.169649826735766,1.7556508847924128,7.920755406757527,2.248894419978239,54.0,0.778,5.375,0.4814814814814814,True,4.65,4.6875,top70,0.7249999999999996,2.3213944199782386,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,stefon diggs,90.0,140.67,87.0,117
187,Kenyon Sadiq,NYJ,TE,159.6,21,166,-21,136.44,119.44739385910852,119.44739385910852,rookie,0,,,0.0,9.359024349638846,10.681481772496603,,inf,1.0,9.359024349638846,,,,9.359024349638846,9.359024349638846,,,,,10.681481772496603,theta_star,9.359024349638846,0.0,9.359024349638846,0.0,9.359024349638846,2.3110043025161815,9.786079490785122,-0.4270551411462762,,,,,False,6.5875,3.725,top70,0.0,-0.4270551411462762,no NFL rows: full shrinkage to market,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,kenyon sadiq,166.0,136.44,87.80645161290322,118
105,KC Concepcion,CLE,WR,129.2,58,128,23,150.64,135.10610400190234,135.10610400190234,rookie,0,0.0,,0.0,10.169649826735766,11.422710913543565,36.420213460414466,inf,1.0,10.169649826735766,21.93566050650239,0.0964228440312605,,10.169649826735766,10.169649826735766,,,,,11.422710913543565,pi_market (market-anchored),10.169649826735766,0.0,10.169649826735766,0.0,10.169649826735766,2.3898442327423313,7.920755406757527,2.248894419978239,,,,,False,4.65,4.6875,top70,0.0,2.248894419978239,no NFL rows: full shrinkage to market,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,kc concepcion,128.0,150.64,88.0,119
106,Theo Wease Jr.,MIA,WR,136.5,63,134,28,,,136.5,soph,1,2.0,6.300000000000001,1.0,10.169649826735766,9.389576648040723,39.731751511831725,39.731751511831725,0.8088492921551105,9.429963523243371,25.1854893908282,0.0272387866611531,8.170950910951424,9.787597114214776,9.787597114214776,,,,,7.594752425403894,pi_market (market-anchored),10.169649826735766,0.0,10.169649826735766,0.0,10.169649826735766,1.9486857655101677,7.920755406757527,2.248894419978239,18.0,0.167,0.0,0.9444444444444444,False,4.65,4.6875,top70,0.0,2.248894419978239,single season,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,theo wease,134.0,136.5,89.0,120
197,Dalton Kincaid,BUF,TE,153.4,17,152,-45,137.02,119.44739385910852,119.44739385910852,vet,3,,10.108,2.3333,9.359024349638846,6.695175531217138,,11.993668949471097,0.6417555115226373,9.627340748384478,,,,9.627340748384478,9.627340748384478,,,,,4.2966657977701,theta_star,9.627340748384478,0.0,9.627340748384478,0.0,9.627340748384478,1.46571924285828,9.786079490785122,-0.1587387424006436,54.0,0.759,0.0,0.6111111111111112,True,6.5875,3.725,top70,-6.5875,-0.8174887424006437,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,dalton kincaid,152.0,137.02,89.5333333333334,121
104,Jayden Higgins,HOU,WR,135.6,61,132,28,159.3,135.59999999999994,135.59999999999994,soph,1,12.0,9.333333333333334,1.0,10.169649826735766,9.389576648040723,39.731751511831725,39.731751511831725,0.8088492921551105,10.009787337039535,23.71252566735113,0.0703778104428004,10.84727021156722,10.299177442946425,10.299177442946425,,,,,7.594752425403894,pi_market (market-anchored),10.169649826735766,0.0,10.169649826735766,0.0,10.169649826735766,1.9486857655101677,7.920755406757527,2.248894419978239,18.0,0.944,1.8,0.5555555555555556,False,4.65,4.6875,top70,0.0,2.248894419978239,single season,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,jayden higgins,132.0,159.3,90.0,122
98,Jared Goff,DET,QB,105.4,13,109,11,139.68,119.44739385910852,119.44739385910852,vet,10,,17.6182,2.9941,17.634423450195044,8.540768288565792,,15.999700018238109,0.6519720739722866,17.628777236470647,,,,17.628777236470647,17.628777236470647,,,,,5.568342414412976,theta_star,17.628777236470647,0.0,17.628777236470647,0.0,17.628777236470647,1.6685835931131794,15.166228061514008,2.4625491749566404,54.0,0.944,11.02,0.1111111111111111,True,10.125,10.6175,top70,0.8949999999999996,2.5520491749566405,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,jared goff,109.0,139.68,90.75072463768116,123
107,Blake Corum,LAR,RB,121.7,40,123,16,140.54,119.44739385910852,119.44739385910852,vet,2,29.0,5.711601307189543,1.8,8.801446416016189,11.74653700580229,39.64076972639763,22.02264984799868,0.6521522103372729,7.726650624510651,25.765913757700204,-0.0289101826949283,7.609916854776331,8.386975491821104,8.386975491821104,,,,,7.660530072142535,pi_market (market-anchored),8.801446416016189,0.0,8.801446416016189,1.4,10.20144641601619,1.9571062914597328,7.4745791409013185,2.726867275114871,36.0,0.889,1.25,0.8611111111111112,True,6.1125,6.1125,top70,-4.8625,2.2406172751148707,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,1.4,blake corum,123.0,140.54,91.0,124
108,Deebo Samuel Sr.,SF,WR,97.7,47,100,-8,136.19,119.44739385910852,119.44739385910852,vet,7,91.0,12.921640218049667,2.953488372093023,10.169649826735766,10.782394134943546,43.140579588937385,14.606652931687462,0.5753131613547278,11.338383926005031,30.628336755646817,-0.0821456739581176,11.826545333431085,10.873311541439756,10.873311541439756,,,,,6.203253256747046,pi_market (market-anchored),10.169649826735766,0.0,10.169649826735766,0.0,10.169649826735766,1.7611435570030975,7.920755406757527,2.248894419978239,54.0,0.852,4.125,0.4629629629629629,True,4.65,4.6875,top70,-0.5250000000000004,2.1963944199782386,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,deebo samuel sr,100.0,136.19,92.0,125
109,Jerry Jeudy,CLE,WR,133.6,60,131,22,161.59,141.0899819977556,141.0899819977556,vet,6,89.0,9.693316437686187,2.9076923076923076,10.169649826735766,10.782394134943546,43.140579588937385,14.836707266036669,0.579126763028035,9.969173851408645,27.356605065023956,-0.0463150151540921,9.856310212291778,10.037773568933178,10.037773568933178,,,,,6.244373013062324,pi_market (market-anchored),10.169649826735766,0.0,10.169649826735766,0.0,10.169649826735766,1.766970997648564,7.920755406757527,2.248894419978239,54.0,0.926,4.05,0.4629629629629629,True,4.65,4.6875,top70,-0.6000000000000005,2.1888944199782387,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,jerry jeudy,131.0,161.59,93.0,126
110,Romeo Doubs,NE,WR,111.1,52,114,4,152.2,135.10610400190234,135.10610400190234,vet,4,57.0,10.225299145299145,2.6470588235294117,10.169649826735766,10.782394134943546,43.140579588937385,16.297552289154122,0.6018310388772187,10.191807658095335,26.38466803559206,-0.0264293193790428,10.458028481795132,10.284473256230738,10.284473256230738,,,,,6.489179463816703,pi_market (market-anchored),10.169649826735766,0.0,10.169649826735766,0.0,10.169649826735766,1.8012744743398634,7.920755406757527,2.248894419978239,54.0,0.852,3.0999999999999996,0.4814814814814814,True,4.65,4.6875,top70,-1.5500000000000007,2.0938944199782386,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,romeo doubs,114.0,152.2,94.0,127
111,Khalil Shakir,BUF,WR,101.1,48,104,-7,136.94,119.44739385910852,119.44739385910852,vet,4,47.0,10.499047619047618,2.6470588235294117,10.169649826735766,10.782394134943546,43.140579588937385,16.297552289154122,0.6018310388772187,10.300805803496711,26.576317590691307,-0.0326755329637472,10.59063502434217,10.337273065514776,10.337273065514776,,,,,6.489179463816703,pi_market (market-anchored),10.169649826735766,0.0,10.169649826735766,0.0,10.169649826735766,1.8012744743398634,7.920755406757527,2.248894419978239,54.0,0.87,2.2,0.4814814814814814,True,4.65,4.6875,top70,-2.45,2.0038944199782387,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,khalil shakir,104.0,136.94,95.0,128
189,Hunter Henry,NE,TE,158.1,19,161,-28,142.83,119.44739385910852,119.44739385910852,vet,9,,9.9315,2.9709,9.359024349638846,6.695175531217138,,9.419646490895325,0.5845330763175578,9.5968690469775,,,,9.5968690469775,9.5968690469775,,,,,3.913551549748392,theta_star,9.5968690469775,0.0,9.5968690469775,0.0,9.5968690469775,1.3988480170748343,9.786079490785122,-0.1892104438076209,54.0,0.852,2.5,0.5370370370370371,True,6.5875,3.725,top70,-4.0875,-0.597960443807621,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,hunter henry,161.0,142.83,95.2982456140351,129
112,Xavier Worthy,KC,WR,104.4,50,107,-5,137.09,119.44739385910852,119.44739385910852,vet,2,29.0,9.535897435897436,1.8,10.169649826735766,10.782394134943546,43.140579588937385,23.96698866052077,0.6897097655400394,9.97300264879298,23.34839151266256,0.0778993900419299,11.07584692574339,10.450833937053778,10.450833937053778,,,,,7.436722530772208,pi_market (market-anchored),10.169649826735766,1.7763568394002505e-15,10.169649826735768,0.0,10.169649826735768,1.9283052832438392,7.920755406757527,2.248894419978241,36.0,0.833,1.6,0.5,True,4.65,4.6875,top70,-3.0500000000000003,1.9438944199782404,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,xavier worthy,107.0,137.09,96.0,130
114,Jalen Coker,CAR,WR,126.1,57,125,11,160.38,141.0899819977556,141.0899819977556,vet,2,19.0,9.254074074074074,1.8,10.169649826735766,10.782394134943546,43.140579588937385,23.96698866052077,0.6897097655400394,9.885555611776514,24.83778234086242,0.0406515917339605,10.470113442963624,10.262880752661795,10.262880752661795,,,,,7.436722530772208,pi_market (market-anchored),10.169649826735766,1.7763568394002505e-15,10.169649826735768,0.0,10.169649826735768,1.9283052832438392,7.920755406757527,2.248894419978241,36.0,0.611,0.0,0.7777777777777778,True,4.65,4.6875,top70,-4.65,1.7838944199782405,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,jalen coker,125.0,160.38,97.0,131
115,Ricky Pearsall,SF,WR,118.3,54,118,3,,,118.3,vet,2,18.0,10.025925925925923,1.8,10.169649826735766,10.782394134943546,43.140579588937385,23.96698866052077,0.6897097655400394,10.12505370385598,25.976728268309376,-0.0095608293501602,10.493790862572205,10.270227624743548,10.270227624743548,,,,,7.436722530772208,pi_market (market-anchored),10.169649826735766,1.7763568394002505e-15,10.169649826735768,0.0,10.169649826735768,1.9283052832438392,7.920755406757527,2.248894419978241,36.0,0.556,0.0,0.7222222222222222,True,4.65,4.6875,top70,-4.65,1.7838944199782405,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,ricky pearsall,118.0,118.3,98.0,132
119,Rashid Shaheed,SEA,WR,119.0,55,119,0,158.24,135.10610400190234,135.10610400190234,vet,4,43.0,11.045492063492064,2.6470588235294117,10.169649826735766,10.782394134943546,43.140579588937385,16.297552289154122,0.6018310388772187,10.518383020252475,28.00273785078713,-0.0484428026574889,10.819900158865073,10.428559325949436,10.428559325949436,,,,,6.489179463816703,pi_market (market-anchored),10.169649826735766,0.0,10.169649826735766,0.0,10.169649826735766,1.8012744743398634,7.920755406757527,2.248894419978239,54.0,0.722,0.0,0.5925925925925926,True,4.65,4.6875,top70,-4.65,1.7838944199782387,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,rashid shaheed,119.0,158.24,99.0,133
140,Baker Mayfield,TB,QB,128.1,17,127,-13,149.31,135.10610400190234,135.10610400190234,vet,8,,16.9162,2.9767,15.920930567961449,8.540768288565792,,16.093224653007262,0.653293385736417,16.265997063023576,,,,16.265997063023576,16.265997063023576,,,,,5.579627432027371,theta_star,16.265997063023576,0.0,16.265997063023576,0.0,16.265997063023576,1.670273545265471,15.166228061514008,1.0997690015095696,54.0,0.944,11.09,0.1296296296296296,True,10.125,10.6175,top70,0.965,1.1962690015095696,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,baker mayfield,127.0,149.31,99.59042553191489,134
120,Jauan Jennings,MIN,WR,140.9,64,140,20,,,140.9,vet,5,63.0,10.97600358422939,2.8181818181818183,10.169649826735766,10.782394134943546,43.140579588937385,15.307947596074555,0.5867285202276731,10.502892837315134,29.144421629021217,-0.0564583567377274,10.68309908218552,10.381843760323486,10.381843760323486,,,,,6.326338155306967,pi_market (market-anchored),10.169649826735766,0.0,10.169649826735766,0.0,10.169649826735766,1.778530032823029,7.920755406757527,2.248894419978239,54.0,0.796,0.0,0.5740740740740741,True,4.65,4.6875,top70,-4.65,1.7838944199782387,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,jauan jennings,140.0,140.9,100.0,135
182,Kyler Murray,MIN,QB,145.0,20,144,-38,150.52,135.10610400190234,135.10610400190234,vet,7,,16.9978,2.9535,15.693481275118744,8.540768288565792,,16.219638335739536,0.6550634883280957,16.14338842618763,,,,16.14338842618763,16.14338842618763,,,,,5.594745468109887,theta_star,16.14338842618763,0.0,16.14338842618763,0.0,16.14338842618763,1.6725348229722885,15.166228061514008,0.9771603646736242,54.0,0.556,0.0,0.4629629629629629,True,10.125,10.6175,top70,-10.125,-0.0353396353263757,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,kyler murray,144.0,150.52,100.78571428571432,136
116,Jayden Reed,GB,WR,92.5,45,97,-19,140.82,119.44739385910852,119.44739385910852,vet,3,37.0,11.0,2.3333333333333335,10.169649826735766,10.782394134943546,43.140579588937385,18.48881982383031,0.6316382999991158,10.475519028155407,26.34360027378508,-0.0249453094974622,11.039135223037364,10.489934945443366,10.489934945443366,,,,,6.810573101316178,pi_market (market-anchored),10.169649826735766,0.0,10.169649826735766,0.0,10.169649826735766,1.84534185197705,7.920755406757527,2.248894419978239,54.0,0.704,0.0,0.5185185185185185,True,4.65,4.6875,top70,-4.65,1.7838944199782387,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,jayden reed,97.0,140.82,101.0,137
118,Chris Godwin Jr.,TB,WR,88.1,42,90,-28,147.64,119.44739385910852,119.44739385910852,vet,9,115.0,13.492600492251697,2.9883040935672516,10.169649826735766,10.782394134943546,43.140579588937385,14.436475752853802,0.5724473704445884,11.590386121660009,30.510609171800137,-0.0797102583860643,12.26923845932204,11.06733446758268,11.06733446758268,,,,,6.172353169645584,pi_market (market-anchored),10.169649826735766,0.0,10.169649826735766,0.0,10.169649826735766,1.756751714051474,7.920755406757527,2.248894419978239,54.0,0.611,0.0,0.5185185185185185,True,4.65,4.6875,top70,-4.65,1.7838944199782387,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,chris godwin,91.0,147.64,102.0,138
