pos,adp,m_old,m_deep,delta
WR,34.47385348746707,14.326394975242563,14.326394975242563,0.0
WR,34.832992316676936,14.318447404719464,14.318447404719464,0.0
WR,35.195872552361514,14.318447404719464,14.318447404719464,0.0
WR,35.562533171432435,14.318447404719464,14.318447404719464,0.0
WR,35.93301355685174,14.318447404719464,14.318447404719464,0.0
WR,36.30735350186198,14.318447404719464,14.318447404719464,0.0
WR,36.68559321426048,14.318447404719464,14.318447404719464,0.0
WR,37.06777332071794,14.318447404719464,14.318447404719464,0.0
WR,37.45393487114221,14.318447404719464,14.318447404719464,0.0
WR,37.84411934308744,14.318447404719464,14.318447404719464,0.0
WR,38.23836864620919,14.318447404719464,14.318447404719464,0.0
WR,38.636725126765896,14.318447404719464,14.318447404719464,0.0
WR,39.03923157216733,14.318447404719464,14.318447404719464,0.0
WR,39.44593121557036,14.318447404719464,14.318447404719464,0.0
WR,39.85686774052262,14.318447404719464,14.318447404719464,0.0
WR,40.27208528565455,14.318447404719464,14.318447404719464,0.0
WR,40.69162844942033,14.318447404719464,14.318447404719464,0.0
WR,41.115542294888186,14.318447404719464,14.318447404719464,0.0
WR,41.54387235458062,14.318447404719464,14.318447404719464,0.0
WR,41.97666463536503,14.155637591887517,14.155637591887501,-1.5987211554602254e-14
WR,42.413965623395285,13.894337842606388,13.894337842606387,-1.7763568394002505e-15
WR,42.8558222891049,13.894337842606388,13.894337842606387,-1.7763568394002505e-15
WR,43.302282092251964,13.894337842606388,13.894337842606387,-1.7763568394002505e-15
WR,43.75339298701691,13.894337842606388,13.894337842606387,-1.7763568394002505e-15
WR,44.209203427153206,13.894337842606388,13.894337842606387,-1.7763568394002505e-15
WR,44.66976237119179,13.894337842606388,13.894337842606387,-1.7763568394002505e-15
WR,45.13511928769969,13.894337842606388,13.894337842606387,-1.7763568394002505e-15
WR,45.60532416059344,13.894337842606388,13.894337842606387,-1.7763568394002505e-15
WR,46.08042749450784,13.894337842606388,13.894337842606387,-1.7763568394002505e-15
