name,team,adp,position,vorp,rk,adp_rk,edge,vorp_new,vorp_rost,vorp_meta,sched,avail,floor_p25,bust_sched,yrs,usable,floor_gap,adj_0.0,adj_0.25,adj_0.5,adj_1.0,final,value_final,view
Jared Goff,,105.4,QB,1.1086137892411043,92,109,17,0.9498386875695316,5.327946309872484,5.534423450195044,54.0,0.944,11.02,0.1111111111111111,10.0,True,1.1999999999999993,5.534423450195044,5.834423450195044,6.134423450195044,6.7344234501950435,5.654423450195044,17.634423450195044,
Jaxson Dart,,104.3,QB,1.1086137892411043,93,106,13,0.9498386875695316,5.327946309872484,5.534423450195044,18.0,,,,1.0,False,0.0,5.534423450195044,5.534423450195044,5.534423450195044,5.534423450195044,5.534423450195044,17.634423450195044,
Patrick Mahomes,,96.2,QB,1.1086137892411043,94,99,5,0.9498386875695316,5.327946309872484,5.534423450195044,54.0,0.852,12.955,0.1851851851851851,9.0,True,3.135,5.534423450195044,6.318173450195044,7.101923450195044,8.669423450195044,5.847923450195045,17.634423450195044,
Trevor Lawrence,,90.4,QB,1.1086137892411043,95,94,-1,0.9498386875695316,5.327946309872484,5.534423450195044,54.0,0.796,8.145,0.2592592592592592,5.0,True,-1.6750000000000007,5.534423450195044,5.115673450195044,4.696923450195044,3.859423450195043,5.366923450195044,17.634423450195044,
Matthew Stafford,,83.6,QB,1.1086137892411043,96,86,-10,0.9498386875695316,5.327946309872484,5.534423450195044,54.0,0.889,9.705,0.1851851851851851,17.0,True,-0.1150000000000002,5.534423450195044,5.505673450195044,5.476923450195044,5.419423450195044,5.522923450195044,17.634423450195044,
Brock Purdy,,80.1,QB,1.1086137892411043,97,82,-15,0.9498386875695316,5.327946309872484,5.534423450195044,54.0,0.741,0.54,0.3703703703703703,4.0,True,-9.28,5.534423450195044,3.214423450195044,0.8944234501950437,-3.745576549804957,4.606423450195044,17.634423450195044,
Jalen Hurts,,74.6,QB,1.1086137892411043,98,76,-22,0.9498386875695316,5.327946309872484,5.534423450195044,54.0,0.889,12.14,0.1666666666666666,6.0,True,2.3200000000000003,5.534423450195044,6.114423450195044,6.694423450195044,7.8544234501950445,5.766423450195044,17.634423450195044,
Jayden Daniels,,71.3,QB,1.1086137892411043,99,72,-27,0.9498386875695316,5.327946309872484,5.534423450195044,36.0,0.667,0.0,0.4166666666666667,2.0,True,-9.82,5.534423450195044,3.079423450195044,0.6244234501950441,-4.285576549804956,4.552423450195044,17.634423450195044,
Bo Nix,,119.7,QB,1.0884480803806549,100,120,20,0.9296729787090818,5.307780601012034,5.514257741334594,36.0,0.944,12.49,0.1388888888888889,2.0,True,2.67,5.514257741334594,6.181757741334595,6.849257741334594,8.184257741334594,5.781257741334595,17.614257741334594,
Stefon Diggs,WAS,88.1,WR,0.764942417555643,101,90,-11,0.9647165213999768,3.787805005901572,4.683778356464836,54.0,0.778,5.375,0.4814814814814814,11.0,True,0.7125000000000004,4.683778356464836,4.861903356464836,5.040028356464836,5.396278356464836,4.755028356464836,11.063778356464836,0.0
Brian Thomas Jr.,JAX,83.0,WR,0.764942417555643,102,84,-18,0.9647165213999768,3.787805005901572,4.683778356464836,36.0,0.861,6.0,0.3888888888888889,2.0,True,1.3375000000000004,4.683778356464836,5.018153356464836,5.352528356464836,6.021278356464836,4.817528356464836,11.063778356464836,0.0
Jordyn Tyson,NO,85.6,WR,0.764942417555643,103,87,-16,0.9647165213999768,3.787805005901572,4.683778356464836,,,,,,,0.0,4.683778356464836,4.683778356464836,4.683778356464836,4.683778356464836,4.683778356464836,11.063778356464836,0.0
Jayden Reed,GB,92.5,WR,0.764942417555643,104,97,-7,0.9647165213999768,3.787805005901572,4.683778356464836,54.0,0.704,0.0,0.5185185185185185,3.0,True,-4.6625,4.683778356464836,3.5181533564648357,2.352528356464836,0.021278356464836,4.217528356464836,11.063778356464836,0.0
Josh Downs,IND,92.4,WR,0.764942417555643,105,96,-9,0.9647165213999768,3.787805005901572,4.683778356464836,54.0,0.87,4.9750000000000005,0.5555555555555556,3.0,True,0.3125000000000009,4.683778356464836,4.761903356464836,4.8400283564648365,4.9962783564648365,4.715028356464836,11.063778356464836,0.0
Chris Godwin Jr.,TB,88.1,WR,0.764942417555643,106,90,-16,0.9647165213999768,3.787805005901572,4.683778356464836,54.0,0.611,0.0,0.5185185185185185,9.0,True,-4.6625,4.683778356464836,3.5181533564648357,2.352528356464836,0.021278356464836,4.217528356464836,11.063778356464836,0.0
Michael Wilson,ARI,87.8,WR,0.764942417555643,107,89,-18,0.9647165213999768,3.787805005901572,4.683778356464836,54.0,0.852,2.575,0.5740740740740741,3.0,True,-2.0874999999999995,4.683778356464836,4.161903356464836,3.640028356464836,2.596278356464836,4.475028356464835,11.063778356464836,0.0
Juwan Johnson,,160.3,TE,0.5496754455961916,108,170,62,0.1241175432706089,1.4709152155736094,1.4890243496388456,54.0,0.833,3.05,0.5740740740740741,6.0,True,-3.975000000000001,1.4890243496388456,0.4952743496388454,-0.4984756503611547,-2.485975650361155,1.0915243496388454,9.359024349638846,
Pat Freiermuth,,152.0,TE,0.5496754455961916,109,149,40,0.1241175432706089,1.4709152155736094,1.4890243496388456,54.0,0.796,1.8,0.7037037037037037,5.0,True,-5.2250000000000005,1.4890243496388456,0.1827743496388454,-1.1234756503611547,-3.735975650361155,0.9665243496388455,9.359024349638846,
Kenyon Sadiq,,159.6,TE,0.5496754455961916,110,166,56,0.1241175432706089,1.4709152155736094,1.4890243496388456,,,,,,,0.0,1.4890243496388456,1.4890243496388456,1.4890243496388456,1.4890243496388456,1.4890243496388456,9.359024349638846,
Oronde Gadsden II,,158.6,TE,0.5496754455961916,111,163,52,0.1241175432706089,1.4709152155736094,1.4890243496388456,18.0,,,,31.0,False,0.0,1.4890243496388456,1.4890243496388456,1.4890243496388456,1.4890243496388456,1.4890243496388456,9.359024349638846,
Hunter Henry,,158.1,TE,0.5496754455961916,112,161,49,0.1241175432706089,1.4709152155736094,1.4890243496388456,54.0,0.852,2.5,0.5370370370370371,10.0,True,-4.525,1.4890243496388456,0.3577743496388454,-0.7734756503611546,-3.035975650361155,1.0365243496388454,9.359024349638846,
Dalton Schultz,,157.6,TE,0.5496754455961916,113,160,47,0.1241175432706089,1.4709152155736094,1.4890243496388456,54.0,0.907,3.925,0.5370370370370371,8.0,True,-3.1000000000000005,1.4890243496388456,0.7140243496388454,-0.0609756503611547,-1.610975650361155,1.1790243496388455,9.359024349638846,
Dalton Kincaid,,153.4,TE,0.5496754455961916,114,152,38,0.1241175432706089,1.4709152155736094,1.4890243496388456,54.0,0.759,0.0,0.6111111111111112,3.0,True,-7.025,1.4890243496388456,-0.2672256503611545,-2.0234756503611546,-5.535975650361155,0.7865243496388454,9.359024349638846,
T.J. Hockenson,,153.1,TE,0.5496754455961916,115,150,35,0.1241175432706089,1.4709152155736094,1.4890243496388456,54.0,0.741,0.3,0.5185185185185185,7.0,True,-6.7250000000000005,1.4890243496388456,-0.1922256503611545,-1.8734756503611547,-5.235975650361155,0.8165243496388455,9.359024349638846,
Xavier Worthy,KC,104.4,WR,0.5249734053413277,116,107,-9,0.7247475091856614,3.547835993687257,4.44380934425052,36.0,0.833,1.6,0.5,2.0,True,-3.0624999999999996,4.44380934425052,3.67818434425052,2.9125593442505204,1.3813093442505209,4.13755934425052,10.82380934425052,0.0
Jordan Addison,MIN,102.8,WR,0.5249734053413277,117,105,-12,0.7247475091856614,3.547835993687257,4.44380934425052,54.0,0.852,4.3,0.4074074074074074,3.0,True,-0.3624999999999998,4.44380934425052,4.35318434425052,4.262559344250521,4.081309344250521,4.4075593442505205,10.82380934425052,0.0
Khalil Shakir,BUF,101.1,WR,0.5249734053413277,118,104,-14,0.7247475091856614,3.547835993687257,4.44380934425052,54.0,0.87,2.2,0.4814814814814814,4.0,True,-2.4624999999999995,4.44380934425052,3.828184344250521,3.2125593442505207,1.981309344250521,4.197559344250521,10.82380934425052,0.0
Deebo Samuel Sr.,SF,97.7,WR,0.5249734053413277,119,100,-19,0.7247475091856614,3.547835993687257,4.44380934425052,54.0,0.852,4.125,0.4629629629629629,7.0,True,-0.5374999999999996,4.44380934425052,4.309434344250521,4.175059344250521,3.906309344250521,4.3900593442505205,10.82380934425052,0.0
RJ Harvey,DEN,83.1,RB,-0.0380518673240466,120,85,-35,-1.1983883533116018,4.026025532798485,3.2937356338041583,18.0,,,,1.0,False,0.0,3.2937356338041583,3.2937356338041583,3.2937356338041583,3.2937356338041583,3.2937356338041583,9.503735633804158,0.0
Kyle Monangai,CHI,100.1,RB,-0.0654903518220049,121,103,-18,-1.22582683780956,3.998587048300527,3.2662971493062,18.0,,,,1.0,False,0.0,3.2662971493062,3.2662971493062,3.2662971493062,3.2662971493062,3.2662971493062,9.4762971493062,0.0
J.K. Dobbins,DEN,91.4,RB,-0.0654903518220049,122,95,-27,-1.22582683780956,3.998587048300527,3.2662971493062,54.0,0.444,0.0,0.5925925925925926,6.0,True,-6.1499999999999995,3.2662971493062,1.7287971493062002,0.1912971493062003,-2.8837028506937994,2.6512971493062,9.4762971493062,0.0
Rachaad White,WAS,98.0,RB,-0.0654903518220049,123,101,-22,-1.22582683780956,3.998587048300527,3.2662971493062,54.0,0.907,6.199999999999999,0.3333333333333333,4.0,True,0.0499999999999998,3.2662971493062,3.2787971493062003,3.2912971493062,3.3162971493062,3.2712971493062,9.4762971493062,0.0
Kenny Gainwell,TB,89.6,RB,-0.0654903518220049,124,93,-31,-1.22582683780956,3.998587048300527,3.2662971493062,54.0,0.926,2.3,0.7222222222222222,5.0,True,-3.85,3.2662971493062,2.3037971493062,1.3412971493062005,-0.5837028506937996,2.8812971493062003,9.4762971493062,0.0
Aaron Jones Sr.,MIN,89.4,RB,-0.0654903518220049,125,92,-33,-1.22582683780956,3.998587048300527,3.2662971493062,54.0,0.741,0.575,0.4074074074074074,38.0,True,-5.574999999999999,3.2662971493062,1.8725471493062005,0.4787971493062004,-2.308702850693799,2.7087971493062,9.4762971493062,0.0
Romeo Doubs,NE,111.1,WR,-0.1291861121734268,126,114,-12,0.0705879916709069,2.8936764761725025,3.789649826735766,54.0,0.852,3.0999999999999996,0.4814814814814814,4.0,True,-1.5625,3.789649826735766,3.399024826735766,3.008399826735766,2.227149826735766,3.633399826735766,10.169649826735766,0.0
Jauan Jennings,MIN,140.9,WR,-0.1291861121734268,127,140,13,0.0705879916709069,2.8936764761725025,3.789649826735766,54.0,0.796,0.0,0.5740740740740741,6.0,True,-4.6625,3.789649826735766,2.624024826735766,1.458399826735766,-0.8728501732642338,3.323399826735766,10.169649826735766,0.0
Theo Wease Jr.,MIA,136.5,WR,-0.1291861121734268,128,134,6,0.0705879916709069,2.8936764761725025,3.789649826735766,18.0,,,,1.0,False,0.0,3.789649826735766,3.789649826735766,3.789649826735766,3.789649826735766,3.789649826735766,10.169649826735766,0.0
Tre Tucker,LV,136.2,WR,-0.1291861121734268,129,133,4,0.0705879916709069,2.8936764761725025,3.789649826735766,54.0,0.87,1.825,0.7037037037037037,3.0,True,-2.8374999999999995,3.789649826735766,3.0802748267357662,2.370899826735766,0.9521498267357664,3.505899826735766,10.169649826735766,0.0
Jayden Higgins,HOU,135.6,WR,-0.1291861121734268,130,132,2,0.0705879916709069,2.8936764761725025,3.789649826735766,18.0,,,,1.0,False,0.0,3.789649826735766,3.789649826735766,3.789649826735766,3.789649826735766,3.789649826735766,10.169649826735766,0.0
Jerry Jeudy,CLE,133.6,WR,-0.1291861121734268,131,131,0,0.0705879916709069,2.8936764761725025,3.789649826735766,54.0,0.926,4.05,0.4629629629629629,6.0,True,-0.6124999999999998,3.789649826735766,3.6365248267357657,3.483399826735766,3.177149826735766,3.728399826735766,10.169649826735766,0.0
Calvin Ridley,TEN,130.2,WR,-0.1291861121734268,132,129,-3,0.0705879916709069,2.8936764761725025,3.789649826735766,54.0,0.759,1.05,0.5555555555555556,8.0,True,-3.6125,3.789649826735766,2.8865248267357657,1.983399826735766,0.177149826735766,3.428399826735766,10.169649826735766,0.0
KC Concepcion,CLE,129.2,WR,-0.1291861121734268,133,128,-5,0.0705879916709069,2.8936764761725025,3.789649826735766,,,,,,,0.0,3.789649826735766,3.789649826735766,3.789649826735766,3.789649826735766,3.789649826735766,10.169649826735766,0.0
Matthew Golden,GB,119.9,WR,-0.1291861121734268,134,121,-13,0.0705879916709069,2.8936764761725025,3.789649826735766,18.0,,,,1.0,False,0.0,3.789649826735766,3.789649826735766,3.789649826735766,3.789649826735766,3.789649826735766,10.169649826735766,0.0
Rashid Shaheed,SEA,119.0,WR,-0.1291861121734268,135,119,-16,0.0705879916709069,2.8936764761725025,3.789649826735766,54.0,0.722,0.0,0.5925925925925926,4.0,True,-4.6625,3.789649826735766,2.624024826735766,1.458399826735766,-0.8728501732642338,3.323399826735766,10.169649826735766,0.0
John Metchie III,CAR,116.3,WR,-0.1291861121734268,136,117,-19,0.0705879916709069,2.8936764761725025,3.789649826735766,54.0,0.685,0.0,0.925925925925926,4.0,True,-4.6625,3.789649826735766,2.624024826735766,1.458399826735766,-0.8728501732642338,3.323399826735766,10.169649826735766,0.0
Makai Lemon,PHI,106.4,WR,-0.1291861121734268,137,110,-27,0.0705879916709069,2.8936764761725025,3.789649826735766,,,,,,,0.0,3.789649826735766,3.789649826735766,3.789649826735766,3.789649826735766,3.789649826735766,10.169649826735766,0.0
Ricky Pearsall,SF,118.3,WR,-0.1291861121734285,138,118,-20,0.0705879916709051,2.8936764761725007,3.789649826735764,36.0,0.556,0.0,0.7222222222222222,2.0,True,-4.6625,3.789649826735764,2.624024826735764,1.4583998267357643,-0.8728501732642355,3.323399826735764,10.169649826735764,-1.7763568394002505e-15
Jalen Coker,CAR,126.1,WR,-0.1291861121734285,139,125,-14,0.0705879916709051,2.8936764761725007,3.789649826735764,36.0,0.611,0.0,0.7777777777777778,2.0,True,-4.6625,3.789649826735764,2.624024826735764,1.4583998267357643,-0.8728501732642355,3.323399826735764,10.169649826735764,-1.7763568394002505e-15
Jalen McMillan,TB,143.8,WR,-0.2896911647487741,140,142,2,-0.0899170609044404,2.733171423597155,3.6291447741604186,36.0,0.472,0.0,0.7777777777777778,2.0,True,-4.6625,3.6291447741604186,2.4635197741604187,1.2978947741604188,-1.033355225839581,3.1628947741604185,10.009144774160418,0.0
Baker Mayfield,,128.1,QB,-0.6048790929924905,141,127,-14,-0.7636541946640634,3.614453427638889,3.820930567961449,54.0,0.944,11.09,0.1296296296296296,8.0,True,1.2699999999999996,3.820930567961449,4.138430567961449,4.455930567961449,5.090930567961449,3.947930567961449,15.920930567961449,
Jacory Croskey-Merritt,WAS,113.3,RB,-0.740341085112016,142,116,-26,-1.9006775710995711,3.3237363150105157,2.591446416016189,18.0,,,,1.0,False,0.0,2.591446416016189,2.591446416016189,2.591446416016189,2.591446416016189,2.591446416016189,8.801446416016189,0.0
Jonathon Brooks,CAR,112.2,RB,-0.740341085112016,143,115,-28,-1.9006775710995711,3.3237363150105157,2.591446416016189,18.0,,,,2.0,False,0.0,2.591446416016189,2.591446416016189,2.591446416016189,2.591446416016189,2.591446416016189,8.801446416016189,0.0
Tyler Shough,,136.7,QB,-0.8323283858351953,144,135,-9,-0.991103487506768,3.387004134796184,3.5934812751187444,18.0,,,,1.0,False,0.0,3.5934812751187444,3.5934812751187444,3.5934812751187444,3.5934812751187444,3.5934812751187444,15.693481275118744,
Sam Darnold,,140.1,QB,-0.8323283858351953,145,139,-6,-0.991103487506768,3.387004134796184,3.5934812751187444,54.0,0.815,0.0,0.5,8.0,True,-9.82,3.5934812751187444,1.1384812751187443,-1.3165187248812558,-6.226518724881256,2.611481275118744,15.693481275118744,
Kyler Murray,,145.0,QB,-0.8323283858351953,146,144,-2,-0.991103487506768,3.387004134796184,3.5934812751187444,54.0,0.556,0.0,0.4629629629629629,7.0,True,-9.82,3.5934812751187444,1.1384812751187443,-1.3165187248812558,-6.226518724881256,2.611481275118744,15.693481275118744,
Jordan Love,,148.4,QB,-0.9592278651065698,147,147,0,-1.1180029667781426,3.2601046555248097,3.46658179584737,54.0,0.87,8.945,0.2407407407407407,6.0,True,-0.875,3.46658179584737,3.24783179584737,3.02908179584737,2.59158179584737,3.37908179584737,15.56658179584737,
Daniel Jones,,158.5,QB,-0.9592278651065698,148,162,14,-1.1180029667781426,3.2601046555248097,3.46658179584737,54.0,0.537,0.0,0.6111111111111112,7.0,True,-9.82,3.46658179584737,1.0115817958473698,-1.4434182041526302,-6.35341820415263,2.4845817958473697,15.56658179584737,
C.J. Stroud,,159.3,QB,-0.9592278651065698,149,164,15,-1.1180029667781426,3.2601046555248097,3.46658179584737,54.0,0.852,8.8,0.2407407407407407,3.0,True,-1.0199999999999996,3.46658179584737,3.21158179584737,2.95658179584737,2.4465817958473703,3.36458179584737,15.56658179584737,
Malik Willis,,159.9,QB,-0.9592278651065698,150,168,18,-1.1180029667781426,3.2601046555248097,3.46658179584737,54.0,0.222,0.0,0.9074074074074074,4.0,True,-9.82,3.46658179584737,1.0115817958473698,-1.4434182041526302,-6.35341820415263,2.4845817958473697,15.56658179584737,
Rashod Bateman,BAL,148.2,WR,-0.960831944111721,151,146,-5,-0.7610578402673873,2.062030644234208,2.9580039947974717,54.0,0.815,1.625,0.7592592592592593,5.0,True,-3.0374999999999996,2.9580039947974717,2.198628994797472,1.4392539947974718,-0.0794960052025279,2.6542539947974717,9.338003994797472,0.0
Denzel Boston,CLE,154.9,WR,-0.960831944111721,152,153,1,-0.7610578402673873,2.062030644234208,2.9580039947974717,,,,,,,0.0,2.9580039947974717,2.9580039947974717,2.9580039947974717,2.9580039947974717,2.9580039947974717,9.338003994797472,0.0
De'Zhaun Stribling,SF,156.9,WR,-0.960831944111721,153,157,4,-0.7610578402673873,2.062030644234208,2.9580039947974717,,,,,,,0.0,2.9580039947974717,2.9580039947974717,2.9580039947974717,2.9580039947974717,2.9580039947974717,9.338003994797472,0.0
Antonio Williams,WAS,156.9,WR,-0.960831944111721,154,157,3,-0.7610578402673873,2.062030644234208,2.9580039947974717,,,,,,,0.0,2.9580039947974717,2.9580039947974717,2.9580039947974717,2.9580039947974717,2.9580039947974717,9.338003994797472,0.0
Ja'Kobi Lane,BAL,146.4,WR,-0.960831944111721,155,145,-10,-0.7610578402673873,2.062030644234208,2.9580039947974717,,,,,,,0.0,2.9580039947974717,2.9580039947974717,2.9580039947974717,2.9580039947974717,2.9580039947974717,9.338003994797472,0.0
Tank Dell,HOU,153.1,WR,-0.960831944111721,156,150,-6,-0.7610578402673873,2.062030644234208,2.9580039947974717,36.0,0.667,0.0,0.5555555555555556,3.0,True,-4.6625,2.9580039947974717,1.7923789947974718,0.6267539947974718,-1.704496005202528,2.4917539947974716,9.338003994797472,0.0
Malik Washington,MIA,155.7,WR,-0.960831944111721,157,155,-2,-0.7610578402673873,2.062030644234208,2.9580039947974717,36.0,0.861,1.2,0.75,2.0,True,-3.4624999999999995,2.9580039947974717,2.092378994797472,1.226753994797472,-0.5044960052025278,2.6117539947974717,9.338003994797472,0.0
Jordan Mason,MIN,122.3,RB,-1.0271015408466564,158,124,-34,-2.1874380268342115,3.0369758592758753,2.3046859602815486,54.0,0.815,0.0,0.6666666666666666,4.0,True,-6.1499999999999995,2.3046859602815486,0.7671859602815487,-0.7703140397184511,-3.845314039718451,1.6896859602815486,8.514685960281549,0.0
Blake Corum,LAR,121.7,RB,-1.0271015408466582,159,123,-36,-2.1874380268342133,3.0369758592758735,2.304685960281547,36.0,0.889,1.25,0.8611111111111112,2.0,True,-4.8999999999999995,2.304685960281547,1.079685960281547,-0.1453140397184529,-2.5953140397184526,1.8146859602815468,8.514685960281547,-1.7763568394002505e-15
Tyjae Spears,TEN,126.9,RB,-1.1698977837027726,160,126,-34,-2.330234269690328,2.894179616419759,2.1618897174254323,54.0,0.778,1.175,0.6296296296296297,3.0,True,-4.975,2.1618897174254323,0.9181397174254324,-0.3256102825745675,-2.8131102825745673,1.6643897174254323,8.371889717425432,0.0
Brenton Strange,,163.8,TE,-1.8209580167910913,161,181,20,-2.246515919116674,-0.8997182468136735,-0.8816091127484373,54.0,0.611,0.0,0.7222222222222222,3.0,True,-7.025,-0.8816091127484373,-2.6378591127484374,-4.3941091127484375,-7.906609112748438,-1.5841091127484375,6.988390887251563,
Travis Hunter,JAX,163.8,WR,-1.8855472127543944,162,181,19,-1.6857731089100607,1.1373153755915348,2.0332887261547983,18.0,,,,1.0,False,0.0,2.0332887261547983,2.0332887261547983,2.0332887261547983,2.0332887261547983,2.0332887261547983,8.413288726154798,0.0
Jalen Nailor,LV,159.5,WR,-1.8855472127543944,163,165,2,-1.6857731089100607,1.1373153755915348,2.0332887261547983,54.0,0.648,0.0,0.8333333333333334,4.0,True,-4.6625,2.0332887261547983,0.8676637261547984,-0.2979612738452015,-2.629211273845202,1.5670387261547982,8.413288726154798,0.0
Cooper Kupp,SEA,159.7,WR,-1.8855472127543944,164,167,3,-1.6857731089100607,1.1373153755915348,2.0332887261547983,54.0,0.741,0.0,0.6296296296296297,9.0,True,-4.6625,2.0332887261547983,0.8676637261547984,-0.2979612738452015,-2.629211273845202,1.5670387261547982,8.413288726154798,0.0
Adonai Mitchell,NYJ,160.7,WR,-1.8855472127543944,165,172,7,-1.6857731089100607,1.1373153755915348,2.0332887261547983,36.0,0.917,0.0,0.8611111111111112,2.0,True,-4.6625,2.0332887261547983,0.8676637261547984,-0.2979612738452015,-2.629211273845202,1.5670387261547982,8.413288726154798,0.0
Isaac TeSlaa,DET,163.0,WR,-1.8855472127543944,166,178,12,-1.6857731089100607,1.1373153755915348,2.0332887261547983,18.0,,,,1.0,False,0.0,2.0332887261547983,2.0332887261547983,2.0332887261547983,2.0332887261547983,2.0332887261547983,8.413288726154798,0.0
Chris Rodriguez Jr.,JAX,160.6,RB,-2.049997349694669,167,171,4,-3.210333835682224,2.014080050427862,1.281790151433536,54.0,0.519,0.0,0.8518518518518519,3.0,True,-6.1499999999999995,1.281790151433536,-0.2557098485664639,-1.7932098485664638,-4.8682098485664635,0.6667901514335359,7.491790151433536,8.881784197001252e-16
Woody Marks,HOU,144.7,RB,-2.04999734969467,168,143,-25,-3.210333835682225,2.0140800504278618,1.281790151433535,18.0,,,,1.0,False,0.0,1.281790151433535,1.281790151433535,1.281790151433535,1.281790151433535,1.281790151433535,7.491790151433535,0.0
Isiah Pacheco,DET,148.9,RB,-2.04999734969467,169,148,-21,-3.210333835682225,2.0140800504278618,1.281790151433535,54.0,0.63,0.0,0.6481481481481481,4.0,True,-6.1499999999999995,1.281790151433535,-0.2557098485664648,-1.7932098485664647,-4.868209848566464,0.666790151433535,7.491790151433535,0.0
Alvin Kamara,NO,132.8,RB,-2.04999734969467,170,130,-40,-3.210333835682225,2.0140800504278618,1.281790151433535,54.0,0.704,0.0,0.4074074074074074,9.0,True,-6.1499999999999995,1.281790151433535,-0.2557098485664648,-1.7932098485664647,-4.868209848566464,0.666790151433535,7.491790151433535,0.0
Zach Charbonnet,SEA,139.1,RB,-2.04999734969467,171,137,-34,-3.210333835682225,2.0140800504278618,1.281790151433535,54.0,0.907,3.15,0.4814814814814814,3.0,True,-2.9999999999999996,1.281790151433535,0.5317901514335351,-0.2182098485664647,-1.7182098485664643,0.981790151433535,7.491790151433535,0.0
Keaton Mitchell,LAC,157.1,RB,-2.04999734969467,172,159,-13,-3.210333835682225,2.0140800504278618,1.281790151433535,54.0,0.444,0.0,0.9074074074074074,3.0,True,-6.1499999999999995,1.281790151433535,-0.2557098485664648,-1.7932098485664647,-4.868209848566464,0.666790151433535,7.491790151433535,0.0
Tank Bigsby,PHI,155.6,RB,-2.04999734969467,173,154,-19,-3.210333835682225,2.0140800504278618,1.281790151433535,54.0,0.815,0.0,0.8148148148148148,3.0,True,-6.1499999999999995,1.281790151433535,-0.2557098485664648,-1.7932098485664647,-4.868209848566464,0.666790151433535,7.491790151433535,0.0
Jaydon Blue,DAL,160.2,RB,-2.04999734969467,174,169,-5,-3.210333835682225,2.0140800504278618,1.281790151433535,18.0,,,,1.0,False,0.0,1.281790151433535,1.281790151433535,1.281790151433535,1.281790151433535,1.281790151433535,7.491790151433535,0.0
Tyrone Tracy Jr.,NYG,156.1,RB,-2.049997349694671,175,156,-19,-3.210333835682226,2.014080050427861,1.2817901514335341,36.0,0.889,4.45,0.5,2.0,True,-1.6999999999999993,1.281790151433534,0.8567901514335341,0.4317901514335343,-0.4182098485664653,1.1117901514335342,7.491790151433534,-8.881784197001252e-16
Kaelon Black,SF,161.0,RB,-2.053541839631219,176,173,-3,-3.213878325618774,2.010535560491313,1.2782456614969862,,,,,,,0.0,1.2782456614969862,1.2782456614969862,1.2782456614969862,1.2782456614969862,1.2782456614969862,7.488245661496986,8.881784197001252e-16
James Conner,ARI,163.1,RB,-2.0606176293333327,177,179,2,-3.220954115320888,2.003459770789199,1.2711698717948723,54.0,0.593,0.0,0.5555555555555556,9.0,True,-6.1499999999999995,1.2711698717948725,-0.2663301282051273,-1.8038301282051272,-4.878830128205127,0.6561698717948723,7.481169871794872,8.881784197001252e-16
Mike Washington Jr.,LV,162.2,RB,-2.0606176293333327,178,177,-1,-3.220954115320888,2.003459770789199,1.2711698717948723,,,,,,,0.0,1.2711698717948725,1.2711698717948725,1.2711698717948725,1.2711698717948725,1.2711698717948723,7.481169871794872,8.881784197001252e-16
AJ Dillon,CAR,161.4,RB,-2.0606176293333327,179,175,-4,-3.220954115320888,2.003459770789199,1.2711698717948723,36.0,0.583,0.0,0.7777777777777778,6.0,True,-6.1499999999999995,1.2711698717948725,-0.2663301282051273,-1.8038301282051272,-4.878830128205127,0.6561698717948723,7.481169871794872,8.881784197001252e-16
Tyler Allgeier,ARI,161.4,RB,-2.0606176293333327,180,175,-5,-3.220954115320888,2.003459770789199,1.2711698717948723,54.0,0.944,2.675,0.6666666666666666,4.0,True,-3.4749999999999996,1.2711698717948725,0.4024198717948726,-0.4663301282051273,-2.2038301282051274,0.9236698717948724,7.481169871794872,8.881784197001252e-16
Dylan Sampson,CLE,164.1,RB,-2.0606176293333327,181,183,2,-3.220954115320888,2.003459770789199,1.2711698717948723,18.0,,,,1.0,False,0.0,1.2711698717948725,1.2711698717948725,1.2711698717948725,1.2711698717948725,1.2711698717948723,7.481169871794872,8.881784197001252e-16
Ray Davis,BUF,161.4,RB,-2.0606176293333327,182,175,-7,-3.220954115320888,2.003459770789199,1.2711698717948723,36.0,0.944,0.525,0.75,2.0,True,-5.624999999999999,1.2711698717948725,-0.1350801282051272,-1.541330128205127,-4.353830128205127,0.7086698717948724,7.481169871794872,8.881784197001252e-16
Justice Hill,BAL,163.6,RB,-2.0606176293333327,183,180,-3,-3.220954115320888,2.003459770789199,1.2711698717948723,54.0,0.759,0.0,0.7037037037037037,7.0,True,-6.1499999999999995,1.2711698717948725,-0.2663301282051273,-1.8038301282051272,-4.878830128205127,0.6561698717948723,7.481169871794872,8.881784197001252e-16
Nicholas Singleton,TEN,165.3,RB,-2.0606176293333327,184,189,5,-3.220954115320888,2.003459770789199,1.2711698717948723,,,,,,,0.0,1.2711698717948725,1.2711698717948725,1.2711698717948725,1.2711698717948725,1.2711698717948723,7.481169871794872,8.881784197001252e-16
Emari Demercado,KC,164.4,RB,-2.0606176293333327,185,184,-1,-3.220954115320888,2.003459770789199,1.2711698717948723,54.0,0.667,0.0,0.8148148148148148,3.0,True,-6.1499999999999995,1.2711698717948725,-0.2663301282051273,-1.8038301282051272,-4.878830128205127,0.6561698717948723,7.481169871794872,8.881784197001252e-16
