year,name,gsis_id,adp,adp_rank,rookie_season,exp,games,ppg,tier,in_fit,m_ols,m_iso,resid_iso,resid_ols,m_hat,tau2,sig2,mu_hat,n_eff,share,th_inc,th_lam50,th_lam25,th_lam00
2018,Michael Thomas,00-0032765,16.0,5,2016,2,16,19.71875,vet,True,15.99025901152472,16.174372178623514,3.544377821376486,3.7284909884752793,15.478757407905862,11.199135763233183,43.25989353664156,16.453055555555554,1.8,1.0,15.788452295221287,15.788452295221287,15.788452295221287,15.788452295221287
2018,Keenan Allen,00-0030279,17.2,6,2013,5,15,17.34,vet,True,15.827373640758251,16.174372178623514,1.1656278213764857,1.5126263592417466,15.478757407905862,11.199135763233183,43.25989353664156,16.122619047619047,2.6470588235294117,1.0,15.740566868781997,15.740566868781997,15.740566868781997,15.740566868781997
2018,Davante Adams,00-0031381,18.2,7,2014,4,15,21.973333333333336,vet,True,15.700093108189536,16.174372178623514,5.798961154709822,6.273240225143802,15.478757407905862,11.199135763233183,43.25989353664156,14.14734432234432,2.6470588235294117,0.29767441860465116,14.937373171551018,15.068973683522739,15.152708913610695,15.253180360119593
2018,A.J. Green,00-0027942,21.3,8,2011,7,8,18.4625,vet,True,15.345844364556989,15.309814510824571,3.1526854891754255,3.11665563544301,14.696721534563963,11.199135763233183,43.25989353664156,16.504351851851855,2.6470588235294117,0.9615384615384616,15.431747027064677,15.423293487633028,15.419016551455588,15.414705639612167
2018,Tyreek Hill,00-0033040,23.7,9,2016,2,16,20.875,vet,True,15.105374478312193,15.179405480140774,5.695594519859226,5.769625521687807,14.696721534563963,11.199135763233183,43.25989353664156,15.612063492063493,1.8,0.9772727272727273,14.987676336301739,14.985412812834312,14.984274885644343,14.983132818240495
2018,Mike Evans,00-0031408,25.5,10,2014,4,16,17.775,vet,True,14.940500936709238,15.179405480140774,2.5955945198592243,2.8344990632907603,14.696721534563963,11.199135763233183,43.25989353664156,15.268777777777778,2.6470588235294117,0.777292576419214,14.929333212894967,14.913234546596989,14.9045986772706,14.895532847400137
2018,Stefon Diggs,00-0031588,26.0,11,2015,3,15,17.753333333333334,vet,True,14.896766241183444,15.179405480140774,2.5739278531925596,2.8565670921498914,14.696721534563963,11.199135763233183,43.25989353664156,13.978806907378337,2.3333333333333335,0.5052631578947369,14.426369504980228,14.472344457595916,14.499065718860777,14.528846109896737
2018,T.Y. Hilton,00-0029608,27.4,12,2012,6,14,17.071428571428573,vet,True,14.778642825276286,14.888359769943484,2.1830688014850903,2.292785746152287,14.522558036770484,11.199135763233183,43.25989353664156,13.327222222222222,2.6470588235294117,0.502092050209205,14.036506056235933,14.11639444056663,14.163489883254073,14.216563092109885
2018,Amari Cooper,00-0031544,31.4,13,2015,3,13,16.423076923076923,vet,True,14.471738063368718,14.888359769943484,1.5347171531334407,1.9513388597082049,14.522558036770484,11.199135763233183,43.25989353664156,13.213988095238095,2.3333333333333335,0.0,14.02977724341568,14.219013246686705,14.350873030427994,14.522558036770484
2018,Adam Thielen,00-0030035,33.5,14,2013,5,16,19.20625,vet,True,14.325931886560433,14.888359769943484,4.317890230056518,4.880318113439568,14.356174161998126,11.199135763233183,43.25989353664156,13.196031746031744,2.6470588235294117,0.5803108808290155,13.884432654616202,13.948652085129762,13.985474801982576,14.026086054684864
2018,Larry Fitzgerald,00-0022921,34.9,15,2004,14,16,11.605,vet,True,14.23372098298665,14.183591681330652,-2.578591681330652,-2.62872098298665,14.356174161998126,11.199135763233183,43.25989353664156,15.83645238095238,2.6470588235294117,0.6470588235294118,14.958090503253896,14.890189376760247,14.852143744942989,14.810910616069627
2018,Doug Baldwin,00-0028434,37.6,16,2011,7,11,12.79090909090909,vet,True,14.065888375589338,14.133351985789943,-1.3424428948808558,-1.2749792846802492,14.356174161998126,11.199135763233183,43.25989353664156,14.607916666666666,2.6470588235294117,1.0,14.458538653624368,14.458538653624368,14.458538653624368,14.458538653624368
