opp,year,slot,sim,strat,pts14,pts17,nQB,nRB,nWR,nTE,pts_all
adp,2020,2,5,SE,1656.2399999999998,392.88000000000005,2,7,4,1,2049.12
adp,2020,2,5,SF,1843.82,385.98,1,4,7,2,2229.8
adp,2020,2,5,SG,1600.94,307.78000000000003,1,8,3,2,1908.72
adp,2020,2,6,SA,1705.78,288.74,2,5,6,1,1994.52
adp,2020,2,6,SB,1411.04,334.9,1,2,10,1,1745.94
adp,2020,2,6,SC,1542.94,288.79999999999995,1,5,6,2,1831.74
adp,2020,2,6,SD,1331.8400000000001,328.1,1,2,10,1,1659.94
adp,2020,2,6,SE,1811.14,378.20000000000005,1,6,6,1,2189.34
adp,2020,2,6,SF,1646.96,346.48,2,4,6,2,1993.44
adp,2020,2,6,SG,1337.9399999999998,314.79999999999995,1,8,3,2,1652.7399999999998
adp,2020,2,7,SA,1852.7399999999998,468.08,1,10,2,1,2320.8199999999997
adp,2020,2,7,SB,1899.5,433.92,1,2,10,1,2333.42
adp,2020,2,7,SC,1730.8400000000001,348.40000000000003,1,6,5,2,2079.2400000000002
adp,2020,2,7,SD,1848.7,481.80000000000007,1,2,10,1,2330.5
adp,2020,2,7,SE,1673.74,384.98,1,8,4,1,2058.7200000000003
adp,2020,2,7,SF,1894.94,506.79999999999995,2,4,6,2,2401.74
adp,2020,2,7,SG,1694.84,365.6,1,8,3,2,2060.44
adp,2020,2,8,SA,1687.4,328.12,2,6,4,2,2015.52
adp,2020,2,8,SB,1553.12,338.3,1,2,10,1,1891.4199999999998
adp,2020,2,8,SC,1568.2,281.70000000000005,1,4,7,2,1849.9
adp,2020,2,8,SD,1553.12,338.3,1,2,10,1,1891.4199999999998
adp,2020,2,8,SE,1669.28,340.5,2,4,6,2,2009.78
adp,2020,2,8,SF,1620.98,384.72,2,4,6,2,2005.7
adp,2020,2,8,SG,1351.5,223.5,1,8,3,2,1575.0
adp,2020,2,9,SA,1854.6,309.76,2,5,6,1,2164.3599999999997
adp,2020,2,9,SB,1686.52,320.7,1,2,10,1,2007.22
adp,2020,2,9,SC,1662.12,319.1,2,7,3,2,1981.2199999999998
adp,2020,2,9,SD,1686.52,320.7,1,2,10,1,2007.22
adp,2020,2,9,SE,1657.6000000000001,357.74,2,6,4,2,2015.3400000000001
adp,2020,2,9,SF,1596.3199999999997,354.5,1,4,7,2,1950.8199999999997
adp,2020,2,9,SG,1325.54,261.79999999999995,1,10,2,1,1587.34
adp,2020,2,10,SA,1884.48,334.64,2,5,6,1,2219.12
adp,2020,2,10,SB,1738.7,280.90000000000003,1,2,10,1,2019.6000000000001
adp,2020,2,10,SC,1888.22,308.48,1,4,7,2,2196.7
adp,2020,2,10,SD,1768.3999999999999,310.9,1,2,10,1,2079.2999999999997
adp,2020,2,10,SE,1853.76,366.7,2,5,5,2,2220.46
adp,2020,2,10,SF,1707.56,286.38,1,4,7,2,1993.94
adp,2020,2,10,SG,1669.2,294.28,1,8,3,2,1963.48
adp,2020,2,11,SA,1579.44,344.5,1,4,8,1,1923.94
adp,2020,2,11,SB,1591.54,373.08,1,2,10,1,1964.62
adp,2020,2,11,SC,1642.62,314.08000000000004,1,6,5,2,1956.6999999999998
adp,2020,2,11,SD,1591.54,373.08,1,2,10,1,1964.62
adp,2020,2,11,SE,1534.38,316.0,2,7,3,2,1850.38
adp,2020,2,11,SF,1623.44,302.58,1,4,7,2,1926.02
adp,2020,2,11,SG,1589.72,313.78000000000003,1,7,4,2,1903.5
adp,2020,2,12,SA,1858.2999999999997,379.20000000000005,2,6,5,1,2237.5
adp,2020,2,12,SB,2007.1,362.3,1,2,10,1,2369.4
adp,2020,2,12,SC,1849.1,339.28,1,6,5,2,2188.38
adp,2020,2,12,SD,2007.1,362.3,1,2,10,1,2369.4
adp,2020,2,12,SE,1904.3,321.88,1,7,5,1,2226.18
adp,2020,2,12,SF,1781.62,388.59999999999997,1,4,7,2,2170.22
adp,2020,2,12,SG,1678.1,389.98,1,8,3,2,2068.08
adp,2020,2,13,SA,1371.38,190.0,1,4,8,1,1561.38
adp,2020,2,13,SB,1453.1999999999998,249.5,1,2,9,2,1702.6999999999998
adp,2020,2,13,SC,1500.02,283.1,2,7,3,2,1783.12
adp,2020,2,13,SD,1583.2,361.3,2,2,8,2,1944.5
adp,2020,2,13,SE,1508.8000000000002,272.64,2,7,3,2,1781.44
adp,2020,2,13,SF,1508.8999999999996,260.0,1,4,7,2,1768.8999999999996
adp,2020,2,13,SG,1310.3400000000001,208.39999999999998,1,10,2,1,1518.7400000000002
adp,2020,2,14,SA,1904.9399999999998,336.58000000000004,2,3,8,1,2241.52
adp,2020,2,14,SB,1900.04,368.0,1,2,10,1,2268.04
adp,2020,2,14,SC,1613.8400000000001,317.0,2,5,5,2,1930.8400000000001
adp,2020,2,14,SD,1878.7599999999998,334.68,1,2,10,1,2213.4399999999996
adp,2020,2,14,SE,1604.46,306.3,2,6,4,2,1910.76
adp,2020,2,14,SF,1737.58,362.2,1,4,7,2,2099.7799999999997
adp,2020,2,14,SG,1569.44,271.79999999999995,1,8,3,2,1841.24
adp,2020,2,15,SA,1688.96,376.14,2,7,4,1,2065.1
adp,2020,2,15,SB,1643.06,421.17999999999995,1,2,10,1,2064.24
adp,2020,2,15,SC,1690.6000000000001,346.98,1,5,6,2,2037.5800000000002
adp,2020,2,15,SD,1643.06,421.17999999999995,1,2,10,1,2064.24
adp,2020,2,15,SE,1641.6399999999999,353.28000000000003,1,6,6,1,1994.9199999999998
adp,2020,2,15,SF,1696.04,361.02,2,4,6,2,2057.06
adp,2020,2,15,SG,1571.84,344.4,1,8,3,2,1916.2399999999998
adp,2020,2,16,SA,1844.1200000000001,351.6,2,6,5,1,2195.7200000000003
adp,2020,2,16,SB,1592.94,413.6,1,2,10,1,2006.54
adp,2020,2,16,SC,1645.4,394.98,1,5,6,2,2040.38
adp,2020,2,16,SD,1608.0800000000002,439.50000000000006,1,2,10,1,2047.5800000000002
adp,2020,2,16,SE,1445.3999999999999,336.8,2,6,4,2,1782.1999999999998
adp,2020,2,16,SF,1747.2400000000002,386.8,1,4,7,2,2134.0400000000004
adp,2020,2,16,SG,1549.6999999999998,372.18,1,8,3,2,1921.8799999999999
adp,2020,2,17,SA,1897.1,380.3,2,4,7,1,2277.4
adp,2020,2,17,SB,1958.6,467.38,1,2,10,1,2425.98
adp,2020,2,17,SC,1636.46,301.68000000000006,1,6,5,2,1938.14
adp,2020,2,17,SD,1878.2,455.78,1,2,10,1,2333.98
adp,2020,2,17,SE,1725.66,352.6,2,6,4,2,2078.26
adp,2020,2,17,SF,1795.8999999999996,340.70000000000005,1,4,7,2,2136.5999999999995
adp,2020,2,17,SG,1682.7599999999998,319.48,1,8,3,2,2002.2399999999998
adp,2020,2,18,SA,1923.3,408.65999999999997,2,3,8,1,2331.96
adp,2020,2,18,SB,1932.8,437.18,1,2,10,1,2369.98
adp,2020,2,18,SC,1811.8999999999999,343.38,1,6,5,2,2155.2799999999997
adp,2020,2,18,SD,1932.8,437.18,1,2,10,1,2369.98
adp,2020,2,18,SE,1837.1799999999998,402.0,2,5,5,2,2239.18
adp,2020,2,18,SF,1744.62,371.38,1,4,7,2,2116.0
adp,2020,2,18,SG,1660.8,302.98,1,8,3,2,1963.78
adp,2020,2,19,SA,1654.98,344.96000000000004,2,6,5,1,1999.94
adp,2020,2,19,SB,1691.5,437.88,1,2,10,1,2129.38
adp,2020,2,19,SC,1481.5,365.18,1,8,3,2,1846.68
adp,2020,2,19,SD,1683.2,389.38,1,2,10,1,2072.58
adp,2020,2,19,SE,1594.7,384.44,2,7,3,2,1979.14
adp,2020,2,19,SF,1686.16,334.44,2,4,6,2,2020.6000000000001
adp,2020,2,19,SG,1364.4,329.78,1,10,2,1,1694.18
adp,2020,3,0,SA,1384.46,192.89999999999998,2,3,8,1,1577.3600000000001
adp,2020,3,0,SB,1395.78,266.70000000000005,1,2,10,1,1662.48
adp,2020,3,0,SC,1460.04,354.08000000000004,2,6,4,2,1814.12
adp,2020,3,0,SD,1427.3600000000001,285.6,1,2,10,1,1712.96
adp,2020,3,0,SE,1397.04,302.58,2,7,4,1,1699.62
adp,2020,3,0,SF,1736.5,440.58,2,4,6,2,2177.08
adp,2020,3,0,SG,1553.48,336.0,1,7,4,2,1889.48
adp,2020,3,1,SA,1714.58,467.47999999999996,1,4,8,1,2182.06
adp,2020,3,1,SB,1867.1999999999998,413.58,1,2,10,1,2280.7799999999997
adp,2020,3,1,SC,1735.1,393.68,1,7,4,2,2128.7799999999997
adp,2020,3,1,SD,1844.0,400.67999999999995,1,2,10,1,2244.68
adp,2020,3,1,SE,1739.68,410.5,2,7,4,1,2150.1800000000003
adp,2020,3,1,SF,1864.5,406.88,1,4,7,2,2271.38
adp,2020,3,1,SG,1639.2999999999997,381.88,1,8,3,2,2021.1799999999998
adp,2020,3,2,SA,1796.7199999999998,405.08,2,5,6,1,2201.7999999999997
adp,2020,3,2,SB,1830.0800000000002,403.38,1,2,10,1,2233.46
adp,2020,3,2,SC,1892.5,384.53999999999996,2,6,4,2,2277.04
adp,2020,3,2,SD,1830.0800000000002,403.38,1,2,10,1,2233.46
adp,2020,3,2,SE,1830.7199999999998,457.18,2,6,4,2,2287.8999999999996
adp,2020,3,2,SF,1675.62,368.48,1,4,7,2,2044.1
adp,2020,3,2,SG,1580.7599999999998,335.48,1,10,2,1,1916.2399999999998
adp,2020,3,3,SA,1762.98,325.98,2,6,5,1,2088.96
adp,2020,3,3,SB,1931.06,352.0,1,2,10,1,2283.06
adp,2020,3,3,SC,1871.7599999999998,307.98,1,6,5,2,2179.74
adp,2020,3,3,SD,1927.3999999999999,385.28000000000003,1,2,10,1,2312.68
adp,2020,3,3,SE,1816.7599999999998,342.5,2,6,4,2,2159.2599999999998
adp,2020,3,3,SF,1706.2,319.58000000000004,1,4,7,2,2025.7800000000002
adp,2020,3,3,SG,1653.6599999999999,263.98,1,10,2,1,1917.6399999999999
adp,2020,3,4,SA,1945.3600000000001,357.48,1,4,8,1,2302.84
adp,2020,3,4,SB,1835.9,352.0,1,2,10,1,2187.9
adp,2020,3,4,SC,1821.48,361.6,1,5,6,2,2183.08
adp,2020,3,4,SD,1796.1,330.48,1,2,10,1,2126.58
adp,2020,3,4,SE,1640.0,345.78,1,7,5,1,1985.78
adp,2020,3,4,SF,1703.22,338.9,1,4,7,2,2042.12
adp,2020,3,4,SG,1570.68,315.9,1,7,4,2,1886.58
adp,2020,3,5,SA,1835.22,430.1,2,5,6,1,2265.32
adp,2020,3,5,SB,1618.5,391.78000000000003,1,2,10,1,2010.28
adp,2020,3,5,SC,1692.6399999999999,317.44,2,6,4,2,2010.08
adp,2020,3,5,SD,1580.3000000000002,388.88,1,2,10,1,1969.1800000000003
adp,2020,3,5,SE,1575.7999999999997,353.14,2,6,4,2,1928.9399999999996
adp,2020,3,5,SF,1543.1599999999999,323.84,2,4,6,2,1866.9999999999998
adp,2020,3,5,SG,1440.8400000000001,274.53999999999996,2,8,2,2,1715.38
adp,2020,3,6,SA,1462.28,360.0,1,8,4,1,1822.28
adp,2020,3,6,SB,1670.8600000000001,365.6,1,2,10,1,2036.46
adp,2020,3,6,SC,1595.8,266.78,1,7,4,2,1862.58
adp,2020,3,6,SD,1673.76,418.6,1,2,10,1,2092.36
adp,2020,3,6,SE,1528.0,296.34,2,6,4,2,1824.34
adp,2020,3,6,SF,1679.92,367.24,2,4,6,2,2047.16
adp,2020,3,6,SG,1352.3,245.68,1,9,2,2,1597.98
adp,2020,3,7,SA,1689.3200000000002,400.98,2,7,4,1,2090.3
adp,2020,3,7,SB,1397.9,356.20000000000005,1,2,10,1,1754.1000000000001
adp,2020,3,7,SC,1702.3000000000002,436.47999999999996,2,6,4,2,2138.78
adp,2020,3,7,SD,1397.9,356.20000000000005,1,2,10,1,1754.1000000000001
adp,2020,3,7,SE,1721.8,479.70000000000005,2,6,4,2,2201.5
adp,2020,3,7,SF,1603.8600000000001,391.98,1,4,7,2,1995.8400000000001
adp,2020,3,7,SG,1492.96,305.68000000000006,1,10,2,1,1798.64
adp,2020,3,8,SA,1804.44,387.08,2,4,7,1,2191.52
adp,2020,3,8,SB,1416.8799999999999,397.1,1,2,10,1,1813.98
adp,2020,3,8,SC,1493.48,325.7,1,6,5,2,1819.18
adp,2020,3,8,SD,1416.8799999999999,397.1,1,2,10,1,1813.98
adp,2020,3,8,SE,1594.28,430.38,2,6,4,2,2024.6599999999999
adp,2020,3,8,SF,1631.08,289.68,2,4,6,2,1920.76
adp,2020,3,8,SG,1664.04,357.58000000000004,1,6,5,2,2021.62
adp,2020,3,9,SA,1935.9,374.88,1,4,7,2,2310.78
adp,2020,3,9,SB,1832.6999999999998,362.1,1,2,10,1,2194.7999999999997
adp,2020,3,9,SC,1892.0,384.90000000000003,1,5,6,2,2276.9
adp,2020,3,9,SD,1748.3600000000001,342.58000000000004,1,2,10,1,2090.94
adp,2020,3,9,SE,1879.62,407.96000000000004,2,5,5,2,2287.58
adp,2020,3,9,SF,1598.3000000000002,295.04,2,4,6,2,1893.3400000000001
adp,2020,3,9,SG,1490.8000000000002,347.5,1,8,3,2,1838.3000000000002
adp,2020,3,10,SA,1849.3,370.18,1,2,10,1,2219.48
adp,2020,3,10,SB,1794.36,339.20000000000005,1,2,10,1,2133.56
adp,2020,3,10,SC,1856.8600000000001,388.88,1,4,7,2,2245.7400000000002
adp,2020,3,10,SD,1510.2400000000002,293.70000000000005,1,2,10,1,1803.9400000000003
adp,2020,3,10,SE,1638.44,417.4,1,5,7,1,2055.84
adp,2020,3,10,SF,1777.94,341.29999999999995,1,4,7,2,2119.24
adp,2020,3,10,SG,1565.7999999999997,338.78000000000003,1,8,3,2,1904.5799999999997
adp,2020,3,11,SA,1904.1599999999999,355.6,1,5,7,1,2259.7599999999998
adp,2020,3,11,SB,1779.8600000000001,296.5,1,2,10,1,2076.36
adp,2020,3,11,SC,1845.56,304.38,1,7,4,2,2149.94
adp,2020,3,11,SD,1634.46,317.48,1,2,10,1,1951.94
adp,2020,3,11,SE,1755.26,350.53999999999996,2,7,4,1,2105.8
adp,2020,3,11,SF,1787.7400000000002,320.59999999999997,2,4,6,2,2108.34
adp,2020,3,11,SG,1620.6599999999999,276.68,1,10,2,1,1897.34
adp,2020,3,12,SA,1687.48,335.29999999999995,1,2,10,1,2022.78
adp,2020,3,12,SB,1603.52,330.48,1,2,10,1,1934.0
adp,2020,3,12,SC,1610.58,304.58,1,6,5,2,1915.1599999999999
adp,2020,3,12,SD,1587.16,356.38,1,2,10,1,1943.54
adp,2020,3,12,SE,1601.8600000000001,343.68,2,6,5,1,1945.5400000000002
adp,2020,3,12,SF,1773.8200000000002,272.48,1,4,7,2,2046.3000000000002
adp,2020,3,12,SG,1449.2800000000002,295.58000000000004,1,9,2,2,1744.8600000000001
adp,2020,3,13,SA,1927.54,396.08000000000004,2,4,6,2,2323.62
adp,2020,3,13,SB,1473.2,335.32000000000005,1,2,10,1,1808.52
adp,2020,3,13,SC,1644.3000000000002,281.5,1,6,5,2,1925.8000000000002
adp,2020,3,13,SD,1473.2,335.32000000000005,1,2,10,1,1808.52
adp,2020,3,13,SE,1647.3400000000001,373.48,2,6,4,2,2020.8200000000002
adp,2020,3,13,SF,1624.66,381.6,1,4,7,2,2006.2600000000002
adp,2020,3,13,SG,1620.2599999999998,346.98,1,7,4,2,1967.2399999999998
adp,2020,3,14,SA,1915.1,416.85999999999996,1,4,8,1,2331.96
adp,2020,3,14,SB,1634.44,335.2,1,2,10,1,1969.64
adp,2020,3,14,SC,1788.2,365.24,2,6,4,2,2153.44
adp,2020,3,14,SD,1546.68,352.0,1,2,10,1,1898.68
adp,2020,3,14,SE,1736.76,407.88,2,5,5,2,2144.64
adp,2020,3,14,SF,1784.5,420.7,1,4,7,2,2205.2
adp,2020,3,14,SG,1761.2599999999998,395.68,1,8,3,2,2156.9399999999996
adp,2020,3,15,SA,1733.0,264.08000000000004,2,3,7,2,1997.08
adp,2020,3,15,SB,1621.64,395.88,1,2,10,1,2017.52
adp,2020,3,15,SC,1584.0,266.48,1,6,5,2,1850.48
adp,2020,3,15,SD,1631.7800000000002,426.48,1,2,10,1,2058.26
adp,2020,3,15,SE,1527.98,307.5,2,6,4,2,1835.48
adp,2020,3,15,SF,1718.08,287.38,2,4,6,2,2005.46
adp,2020,3,15,SG,1371.34,236.14000000000001,2,8,2,2,1607.48
adp,2020,3,16,SA,1620.9799999999998,276.59999999999997,2,6,5,1,1897.5799999999997
adp,2020,3,16,SB,1502.7999999999997,327.59999999999997,1,2,10,1,1830.3999999999996
adp,2020,3,16,SC,1472.4199999999998,231.8,2,6,4,2,1704.2199999999998
adp,2020,3,16,SD,1508.8000000000002,325.29999999999995,1,2,10,1,1834.1000000000001
adp,2020,3,16,SE,1437.6,213.94,2,6,4,2,1651.54
adp,2020,3,16,SF,1604.4,315.98,2,4,6,2,1920.38
adp,2020,3,16,SG,1398.3200000000002,203.1,2,8,2,2,1601.42
adp,2020,3,17,SA,1782.7800000000002,391.68,2,5,6,1,2174.46
adp,2020,3,17,SB,1678.54,420.88,1,2,10,1,2099.42
adp,2020,3,17,SC,1521.0,386.88,1,6,5,2,1907.88
adp,2020,3,17,SD,1662.18,446.78,1,2,10,1,2108.96
adp,2020,3,17,SE,1456.88,431.50000000000006,2,6,4,2,1888.38
adp,2020,3,17,SF,1590.46,225.7,2,4,6,2,1816.16
adp,2020,3,17,SG,1298.34,298.4,1,8,3,2,1596.7399999999998
adp,2020,3,18,SA,1473.38,299.34,1,10,2,1,1772.72
adp,2020,3,18,SB,1609.0,334.8,2,2,8,2,1943.8
adp,2020,3,18,SC,1629.2400000000002,291.9,1,7,4,2,1921.1400000000003
adp,2020,3,18,SD,1560.4199999999998,327.28000000000003,2,2,8,2,1887.6999999999998
adp,2020,3,18,SE,1423.9,311.08000000000004,2,7,3,2,1734.98
adp,2020,3,18,SF,1607.72,365.76,2,4,6,2,1973.48
adp,2020,3,18,SG,1465.44,309.68,1,10,2,1,1775.1200000000001
adp,2020,3,19,SA,1766.06,351.58000000000004,2,2,9,1,2117.64
adp,2020,3,19,SB,1619.3,368.88,1,2,10,1,1988.1799999999998
adp,2020,3,19,SC,1597.62,321.08000000000004,1,5,6,2,1918.6999999999998
adp,2020,3,19,SD,1611.34,411.38000000000005,1,2,10,1,2022.72
adp,2020,3,19,SE,1596.3999999999999,362.1,2,7,4,1,1958.5
adp,2020,3,19,SF,1660.92,377.28,1,4,7,2,2038.2
adp,2020,3,19,SG,1515.12,313.78,1,8,3,2,1828.8999999999999
adp,2020,4,0,SA,1643.9,418.76,2,3,7,2,2062.66
adp,2020,4,0,SB,1416.4,287.9,1,2,10,1,1704.3000000000002
adp,2020,4,0,SC,1379.6399999999999,315.8,1,4,7,2,1695.4399999999998
adp,2020,4,0,SD,1462.3,305.20000000000005,1,2,10,1,1767.5
adp,2020,4,0,SE,1451.22,378.04,2,4,7,1,1829.26
adp,2020,4,0,SF,1633.76,378.08000000000004,1,4,7,2,2011.8400000000001
adp,2020,4,0,SG,1453.9,386.98,1,6,5,2,1840.88
adp,2020,4,1,SA,1820.8199999999997,365.88000000000005,2,4,6,2,2186.7
adp,2020,4,1,SB,1757.2400000000002,361.59999999999997,1,2,10,1,2118.84
adp,2020,4,1,SC,1846.76,318.1,2,5,5,2,2164.86
adp,2020,4,1,SD,1541.7400000000002,314.5,1,2,10,1,1856.2400000000002
adp,2020,4,1,SE,1741.66,368.24,2,7,4,1,2109.9
adp,2020,4,1,SF,1654.7,295.82,2,4,6,2,1950.52
adp,2020,4,1,SG,1613.6599999999999,270.7,2,8,2,2,1884.36
adp,2020,4,2,SA,1718.72,365.62,2,7,4,1,2084.34
adp,2020,4,2,SB,1359.54,274.72,1,2,10,1,1634.26
adp,2020,4,2,SC,1535.22,285.4,2,6,4,2,1820.62
adp,2020,4,2,SD,1359.54,274.72,1,2,10,1,1634.26
adp,2020,4,2,SE,1380.02,292.44,2,6,4,2,1672.46
adp,2020,4,2,SF,1622.12,334.20000000000005,1,4,7,2,1956.32
adp,2020,4,2,SG,1464.84,287.64,2,8,2,2,1752.48
adp,2020,4,3,SA,1659.48,431.28,1,7,5,1,2090.76
adp,2020,4,3,SB,1626.1599999999999,370.48,1,2,10,1,1996.6399999999999
adp,2020,4,3,SC,1552.9,295.38,1,6,5,2,1848.2800000000002
adp,2020,4,3,SD,1626.1599999999999,370.48,1,2,10,1,1996.6399999999999
adp,2020,4,3,SE,1415.0,333.08,2,6,5,1,1748.08
adp,2020,4,3,SF,1693.2,409.94,2,4,6,2,2103.14
adp,2020,4,3,SG,1323.84,250.9,1,9,2,2,1574.74
adp,2020,4,4,SA,1749.38,441.48,2,7,4,1,2190.86
adp,2020,4,4,SB,1494.1399999999999,318.92,1,2,10,1,1813.06
adp,2020,4,4,SC,1542.3200000000002,340.70000000000005,2,6,4,2,1883.0200000000002
adp,2020,4,4,SD,1670.5,369.0,1,2,10,1,2039.5
adp,2020,4,4,SE,1459.48,366.20000000000005,2,6,4,2,1825.68
adp,2020,4,4,SF,1557.44,337.09999999999997,2,4,6,2,1894.54
adp,2020,4,4,SG,1309.92,283.1,2,8,2,2,1593.02
adp,2020,4,5,SA,1995.1999999999998,481.14,2,6,5,1,2476.3399999999997
adp,2020,4,5,SB,1870.3600000000001,396.58,1,2,10,1,2266.94
adp,2020,4,5,SC,1763.8600000000001,377.98,1,5,6,2,2141.84
adp,2020,4,5,SD,1758.2,400.48,1,2,10,1,2158.6800000000003
adp,2020,4,5,SE,1734.94,361.41999999999996,2,5,5,2,2096.36
adp,2020,4,5,SF,1735.2,443.28,1,4,7,2,2178.48
adp,2020,4,5,SG,1682.1599999999999,365.28000000000003,1,8,3,2,2047.4399999999998
adp,2020,4,6,SA,1735.1200000000001,415.74,2,4,6,2,2150.86
adp,2020,4,6,SB,1442.5800000000002,310.72,1,2,10,1,1753.3000000000002
adp,2020,4,6,SC,1578.6200000000001,314.4,2,6,4,2,1893.02
adp,2020,4,6,SD,1387.2800000000002,300.72,1,2,10,1,1688.0000000000002
adp,2020,4,6,SE,1580.8000000000002,318.94000000000005,2,6,4,2,1899.7400000000002
adp,2020,4,6,SF,1619.1599999999999,349.1,2,4,6,2,1968.2599999999998
adp,2020,4,6,SG,1442.3000000000002,290.38,1,9,2,2,1732.6800000000003
adp,2020,4,7,SA,1954.9199999999998,430.1,1,6,6,1,2385.02
adp,2020,4,7,SB,1830.4,375.98,1,2,10,1,2206.38
adp,2020,4,7,SC,1933.6,406.98,1,4,7,2,2340.58
adp,2020,4,7,SD,1719.54,420.5,1,2,10,1,2140.04
adp,2020,4,7,SE,1776.52,423.98,2,5,5,2,2200.5
adp,2020,4,7,SF,1673.2599999999998,365.94,2,4,6,2,2039.1999999999998
adp,2020,4,7,SG,1758.3000000000002,390.88,1,7,4,2,2149.1800000000003
adp,2020,4,8,SA,1599.2,365.71999999999997,2,7,4,1,1964.92
adp,2020,4,8,SB,1798.52,402.5,1,2,10,1,2201.02
adp,2020,4,8,SC,1718.5,407.20000000000005,2,5,5,2,2125.7
adp,2020,4,8,SD,1581.3999999999999,354.5,1,2,10,1,1935.8999999999999
adp,2020,4,8,SE,1553.48,398.12,2,6,5,1,1951.6
adp,2020,4,8,SF,1670.86,412.20000000000005,2,4,6,2,2083.06
adp,2020,4,8,SG,1498.58,342.20000000000005,2,8,2,2,1840.78
adp,2020,4,9,SA,1694.3400000000001,509.98,1,4,8,1,2204.32
adp,2020,4,9,SB,1671.1599999999999,381.18,1,2,10,1,2052.3399999999997
adp,2020,4,9,SC,1552.7,335.38,1,5,6,2,1888.08
adp,2020,4,9,SD,1553.9,355.28,1,2,10,1,1909.18
adp,2020,4,9,SE,1474.1,362.17999999999995,1,7,5,1,1836.2799999999997
adp,2020,4,9,SF,1628.7199999999998,384.48,2,4,6,2,2013.1999999999998
adp,2020,4,9,SG,1429.02,370.68,1,7,4,2,1799.7
adp,2020,4,10,SA,1775.12,473.96000000000004,1,6,6,1,2249.08
adp,2020,4,10,SB,1353.04,315.40000000000003,1,2,10,1,1668.44
adp,2020,4,10,SC,1437.6399999999999,313.8,1,6,5,2,1751.4399999999998
adp,2020,4,10,SD,1353.04,315.40000000000003,1,2,10,1,1668.44
adp,2020,4,10,SE,1538.8999999999999,355.14,2,5,5,2,1894.04
adp,2020,4,10,SF,1639.6399999999999,350.18,1,4,7,2,1989.82
adp,2020,4,10,SG,1304.3,282.58,1,9,2,2,1586.8799999999999
adp,2020,4,11,SA,1927.2800000000002,421.79999999999995,2,4,6,2,2349.08
adp,2020,4,11,SB,1687.04,367.0,1,2,10,1,2054.04
adp,2020,4,11,SC,1727.28,413.7,2,5,5,2,2140.98
adp,2020,4,11,SD,1630.4,356.5,1,2,10,1,1986.9
adp,2020,4,11,SE,1739.56,398.36,2,5,6,1,2137.92
adp,2020,4,11,SF,1641.28,366.6,2,4,6,2,2007.88
adp,2020,4,11,SG,1433.1799999999998,348.1,2,7,3,2,1781.2799999999997
adp,2020,4,12,SA,1999.3999999999996,492.86,2,5,5,2,2492.2599999999998
adp,2020,4,12,SB,1642.0,327.98,1,2,10,1,1969.98
adp,2020,4,12,SC,1529.12,319.78,1,6,5,2,1848.8999999999999
adp,2020,4,12,SD,1599.0,324.20000000000005,1,2,10,1,1923.2
adp,2020,4,12,SE,1540.8799999999997,392.4,2,6,5,1,1933.2799999999997
adp,2020,4,12,SF,1682.5,379.98,1,4,7,2,2062.48
adp,2020,4,12,SG,1356.5,349.68,1,8,3,2,1706.18
adp,2020,4,13,SA,1908.4,446.88,2,6,5,1,2355.28
adp,2020,4,13,SB,1652.84,385.28,1,2,10,1,2038.12
adp,2020,4,13,SC,1633.1,340.88,1,6,5,2,1973.98
adp,2020,4,13,SD,1620.6799999999998,351.9,1,2,10,1,1972.58
adp,2020,4,13,SE,1641.0,361.24,2,6,5,1,2002.24
adp,2020,4,13,SF,1594.98,290.3,1,4,7,2,1885.28
adp,2020,4,13,SG,1439.24,261.7,1,8,3,2,1700.94
adp,2020,4,14,SA,1705.4,272.5,1,6,6,1,1977.9
adp,2020,4,14,SB,1949.8,377.38,1,2,10,1,2327.18
adp,2020,4,14,SC,1802.3600000000001,347.68,1,5,6,2,2150.04
adp,2020,4,14,SD,1874.24,353.38,1,2,10,1,2227.62
adp,2020,4,14,SE,1758.7199999999998,355.68,2,5,5,2,2114.3999999999996
adp,2020,4,14,SF,1756.54,262.88,1,4,7,2,2019.42
adp,2020,4,14,SG,1479.0,260.58000000000004,1,9,2,2,1739.58
adp,2020,4,15,SA,1903.3799999999999,505.26,1,7,4,2,2408.64
adp,2020,4,15,SB,1646.28,303.1,1,2,10,1,1949.38
adp,2020,4,15,SC,1834.2799999999997,281.28,1,5,6,2,2115.5599999999995
adp,2020,4,15,SD,1668.3600000000001,342.90000000000003,1,2,10,1,2011.2600000000002
adp,2020,4,15,SE,1889.3400000000001,364.5,2,6,5,1,2253.84
adp,2020,4,15,SF,1714.28,342.08000000000004,1,4,7,2,2056.36
adp,2020,4,15,SG,1690.7799999999997,315.08,1,8,3,2,2005.8599999999997
adp,2020,4,16,SA,1673.1,410.85999999999996,2,8,3,1,2083.96
adp,2020,4,16,SB,1723.06,445.68,1,2,10,1,2168.74
adp,2020,4,16,SC,1695.8999999999999,345.18,1,7,4,2,2041.08
adp,2020,4,16,SD,1728.8000000000002,471.58,1,2,10,1,2200.38
adp,2020,4,16,SE,1494.2,334.58000000000004,2,7,3,2,1828.7800000000002
adp,2020,4,16,SF,1731.0,462.13999999999993,2,4,6,2,2193.14
adp,2020,4,16,SG,1599.4,335.78,1,8,3,2,1935.18
adp,2020,4,17,SA,2120.7,390.65999999999997,2,3,8,1,2511.3599999999997
